,"(deg C) Mean Temperature (ERA5) at Monaragala, 2007-01-01 to 2025-12-31"
"2017-03-09",24.2511
"2017-03-10",23.8715
"2017-03-11",23.8007
"2017-03-12",24.5109
"2017-03-13",24.0301
"2017-03-14",24.1726
"2017-03-15",23.7689
"2017-03-16",24.155
"2017-03-17",24.4022
"2017-03-18",24.8802
"2017-03-19",25.4231
"2017-03-20",25.445
"2017-03-21",25.4429
"2017-03-22",24.4102
"2017-03-23",24.4914
"2017-03-24",24.5487
"2017-03-25",24.6336
"2017-03-26",24.6402
"2017-03-27",24.4691
"2017-03-28",24.9119
"2017-03-29",24.502
"2017-03-30",25.4179
"2017-03-31",25.8635
"2017-04-01",26.1012
"2017-04-02",25.1806
"2017-04-03",24.994
"2017-04-04",24.9251
"2017-04-05",26.1149
"2017-04-06",25.8559
"2017-04-07",26.501
"2017-04-08",26.2448
"2017-04-09",25.9693
"2017-04-10",26.724
"2017-04-11",25.6644
"2017-04-12",25.3616
"2017-04-13",24.6561
"2017-04-14",26.4044
"2017-04-15",27.0819
"2017-04-16",27.0872
"2017-04-17",27.2958
"2017-04-18",27.1406
"2017-04-19",27.1978
"2017-04-20",27.2647
"2017-04-21",27.343
"2017-04-22",27.7019
"2017-04-23",27.9972
"2017-04-24",28.0786
"2017-04-25",28.2287
"2017-04-26",28.0167
"2017-04-27",27.8612
"2017-04-28",27.8858
"2017-04-29",27.0536
"2017-04-30",26.8903
"2017-05-01",25.8776
"2017-05-02",25.7952
"2017-05-03",26.2067
"2017-05-04",26.5776
"2017-05-05",26.9168
"2017-05-06",25.0957
"2017-05-07",25.8189
"2017-05-08",26.067
"2017-05-09",26.4594
"2017-05-10",26.5501
"2017-05-11",26.2296
"2017-05-12",26.3943
"2017-05-13",27.0389
"2017-05-14",27.2697
"2017-05-15",28.3637
"2017-05-16",28.6818
"2017-05-17",29.328
"2017-05-18",28.1781
"2017-05-19",28.0404
"2017-05-20",29.0886
"2017-05-21",28.0385
"2017-05-22",28.0128
"2017-05-23",27.2414
"2017-05-24",26.3762
"2017-05-25",26.9543
"2017-05-26",27.2556
"2017-05-27",28.5978
"2017-05-28",28.4599
"2017-05-29",27.9899
"2017-05-30",26.7857
"2017-05-31",27.4936
"2017-06-01",26.7072
"2017-06-02",26.7107
"2017-06-03",27.153
"2017-06-04",27.9034
"2017-06-05",27.8456
"2017-06-06",27.9026
"2017-06-07",27.1323
"2017-06-08",27.713
"2017-06-09",28.086
"2017-06-10",27.6812
"2017-06-11",27.4759
"2017-06-12",28.0271
"2017-06-13",28.2209
"2017-06-14",27.1319
"2017-06-15",26.888
"2017-06-16",26.855
"2017-06-17",27.7677
"2017-06-18",27.4211
"2017-06-19",27.4773
"2017-06-20",27.3392
"2017-06-21",27.3867
"2017-06-22",27.8703
"2017-06-23",27.3023
"2017-06-24",26.6534
"2017-06-25",26.9979
"2017-06-26",26.6738
"2017-06-27",26.6026
"2017-06-28",27.0542
"2017-06-29",28.0421
"2017-06-30",28.2974
"2017-07-01",27.9224
"2017-07-02",27.6095
"2017-07-03",28.1999
"2017-07-04",28.5181
"2017-07-05",28.4354
"2017-07-06",28.0853
"2017-07-07",28.0023
"2017-07-08",27.6061
"2017-07-09",26.4452
"2017-07-10",26.8925
"2017-07-11",27.6953
"2017-07-12",27.5651
"2017-07-13",27.851
"2017-07-14",27.5215
"2017-07-15",27.8646
"2017-07-16",27.9436
"2017-07-17",28.1456
"2017-07-18",27.5
"2017-07-19",27.4333
"2017-07-20",28.1287
"2017-07-21",28.5018
"2017-07-22",28.8371
"2017-07-23",28.8882
"2017-07-24",28.7652
"2017-07-25",29.0593
"2017-07-26",29.4919
"2017-07-27",28.4332
"2017-07-28",28.2943
"2017-07-29",27.5322
"2017-07-30",27.3855
"2017-07-31",26.9771
"2017-08-01",27.4219
"2017-08-02",27.6338
"2017-08-03",27.4026
"2017-08-04",27.6984
"2017-08-05",27.6446
"2017-08-06",27.3054
"2017-08-07",27.2709
"2017-08-08",26.4853
"2017-08-09",27.1616
"2017-08-10",26.4195
"2017-08-11",27.0952
"2017-08-12",26.524
"2017-08-13",27.2018
"2017-08-14",25.5248
"2017-08-15",26.6783
"2017-08-16",26.7141
"2017-08-17",27.6848
"2017-08-18",26.6703
"2017-08-19",26.2696
"2017-08-20",27.2638
"2017-08-21",27.705
"2017-08-22",26.91
"2017-08-23",27.5675
"2017-08-24",26.8114
"2017-08-25",27.866
"2017-08-26",28.0408
"2017-08-27",27.848
"2017-08-28",27.6004
"2017-08-29",27.3037
"2017-08-30",27.4614
"2017-08-31",27.1915
"2017-09-01",25.316
"2017-09-02",25.4105
"2017-09-03",25.371
"2017-09-04",25.8849
"2017-09-05",25.3562
"2017-09-06",25.1635
"2017-09-07",24.4826
"2017-09-08",24.6226
"2017-09-09",25.3813
"2017-09-10",25.8438
"2017-09-11",25.8873
"2017-09-12",25.45
"2017-09-13",23.7174
"2017-09-14",25.1291
"2017-09-15",26.1676
"2017-09-16",26.1317
"2017-09-17",26.2096
"2017-09-18",26.6218
"2017-09-19",26.9569
"2017-09-20",26.9388
"2017-09-21",26.1927
"2017-09-22",26.8851
"2017-09-23",27.2046
"2017-09-24",26.7799
"2017-09-25",25.8268
"2017-09-26",26.3281
"2017-09-27",25.4498
"2017-09-28",26.2273
"2017-09-29",27.1464
"2017-09-30",27.4596
"2017-10-01",26.739
"2017-10-02",27.4276
"2017-10-03",27.0784
"2017-10-04",26.8388
"2017-10-05",26.4745
"2017-10-06",25.7178
"2017-10-07",25.926
"2017-10-08",26.0739
"2017-10-09",25.9547
"2017-10-10",26.002
"2017-10-11",24.6882
"2017-10-12",25.0501
"2017-10-13",25.8732
"2017-10-14",24.7801
"2017-10-15",26.0634
"2017-10-16",26.5277
"2017-10-17",26.0889
"2017-10-18",26.6981
"2017-10-19",26.0006
"2017-10-20",25.7799
"2017-10-21",26.8064
"2017-10-22",26.6329
"2017-10-23",26.0449
"2017-10-24",24.7632
"2017-10-25",24.7446
"2017-10-26",24.6628
"2017-10-27",25.0449
"2017-10-28",25.1348
"2017-10-29",24.3597
"2017-10-30",24.5211
"2017-10-31",24.1973
"2017-11-01",24.4719
"2017-11-02",24.2963
"2017-11-03",24.1806
"2017-11-04",24.3296
"2017-11-05",23.484
"2017-11-06",23.5859
"2017-11-07",23.4257
"2017-11-08",23.4571
"2017-11-09",24.2493
"2017-11-10",24.7429
"2017-11-11",24.8758
"2017-11-12",24.7535
"2017-11-13",25.2564
"2017-11-14",24.7216
"2017-11-15",24.7373
"2017-11-16",25.2111
"2017-11-17",25.5918
"2017-11-18",25.3634
"2017-11-19",24.1741
"2017-11-20",23.6451
"2017-11-21",24.6098
"2017-11-22",23.9955
"2017-11-23",24.2604
"2017-11-24",23.4963
"2017-11-25",22.3839
"2017-11-26",23.2282
"2017-11-27",23.0586
"2017-11-28",23.1879
"2017-11-29",22.8257
"2017-11-30",23.2672
"2017-12-01",23.0172
"2017-12-02",23.328
"2017-12-03",23.9815
"2017-12-04",23.3105
"2017-12-05",23.8651
"2017-12-06",24.1049
"2017-12-07",24.4928
"2017-12-08",23.9969
"2017-12-09",24.0389
"2017-12-10",24.2506
"2017-12-11",24.8203
"2017-12-12",24.4048
"2017-12-13",24.2194
"2017-12-14",23.6826
"2017-12-15",23.8516
"2017-12-16",23.7588
"2017-12-17",23.535
"2017-12-18",22.8908
"2017-12-19",23.8316
"2017-12-20",21.7277
"2017-12-21",22.4914
"2017-12-22",22.9776
"2017-12-23",23.0054
"2017-12-24",23.3164
"2017-12-25",23.9508
"2017-12-26",23.6401
"2017-12-27",23.0148
"2017-12-28",22.4678
"2017-12-29",22.824
"2017-12-30",23.2106
"2017-12-31",23.6592
"2018-01-01",23.9896
"2018-01-02",23.7437
"2018-01-03",23.0263
"2018-01-04",22.312
"2018-01-05",21.457
"2018-01-06",21.0549
"2018-01-07",20.7893
"2018-01-08",21.5352
"2018-01-09",23.3244
"2018-01-10",23.581
"2018-01-11",23.1408
"2018-01-12",23.7178
"2018-01-13",23.733
"2018-01-14",23.4286
"2018-01-15",22.5082
"2018-01-16",22.313
"2018-01-17",21.5685
"2018-01-18",21.8525
"2018-01-19",21.7496
"2018-01-20",22.4103
"2018-01-21",22.8576
"2018-01-22",23.3121
"2018-01-23",22.9844
"2018-01-24",22.9529
"2018-01-25",22.6996
"2018-01-26",23.2547
"2018-01-27",22.9267
"2018-01-28",23.439
"2018-01-29",23.5527
"2018-01-30",22.9151
"2018-01-31",22.3324
"2018-02-01",22.9792
"2018-02-02",22.8122
"2018-02-03",23.1717
"2018-02-04",22.8325
"2018-02-05",23.6889
"2018-02-06",24.1456
"2018-02-07",24.0454
"2018-02-08",23.4991
"2018-02-09",23.9636
"2018-02-10",23.5987
"2018-02-11",23.8224
"2018-02-12",23.6046
"2018-02-13",23.3372
"2018-02-14",23.5532
"2018-02-15",24.0158
"2018-02-16",23.5555
"2018-02-17",22.6943
"2018-02-18",22.642
"2018-02-19",22.053
"2018-02-20",21.9082
"2018-02-21",23.0159
"2018-02-22",23.3915
"2018-02-23",24.185
"2018-02-24",24.7161
"2018-02-25",23.4746
"2018-02-26",23.5135
"2018-02-27",22.7795
"2018-02-28",23.5173
"2018-03-01",24.3913
"2018-03-02",24.3284
"2018-03-03",24.3693
"2018-03-04",24.3203
"2018-03-05",24.5002
"2018-03-06",23.7636
"2018-03-07",23.9307
"2018-03-08",24.8542
"2018-03-09",23.0219
"2018-03-10",23.0964
"2018-03-11",23.2464
"2018-03-12",22.4135
"2018-03-13",24.1493
"2018-03-14",24.9856
"2018-03-15",24.7441
"2018-03-16",25.352
"2018-03-17",25.1976
"2018-03-18",25.533
"2018-03-19",24.8926
"2018-03-20",25.6525
"2018-03-21",25.4365
"2018-03-22",25.7965
"2018-03-23",25.5989
"2018-03-24",25.0821
"2018-03-25",24.8048
"2018-03-26",24.2932
"2018-03-27",25.1551
"2018-03-28",24.6992
"2018-03-29",25.412
"2018-03-30",26.0444
"2018-03-31",26.1621
"2018-04-01",24.8696
"2018-04-02",24.404
"2018-04-03",24.9167
"2018-04-04",25.087
"2018-04-05",24.9719
"2018-04-06",24.2091
"2018-04-07",22.3792
"2018-04-08",24.1505
"2018-04-09",23.9023
"2018-04-10",24.5116
"2018-04-11",24.406
"2018-04-12",24.2633
"2018-04-13",24.0364
"2018-04-14",24.4351
"2018-04-15",25.1875
"2018-04-16",25.0462
"2018-04-17",25.9674
"2018-04-18",24.2126
"2018-04-19",25.3932
"2018-04-20",25.8447
"2018-04-21",25.6995
"2018-04-22",25.8996
"2018-04-23",25.9004
"2018-04-24",25.5194
"2018-04-25",25.5656
"2018-04-26",24.4245
"2018-04-27",25.6132
"2018-04-28",24.788
"2018-04-29",25.6025
"2018-04-30",26.9064
"2018-05-01",27.3849
"2018-05-02",26.4782
"2018-05-03",25.7362
"2018-05-04",25.37
"2018-05-05",25.2331
"2018-05-06",25.6
"2018-05-07",25.3379
"2018-05-08",25.64
"2018-05-09",25.032
"2018-05-10",24.9154
"2018-05-11",25.2213
"2018-05-12",25.0649
"2018-05-13",25.6039
"2018-05-14",24.7906
"2018-05-15",25.2607
"2018-05-16",25.0875
"2018-05-17",24.6534
"2018-05-18",24.2649
"2018-05-19",25.262
"2018-05-20",24.8504
"2018-05-21",23.8917
"2018-05-22",25.637
"2018-05-23",24.5153
"2018-05-24",25.0684
"2018-05-25",24.3878
"2018-05-26",25.2269
"2018-05-27",25.5607
"2018-05-28",26.3612
"2018-05-29",27.0519
"2018-05-30",27.0714
"2018-05-31",26.8488
"2018-06-01",26.6302
"2018-06-02",26.519
"2018-06-03",26.3877
"2018-06-04",26.6951
"2018-06-05",26.9641
"2018-06-06",26.4256
"2018-06-07",25.6053
"2018-06-08",27.2018
"2018-06-09",26.9156
"2018-06-10",26.922
"2018-06-11",27.0113
"2018-06-12",26.6543
"2018-06-13",26.6534
"2018-06-14",26.8146
"2018-06-15",27.2222
"2018-06-16",26.3947
"2018-06-17",26.5771
"2018-06-18",26.2835
"2018-06-19",26.1285
"2018-06-20",26.5851
"2018-06-21",26.4579
"2018-06-22",26.5869
"2018-06-23",26.9404
"2018-06-24",26.9596
"2018-06-25",27.06
"2018-06-26",26.9041
"2018-06-27",26.9383
"2018-06-28",27.0358
"2018-06-29",26.6061
"2018-06-30",26.0792
"2018-07-01",25.967
"2018-07-02",25.5686
"2018-07-03",26.2889
"2018-07-04",26.8538
"2018-07-05",27.0215
"2018-07-06",26.9141
"2018-07-07",27.069
"2018-07-08",27.5525
"2018-07-09",26.7598
"2018-07-10",26.5889
"2018-07-11",26.2155
"2018-07-12",26.7814
"2018-07-13",27.3791
"2018-07-14",27.5602
"2018-07-15",26.8862
"2018-07-16",26.0656
"2018-07-17",27.1558
"2018-07-18",27.5522
"2018-07-19",26.7542
"2018-07-20",27.0801
"2018-07-21",27.3815
"2018-07-22",27.8818
"2018-07-23",27.9998
"2018-07-24",27.1839
"2018-07-25",27.1121
"2018-07-26",27.711
"2018-07-27",27.158
"2018-07-28",27.2182
"2018-07-29",27.4874
"2018-07-30",27.4046
"2018-07-31",26.6038
"2018-08-01",26.6599
"2018-08-02",26.9742
"2018-08-03",27.537
"2018-08-04",27.5781
"2018-08-05",27.5619
"2018-08-06",27.4609
"2018-08-07",27.2343
"2018-08-08",26.0391
"2018-08-09",26.303
"2018-08-10",26.9526
"2018-08-11",27.2042
"2018-08-12",27.3127
"2018-08-13",27.4801
"2018-08-14",27.3497
"2018-08-15",25.6692
"2018-08-16",26.1255
"2018-08-17",26.8951
"2018-08-18",25.7059
"2018-08-19",25.5063
"2018-08-20",26.6544
"2018-08-21",26.7276
"2018-08-22",27.1278
"2018-08-23",27.9239
"2018-08-24",25.9307
"2018-08-25",26.6199
"2018-08-26",27.0627
"2018-08-27",27.1809
"2018-08-28",26.8461
"2018-08-29",26.9803
"2018-08-30",26.6565
"2018-08-31",27.0393
"2018-09-01",26.8503
"2018-09-02",27.2101
"2018-09-03",27.3548
"2018-09-04",27.3275
"2018-09-05",26.976
"2018-09-06",27.3159
"2018-09-07",27.1048
"2018-09-08",27.9267
"2018-09-09",27.6759
"2018-09-10",26.5419
"2018-09-11",26.7897
"2018-09-12",27.0814
"2018-09-13",27.1848
"2018-09-14",27.0196
"2018-09-15",26.9442
"2018-09-16",27.3534
"2018-09-17",27.167
"2018-09-18",27.5064
"2018-09-19",27.0139
"2018-09-20",27.0627
"2018-09-21",25.7335
"2018-09-22",26.45
"2018-09-23",26.0678
"2018-09-24",24.5447
"2018-09-25",24.628
"2018-09-26",24.7204
"2018-09-27",24.2815
"2018-09-28",24.3755
"2018-09-29",24.6472
"2018-09-30",25.2289
"2018-10-01",24.8487
"2018-10-02",24.1722
"2018-10-03",24.3177
"2018-10-04",24.7399
"2018-10-05",24.883
"2018-10-06",24.5751
"2018-10-07",24.1944
"2018-10-08",24.5279
"2018-10-09",23.4718
"2018-10-10",25.6239
"2018-10-11",24.8163
"2018-10-12",24.4446
"2018-10-13",24.1804
"2018-10-14",24.8467
"2018-10-15",24.4736
"2018-10-16",23.8706
"2018-10-17",23.63
"2018-10-18",24.5632
"2018-10-19",24.6943
"2018-10-20",23.9094
"2018-10-21",24.609
"2018-10-22",24.3417
"2018-10-23",24.1705
"2018-10-24",23.936
"2018-10-25",23.3056
"2018-10-26",23.367
"2018-10-27",23.638
"2018-10-28",23.9218
"2018-10-29",24.4212
"2018-10-30",25.2511
"2018-10-31",24.5549
"2018-11-01",23.2575
"2018-11-02",24.0604
"2018-11-03",23.8258
"2018-11-04",24.5522
"2018-11-05",22.6326
"2018-11-06",22.5539
"2018-11-07",23.6334
"2018-11-08",23.5319
"2018-11-09",23.0349
"2018-11-10",23.7902
"2018-11-11",24.1911
"2018-11-12",24.2797
"2018-11-13",24.6564
"2018-11-14",25.331
"2018-11-15",24.8688
"2018-11-16",25.3599
"2018-11-17",23.9794
"2018-11-18",24.1152
"2018-11-19",23.9193
"2018-11-20",23.6938
"2018-11-21",24.7098
"2018-11-22",24.7315
"2018-11-23",24.3841
"2018-11-24",23.9159
"2018-11-25",24.1904
"2018-11-26",23.6483
"2018-11-27",23.8588
"2018-11-28",23.8504
"2018-11-29",24.0026
"2018-11-30",23.6718
"2018-12-01",23.4189
"2018-12-02",24.0725
"2018-12-03",23.5458
"2018-12-04",24.5352
"2018-12-05",23.3255
"2018-12-06",23.1764
"2018-12-07",23.3549
"2018-12-08",23.4324
"2018-12-09",23.0361
"2018-12-10",23.1725
"2018-12-11",22.3525
"2018-12-12",22.8685
"2018-12-13",22.6156
"2018-12-14",23.2055
"2018-12-15",24.0975
"2018-12-16",24.1148
"2018-12-17",23.9652
"2018-12-18",23.4835
"2018-12-19",23.6193
"2018-12-20",23.9649
"2018-12-21",23.2541
"2018-12-22",24.0758
"2018-12-23",23.8607
"2018-12-24",23.3547
"2018-12-25",24.0368
"2018-12-26",23.932
"2018-12-27",23.3679
"2018-12-28",23.4736
"2018-12-29",22.9177
"2018-12-30",22.783
"2018-12-31",22.84
"2019-01-01",22.8115
"2019-01-02",22.344
"2019-01-03",22.598
"2019-01-04",22.4091
"2019-01-05",23.0032
"2019-01-06",22.6407
"2019-01-07",23.3592
"2019-01-08",23.5294
"2019-01-09",23.8317
"2019-01-10",23.659
"2019-01-11",23.4394
"2019-01-12",23.0891
"2019-01-13",23.2169
"2019-01-14",23.1135
"2019-01-15",23.518
"2019-01-16",22.9423
"2019-01-17",22.4938
"2019-01-18",21.729
"2019-01-19",21.8092
"2019-01-20",22.3466
"2019-01-21",22.909
"2019-01-22",23.1887
"2019-01-23",23.3943
"2019-01-24",24.0357
"2019-01-25",24.4062
"2019-01-26",24.3867
"2019-01-27",24.1225
"2019-01-28",23.2259
"2019-01-29",23.3069
"2019-01-30",23.6506
"2019-01-31",23.8024
"2019-02-01",24.0669
"2019-02-02",23.9233
"2019-02-03",23.973
"2019-02-04",23.1836
"2019-02-05",23.607
"2019-02-06",23.41
"2019-02-07",24.7671
"2019-02-08",24.297
"2019-02-09",23.797
"2019-02-10",24.5623
"2019-02-11",24.3565
"2019-02-12",24.2772
"2019-02-13",24.842
"2019-02-14",24.2639
"2019-02-15",24.6525
"2019-02-16",24.1285
"2019-02-17",24.9439
"2019-02-18",25.6612
"2019-02-19",25.1645
"2019-02-20",23.6861
"2019-02-21",24.0334
"2019-02-22",23.9737
"2019-02-23",23.4121
"2019-02-24",24.3538
"2019-02-25",24.9453
"2019-02-26",25.2164
"2019-02-27",24.3005
"2019-02-28",24.3067
"2019-03-01",24.3369
"2019-03-02",24.8307
"2019-03-03",25.0163
"2019-03-04",24.2135
"2019-03-05",25.3668
"2019-03-06",25.8051
"2019-03-07",25.5748
"2019-03-08",25.5725
"2019-03-09",25.4355
"2019-03-10",24.7971
"2019-03-11",24.4935
"2019-03-12",24.2423
"2019-03-13",24.3794
"2019-03-14",24.9846
"2019-03-15",24.7276
"2019-03-16",24.842
"2019-03-17",24.2635
"2019-03-18",24.4171
"2019-03-19",24.8448
"2019-03-20",25.2021
"2019-03-21",24.2177
"2019-03-22",25.3597
"2019-03-23",24.9841
"2019-03-24",25.1414
"2019-03-25",24.5224
"2019-03-26",24.3129
"2019-03-27",25.4238
"2019-03-28",25.3758
"2019-03-29",25.0426
"2019-03-30",25.7053
"2019-03-31",26.3891
"2019-04-01",26.6732
"2019-04-02",26.3258
"2019-04-03",25.7464
"2019-04-04",25.6543
"2019-04-05",26.2665
"2019-04-06",26.4724
"2019-04-07",26.6237
"2019-04-08",26.6262
"2019-04-09",25.6355
"2019-04-10",26.3858
"2019-04-11",26.3277
"2019-04-12",26.8151
"2019-04-13",26.0578
"2019-04-14",26.2367
"2019-04-15",25.7793
"2019-04-16",25.8213
"2019-04-17",25.2273
"2019-04-18",26.1717
"2019-04-19",26.119
"2019-04-20",25.4994
"2019-04-21",25.9581
"2019-04-22",25.71
"2019-04-23",25.8829
"2019-04-24",26.8495
"2019-04-25",25.2981
"2019-04-26",25.8339
"2019-04-27",26.0579
"2019-04-28",26.7144
"2019-04-29",26.1732
"2019-04-30",26.6071
"2019-05-01",27.8981
"2019-05-02",28.0409
"2019-05-03",27.2125
"2019-05-04",27.2884
"2019-05-05",26.8483
"2019-05-06",27.189
"2019-05-07",27.6517
"2019-05-08",27.3581
"2019-05-09",28.0883
"2019-05-10",28.7396
"2019-05-11",28.3717
"2019-05-12",28.4746
"2019-05-13",28.3323
"2019-05-14",28.4032
"2019-05-15",28.3655
"2019-05-16",28.6519
"2019-05-17",28.4068
"2019-05-18",28.3509
"2019-05-19",28.0819
"2019-05-20",27.7795
"2019-05-21",27.1634
"2019-05-22",26.0872
"2019-05-23",26.5403
"2019-05-24",27.041
"2019-05-25",26.6911
"2019-05-26",27.7528
"2019-05-27",28.3625
"2019-05-28",28.8536
"2019-05-29",28.4574
"2019-05-30",28.0282
"2019-05-31",28.1163
"2019-06-01",28.2096
"2019-06-02",28.4418
"2019-06-03",28.3119
"2019-06-04",27.6023
"2019-06-05",27.599
"2019-06-06",27.0426
"2019-06-07",27.0965
"2019-06-08",27.3181
"2019-06-09",27.298
"2019-06-10",26.1742
"2019-06-11",27.3555
"2019-06-12",27.2497
"2019-06-13",27.5701
"2019-06-14",27.2992
"2019-06-15",28.1739
"2019-06-16",28.0779
"2019-06-17",28.3052
"2019-06-18",28.9233
"2019-06-19",28.9827
"2019-06-20",28.5039
"2019-06-21",28.2009
"2019-06-22",27.9598
"2019-06-23",28.6121
"2019-06-24",28.421
"2019-06-25",28.1991
"2019-06-26",28.1477
"2019-06-27",28.7767
"2019-06-28",28.5714
"2019-06-29",28.5221
"2019-06-30",28.0775
"2019-07-01",28.0525
"2019-07-02",28.3796
"2019-07-03",28.1299
"2019-07-04",28.29
"2019-07-05",28.3901
"2019-07-06",28.6968
"2019-07-07",28.6287
"2019-07-08",29.0298
"2019-07-09",26.5688
"2019-07-10",26.5648
"2019-07-11",27.5078
"2019-07-12",28.1389
"2019-07-13",26.4615
"2019-07-14",26.5091
"2019-07-15",27.0995
"2019-07-16",27.9468
"2019-07-17",27.4908
"2019-07-18",26.8058
"2019-07-19",26.9193
"2019-07-20",27.4101
"2019-07-21",27.4745
"2019-07-22",26.0172
"2019-07-23",27.0173
"2019-07-24",27.3167
"2019-07-25",27.4699
"2019-07-26",27.2455
"2019-07-27",27.8093
"2019-07-28",27.8028
"2019-07-29",27.5868
"2019-07-30",28.0366
"2019-07-31",27.4583
"2019-08-01",27.745
"2019-08-02",27.5982
"2019-08-03",27.7309
"2019-08-04",27.728
"2019-08-05",28.2028
"2019-08-06",27.7361
"2019-08-07",27.4389
"2019-08-08",25.8731
"2019-08-09",26.3168
"2019-08-10",26.5528
"2019-08-11",27.2505
"2019-08-12",26.7475
"2019-08-13",26.3802
"2019-08-14",26.6831
"2019-08-15",27.1839
"2019-08-16",26.8974
"2019-08-17",25.9547
"2019-08-18",26.329
"2019-08-19",26.2391
"2019-08-20",26.5228
"2019-08-21",26.5717
"2019-08-22",25.27
"2019-08-23",24.3598
"2019-08-24",25.86
"2019-08-25",26.2585
"2019-08-26",25.1811
"2019-08-27",26.2054
"2019-08-28",26.8629
"2019-08-29",27.4659
"2019-08-30",26.26
"2019-08-31",27.1183
"2019-09-01",26.2816
"2019-09-02",27.041
"2019-09-03",27.0685
"2019-09-04",26.9082
"2019-09-05",26.3878
"2019-09-06",27.2619
"2019-09-07",28.1267
"2019-09-08",28.088
"2019-09-09",28.3243
"2019-09-10",28.1299
"2019-09-11",26.4721
"2019-09-12",25.1023
"2019-09-13",25.9154
"2019-09-14",26.0723
"2019-09-15",24.7457
"2019-09-16",24.9132
"2019-09-17",25.7646
"2019-09-18",26.0559
"2019-09-19",24.989
"2019-09-20",25.3018
"2019-09-21",26.3147
"2019-09-22",25.4205
"2019-09-23",24.8643
"2019-09-24",23.8234
"2019-09-25",23.0194
"2019-09-26",24.2283
"2019-09-27",24.1476
"2019-09-28",23.3528
"2019-09-29",23.9779
"2019-09-30",23.9253
"2019-10-01",23.6739
"2019-10-02",24.2027
"2019-10-03",24.0967
"2019-10-04",24.7957
"2019-10-05",24.3087
"2019-10-06",23.2535
"2019-10-07",24.3396
"2019-10-08",24.2191
"2019-10-09",24.4697
"2019-10-10",24.458
"2019-10-11",23.6517
"2019-10-12",24.1997
"2019-10-13",24.1731
"2019-10-14",24.8899
"2019-10-15",24.1458
"2019-10-16",23.3997
"2019-10-17",24.57
"2019-10-18",24.2961
"2019-10-19",23.8559
"2019-10-20",23.4991
"2019-10-21",23.9035
"2019-10-22",24.2469
"2019-10-23",24.2346
"2019-10-24",23.1934
"2019-10-25",24.2113
"2019-10-26",23.3094
"2019-10-27",22.5888
"2019-10-28",22.5774
"2019-10-29",22.8571
"2019-10-30",23.9003
"2019-10-31",24.1923
"2019-11-01",24.5229
"2019-11-02",23.661
"2019-11-03",23.1971
"2019-11-04",24.5784
"2019-11-05",24.542
"2019-11-06",25.4348
"2019-11-07",25.8284
"2019-11-08",25.4835
"2019-11-09",24.597
"2019-11-10",24.9258
"2019-11-11",25.107
"2019-11-12",24.4305
"2019-11-13",24.4519
"2019-11-14",24.8769
"2019-11-15",24.2666
"2019-11-16",23.7554
"2019-11-17",24.382
"2019-11-18",24.0144
"2019-11-19",24.0673
"2019-11-20",23.7747
"2019-11-21",24.4934
"2019-11-22",23.3545
"2019-11-23",23.7216
"2019-11-24",23.7687
"2019-11-25",23.1617
"2019-11-26",23.4239
"2019-11-27",24.0047
"2019-11-28",23.627
"2019-11-29",23.5525
"2019-11-30",23.3987
"2019-12-01",24.2203
"2019-12-02",23.7876
"2019-12-03",23.7377
"2019-12-04",22.9445
"2019-12-05",22.9571
"2019-12-06",24.1031
"2019-12-07",22.937
"2019-12-08",23.2783
"2019-12-09",22.9819
"2019-12-10",23.0757
"2019-12-11",22.8767
"2019-12-12",24.0907
"2019-12-13",23.9867
"2019-12-14",23.9291
"2019-12-15",23.4559
"2019-12-16",23.6959
"2019-12-17",23.1285
"2019-12-18",23.4254
"2019-12-19",23.2395
"2019-12-20",22.496
"2019-12-21",23.7762
"2019-12-22",23.5389
"2019-12-23",23.6204
"2019-12-24",24.2311
"2019-12-25",23.7972
"2019-12-26",23.6427
"2019-12-27",23.8702
"2019-12-28",23.8299
"2019-12-29",23.4231
"2019-12-30",23.784
"2019-12-31",24.1812
"2020-01-01",24.6212
"2020-01-02",24.234
"2020-01-03",24.7574
"2020-01-04",24.9529
"2020-01-05",24.6122
"2020-01-06",24.1305
"2020-01-07",24.1324
"2020-01-08",23.5317
"2020-01-09",23.2728
"2020-01-10",22.964
"2020-01-11",23.8742
"2020-01-12",23.6171
"2020-01-13",22.7526
"2020-01-14",21.9988
"2020-01-15",22.4578
"2020-01-16",23.7269
"2020-01-17",23.5944
"2020-01-18",24.3592
"2020-01-19",24.3621
"2020-01-20",24.5263
"2020-01-21",24.3575
"2020-01-22",23.5675
"2020-01-23",24.4312
"2020-01-24",24.451
"2020-01-25",24.1165
"2020-01-26",23.4837
"2020-01-27",22.8491
"2020-01-28",22.7552
"2020-01-29",23.1225
"2020-01-30",23.2357
"2020-01-31",23.236
"2020-02-01",23.1654
"2020-02-02",23.635
"2020-02-03",23.8266
"2020-02-04",23.9821
"2020-02-05",23.9452
"2020-02-06",23.9338
"2020-02-07",23.5694
"2020-02-08",23.8847
"2020-02-09",23.5471
"2020-02-10",23.7119
"2020-02-11",24.5405
"2020-02-12",24.0653
"2020-02-13",24.2143
"2020-02-14",24.074
"2020-02-15",24.9858
"2020-02-16",24.9066
"2020-02-17",24.0803
"2020-02-18",22.9571
"2020-02-19",23.3802
"2020-02-20",24.923
"2020-02-21",24.6755
"2020-02-22",24.1288
"2020-02-23",24.1632
"2020-02-24",24.4561
