,"(deg C) Mean Temperature (ERA5) at Gampaha, 2007-01-01 to 2025-12-31"
"2013-11-25",26.8221
"2013-11-26",26.8527
"2013-11-27",26.8534
"2013-11-28",26.4773
"2013-11-29",26.7146
"2013-11-30",26.2841
"2013-12-01",25.5303
"2013-12-02",25.949
"2013-12-03",26.0305
"2013-12-04",26.0287
"2013-12-05",25.4504
"2013-12-06",26.1296
"2013-12-07",26.4683
"2013-12-08",26.4538
"2013-12-09",26.3632
"2013-12-10",26.42
"2013-12-11",26.6459
"2013-12-12",26.6653
"2013-12-13",25.7759
"2013-12-14",26.3523
"2013-12-15",25.7653
"2013-12-16",25.6854
"2013-12-17",25.6645
"2013-12-18",26.4198
"2013-12-19",25.935
"2013-12-20",26.6546
"2013-12-21",26.6253
"2013-12-22",26.2453
"2013-12-23",26.455
"2013-12-24",26.7328
"2013-12-25",25.9616
"2013-12-26",25.8061
"2013-12-27",26.1887
"2013-12-28",26.0378
"2013-12-29",26.1221
"2013-12-30",26.2492
"2013-12-31",26.3275
"2014-01-01",26.5318
"2014-01-02",26.5625
"2014-01-03",26.4403
"2014-01-04",25.3223
"2014-01-05",25.6264
"2014-01-06",25.7432
"2014-01-07",26.0371
"2014-01-08",26.9661
"2014-01-09",26.7325
"2014-01-10",26.6191
"2014-01-11",26.6097
"2014-01-12",25.9372
"2014-01-13",26.0117
"2014-01-14",26.8247
"2014-01-15",25.5303
"2014-01-16",25.8886
"2014-01-17",26.3906
"2014-01-18",26.5046
"2014-01-19",26.5
"2014-01-20",26.4948
"2014-01-21",26.8423
"2014-01-22",27.2498
"2014-01-23",27.1839
"2014-01-24",26.8675
"2014-01-25",26.3555
"2014-01-26",26.3889
"2014-01-27",26.4017
"2014-01-28",26.2849
"2014-01-29",25.8286
"2014-01-30",26.7629
"2014-01-31",27.418
"2014-02-01",27.9889
"2014-02-02",27.7567
"2014-02-03",27.421
"2014-02-04",26.8466
"2014-02-05",26.7013
"2014-02-06",26.2061
"2014-02-07",26.4882
"2014-02-08",27.0361
"2014-02-09",26.5313
"2014-02-10",26.2048
"2014-02-11",26.3178
"2014-02-12",26.3142
"2014-02-13",27.034
"2014-02-14",27.7558
"2014-02-15",27.884
"2014-02-16",28.1018
"2014-02-17",28.3602
"2014-02-18",29.2746
"2014-02-19",28.271
"2014-02-20",27.9253
"2014-02-21",28.8464
"2014-02-22",29.2151
"2014-02-23",28.106
"2014-02-24",29.1876
"2014-02-25",29.1959
"2014-02-26",28.8778
"2014-02-27",27.8825
"2014-02-28",28.3312
"2014-03-01",29.1809
"2014-03-02",28.881
"2014-03-03",28.4455
"2014-03-04",28.9673
"2014-03-05",28.4928
"2014-03-06",28.7423
"2014-03-07",28.5118
"2014-03-08",29.4186
"2014-03-09",29.2848
"2014-03-10",29.4222
"2014-03-11",29.3608
"2014-03-12",29.1468
"2014-03-13",29.0686
"2014-03-14",28.8829
"2014-03-15",28.9336
"2014-03-16",29.5114
"2014-03-17",29.8519
"2014-03-18",28.9125
"2014-03-19",27.2544
"2014-03-20",27.9919
"2014-03-21",28.7371
"2014-03-22",28.6648
"2014-03-23",28.8125
"2014-03-24",28.8127
"2014-03-25",29.6418
"2014-03-26",30.0824
"2014-03-27",29.3692
"2014-03-28",29.3072
"2014-03-29",29.9571
"2014-03-30",29.2383
"2014-03-31",28.575
"2014-04-01",28.6472
"2014-04-02",28.5768
"2014-04-03",28.8363
"2014-04-04",27.6984
"2014-04-05",27.1877
"2014-04-06",27.2363
"2014-04-07",27.7166
"2014-04-08",27.5107
"2014-04-09",28.5475
"2014-04-10",27.4255
"2014-04-11",27.9558
"2014-04-12",28.331
"2014-04-13",27.9923
"2014-04-14",27.7229
"2014-04-15",28.3673
"2014-04-16",27.2219
"2014-04-17",27.5066
"2014-04-18",28.5362
"2014-04-19",28.5378
"2014-04-20",29.032
"2014-04-21",28.2995
"2014-04-22",26.9845
"2014-04-23",27.6912
"2014-04-24",27.3945
"2014-04-25",28.5051
"2014-04-26",28.8358
"2014-04-27",27.7027
"2014-04-28",27.3415
"2014-04-29",26.2302
"2014-04-30",26.913
"2014-05-01",27.6319
"2014-05-02",27.2299
"2014-05-03",26.8578
"2014-05-04",27.0909
"2014-05-05",26.0061
"2014-05-06",26.522
"2014-05-07",26.7463
"2014-05-08",27.3206
"2014-05-09",27.5524
"2014-05-10",28.4296
"2014-05-11",28.7487
"2014-05-12",28.4001
"2014-05-13",28.5509
"2014-05-14",28.3701
"2014-05-15",29.3827
"2014-05-16",29.3244
"2014-05-17",28.6205
"2014-05-18",28.8734
"2014-05-19",29.0055
"2014-05-20",28.2353
"2014-05-21",27.7302
"2014-05-22",28.6464
"2014-05-23",28.7809
"2014-05-24",28.3212
"2014-05-25",28.2505
"2014-05-26",28.5908
"2014-05-27",28.2511
"2014-05-28",27.376
"2014-05-29",27.6718
"2014-05-30",28.1872
"2014-05-31",28.3526
"2014-06-01",28.2731
"2014-06-02",27.1689
"2014-06-03",26.8295
"2014-06-04",28.071
"2014-06-05",28.4939
"2014-06-06",28.4489
"2014-06-07",28.8461
"2014-06-08",28.0154
"2014-06-09",28.3364
"2014-06-10",28.0602
"2014-06-11",27.9012
"2014-06-12",27.0302
"2014-06-13",28.0435
"2014-06-14",28.5897
"2014-06-15",28.4648
"2014-06-16",28.2953
"2014-06-17",28.4616
"2014-06-18",28.2979
"2014-06-19",27.6654
"2014-06-20",28.0735
"2014-06-21",28.2495
"2014-06-22",28.1733
"2014-06-23",28.263
"2014-06-24",27.9894
"2014-06-25",27.7886
"2014-06-26",27.8858
"2014-06-27",27.8043
"2014-06-28",27.3143
"2014-06-29",27.4214
"2014-06-30",26.3163
"2014-07-01",26.7845
"2014-07-02",27.8728
"2014-07-03",27.9555
"2014-07-04",27.7789
"2014-07-05",27.3208
"2014-07-06",27.4509
"2014-07-07",27.5747
"2014-07-08",27.7124
"2014-07-09",27.351
"2014-07-10",26.7853
"2014-07-11",27.5398
"2014-07-12",27.5955
"2014-07-13",27.828
"2014-07-14",27.3231
"2014-07-15",27.4859
"2014-07-16",27.561
"2014-07-17",27.6468
"2014-07-18",27.6965
"2014-07-19",27.4782
"2014-07-20",27.7019
"2014-07-21",27.7855
"2014-07-22",27.4321
"2014-07-23",27.4343
"2014-07-24",27.8532
"2014-07-25",28.0538
"2014-07-26",27.8792
"2014-07-27",27.0026
"2014-07-28",27.4607
"2014-07-29",27.788
"2014-07-30",27.496
"2014-07-31",27.2494
"2014-08-01",26.4375
"2014-08-02",27.0746
"2014-08-03",26.8942
"2014-08-04",27.1391
"2014-08-05",27.086
"2014-08-06",27.3491
"2014-08-07",27.5851
"2014-08-08",26.4849
"2014-08-09",27.204
"2014-08-10",27.1388
"2014-08-11",26.51
"2014-08-12",26.9266
"2014-08-13",27.0469
"2014-08-14",27.0245
"2014-08-15",26.8589
"2014-08-16",26.9437
"2014-08-17",26.0048
"2014-08-18",26.0969
"2014-08-19",26.5218
"2014-08-20",27.0101
"2014-08-21",26.149
"2014-08-22",25.211
"2014-08-23",26.5897
"2014-08-24",27.2935
"2014-08-25",27.5919
"2014-08-26",27.6115
"2014-08-27",27.863
"2014-08-28",27.8669
"2014-08-29",27.3428
"2014-08-30",27.3148
"2014-08-31",27.8181
"2014-09-01",26.9301
"2014-09-02",26.0483
"2014-09-03",25.7388
"2014-09-04",26.4682
"2014-09-05",26.4982
"2014-09-06",27.2868
"2014-09-07",26.7601
"2014-09-08",27.1514
"2014-09-09",27.2762
"2014-09-10",26.7542
"2014-09-11",27.3998
"2014-09-12",27.3509
"2014-09-13",27.1887
"2014-09-14",26.8476
"2014-09-15",27.2418
"2014-09-16",27.773
"2014-09-17",27.2169
"2014-09-18",27.6859
"2014-09-19",27.7382
"2014-09-20",27.6666
"2014-09-21",27.54
"2014-09-22",27.4662
"2014-09-23",27.0428
"2014-09-24",26.6692
"2014-09-25",25.9643
"2014-09-26",25.8928
"2014-09-27",27.0911
"2014-09-28",26.9691
"2014-09-29",27.0535
"2014-09-30",26.2376
"2014-10-01",26.232
"2014-10-02",26.2613
"2014-10-03",27.0076
"2014-10-04",26.9366
"2014-10-05",27.617
"2014-10-06",27.3987
"2014-10-07",26.4448
"2014-10-08",26.6173
"2014-10-09",26.824
"2014-10-10",27.1096
"2014-10-11",28.1747
"2014-10-12",27.3638
"2014-10-13",27.4122
"2014-10-14",27.621
"2014-10-15",26.68
"2014-10-16",26.0467
"2014-10-17",25.6802
"2014-10-18",25.2441
"2014-10-19",26.3303
"2014-10-20",26.5961
"2014-10-21",26.1768
"2014-10-22",26.5973
"2014-10-23",26.316
"2014-10-24",27.0305
"2014-10-25",27.0083
"2014-10-26",26.993
"2014-10-27",26.4443
"2014-10-28",26.7009
"2014-10-29",26.478
"2014-10-30",25.644
"2014-10-31",25.7232
"2014-11-01",26.865
"2014-11-02",25.6408
"2014-11-03",25.6649
"2014-11-04",25.3557
"2014-11-05",26.622
"2014-11-06",27.2889
"2014-11-07",27.1211
"2014-11-08",27.3683
"2014-11-09",27.3268
"2014-11-10",27.2205
"2014-11-11",27
"2014-11-12",26.6511
"2014-11-13",26.7144
"2014-11-14",26.5215
"2014-11-15",27.2079
"2014-11-16",26.5809
"2014-11-17",26.9275
"2014-11-18",26.3229
"2014-11-19",25.947
"2014-11-20",26.3293
"2014-11-21",25.9524
"2014-11-22",25.505
"2014-11-23",25.7473
"2014-11-24",26.103
"2014-11-25",25.0381
"2014-11-26",25.0117
"2014-11-27",25.7779
"2014-11-28",25.9592
"2014-11-29",25.5781
"2014-11-30",25.2575
"2014-12-01",26.0798
"2014-12-02",26.154
"2014-12-03",26.1682
"2014-12-04",26.2878
"2014-12-05",26.4762
"2014-12-06",26.3801
"2014-12-07",26.6254
"2014-12-08",26.0921
"2014-12-09",26.5219
"2014-12-10",25.9149
"2014-12-11",26.4568
"2014-12-12",26.4671
"2014-12-13",26.8751
"2014-12-14",27.6206
"2014-12-15",27.0651
"2014-12-16",26.8366
"2014-12-17",25.8208
"2014-12-18",26.4633
"2014-12-19",26.2749
"2014-12-20",24.0167
"2014-12-21",25.5204
"2014-12-22",24.5672
"2014-12-23",24.8921
"2014-12-24",25.248
"2014-12-25",24.6941
"2014-12-26",24.5388
"2014-12-27",24.9123
"2014-12-28",25.1122
"2014-12-29",26.1752
"2014-12-30",25.929
"2014-12-31",26.6059
"2015-01-01",26.6891
"2015-01-02",26.608
"2015-01-03",26.4714
"2015-01-04",27.2024
"2015-01-05",27.4629
"2015-01-06",26.7231
"2015-01-07",26.4973
"2015-01-08",26.5019
"2015-01-09",26.4766
"2015-01-10",26.067
"2015-01-11",25.865
"2015-01-12",25.708
"2015-01-13",25.7468
"2015-01-14",26.3119
"2015-01-15",26.7928
"2015-01-16",27.2965
"2015-01-17",27.3731
"2015-01-18",27.3615
"2015-01-19",27.0943
"2015-01-20",26.9005
"2015-01-21",26.9119
"2015-01-22",26.7932
"2015-01-23",27.8346
"2015-01-24",27.6615
"2015-01-25",27.2448
"2015-01-26",27.0905
"2015-01-27",27.9237
"2015-01-28",27.7058
"2015-01-29",26.7037
"2015-01-30",27.2079
"2015-01-31",27.2783
"2015-02-01",27.5105
"2015-02-02",27.5247
"2015-02-03",26.234
"2015-02-04",27.305
"2015-02-05",27.3406
"2015-02-06",27.4474
"2015-02-07",27.6634
"2015-02-08",27.7965
"2015-02-09",26.9599
"2015-02-10",26.9536
"2015-02-11",27.0636
"2015-02-12",27.5554
"2015-02-13",26.7938
"2015-02-14",27.5794
"2015-02-15",27.0822
"2015-02-16",26.966
"2015-02-17",26.5098
"2015-02-18",26.6743
"2015-02-19",26.4928
"2015-02-20",27.8484
"2015-02-21",28.4559
"2015-02-22",28.0093
"2015-02-23",27.263
"2015-02-24",27.2735
"2015-02-25",27.5447
"2015-02-26",27.1077
"2015-02-27",26.4858
"2015-02-28",27.4818
"2015-03-01",27.9913
"2015-03-02",27.8068
"2015-03-03",27.9893
"2015-03-04",26.7454
"2015-03-05",28.1908
"2015-03-06",28.9477
"2015-03-07",28.7914
"2015-03-08",28.5744
"2015-03-09",28.6476
"2015-03-10",28.3792
"2015-03-11",28.4749
"2015-03-12",28.3722
"2015-03-13",27.1931
"2015-03-14",26.2841
"2015-03-15",27.3081
"2015-03-16",28.2908
"2015-03-17",28.4673
"2015-03-18",27.951
"2015-03-19",28.3253
"2015-03-20",28.5132
"2015-03-21",28.9268
"2015-03-22",28.6818
"2015-03-23",28.7567
"2015-03-24",28.592
"2015-03-25",28.7574
"2015-03-26",29.1656
"2015-03-27",28.1565
"2015-03-28",28.0222
"2015-03-29",27.7609
"2015-03-30",28.078
"2015-03-31",27.7223
"2015-04-01",27.0174
"2015-04-02",27.6775
"2015-04-03",28.2861
"2015-04-04",28.6736
"2015-04-05",29.3751
"2015-04-06",28.5547
"2015-04-07",27.1666
"2015-04-08",27.1727
"2015-04-09",28.2373
"2015-04-10",27.8046
"2015-04-11",27.9663
"2015-04-12",27.5398
"2015-04-13",26.3071
"2015-04-14",27.7613
"2015-04-15",27.5599
"2015-04-16",28.0309
"2015-04-17",28.109
"2015-04-18",28.5227
"2015-04-19",27.9836
"2015-04-20",26.9811
"2015-04-21",26.2677
"2015-04-22",28.7541
"2015-04-23",28.2393
"2015-04-24",27.8993
"2015-04-25",27.3994
"2015-04-26",27.8845
"2015-04-27",28.0588
"2015-04-28",28.2099
"2015-04-29",27.4141
"2015-04-30",27.599
"2015-05-01",28.171
"2015-05-02",29.0063
"2015-05-03",28.4687
"2015-05-04",27.9067
"2015-05-05",27.7358
"2015-05-06",27.7678
"2015-05-07",28.1211
"2015-05-08",27.8151
"2015-05-09",26.8343
"2015-05-10",27.0964
"2015-05-11",26.7626
"2015-05-12",27.738
"2015-05-13",27.9516
"2015-05-14",27.9852
"2015-05-15",28.584
"2015-05-16",27.5609
"2015-05-17",27.0413
"2015-05-18",27.752
"2015-05-19",27.3086
"2015-05-20",28.8502
"2015-05-21",28.0362
"2015-05-22",28.7283
"2015-05-23",28.0485
"2015-05-24",28.4878
"2015-05-25",28.6892
"2015-05-26",28.4569
"2015-05-27",29.0549
"2015-05-28",28.9987
"2015-05-29",28.7172
"2015-05-30",28.4595
"2015-05-31",27.801
"2015-06-01",27.6272
"2015-06-02",28.4484
"2015-06-03",28.4381
"2015-06-04",27.28
"2015-06-05",27.051
"2015-06-06",28.5116
"2015-06-07",28.7403
"2015-06-08",27.958
"2015-06-09",28.4311
"2015-06-10",28.5656
"2015-06-11",27.5752
"2015-06-12",27.6551
"2015-06-13",28.1523
"2015-06-14",28.5295
"2015-06-15",27.6877
"2015-06-16",27.1282
"2015-06-17",27.4532
"2015-06-18",27.5534
"2015-06-19",27.9347
"2015-06-20",28.4039
"2015-06-21",28.222
"2015-06-22",28.4294
"2015-06-23",28.4856
"2015-06-24",28.3736
"2015-06-25",28.3512
"2015-06-26",27.9152
"2015-06-27",27.2411
"2015-06-28",26.8977
"2015-06-29",26.7658
"2015-06-30",27.4015
"2015-07-01",27.8436
"2015-07-02",28.0377
"2015-07-03",28.2514
"2015-07-04",27.9682
"2015-07-05",28.2917
"2015-07-06",28.211
"2015-07-07",28.2978
"2015-07-08",28.2827
"2015-07-09",28.2281
"2015-07-10",27.8263
"2015-07-11",27.4969
"2015-07-12",28.1603
"2015-07-13",28.285
"2015-07-14",28.0419
"2015-07-15",28.1809
"2015-07-16",27.9628
"2015-07-17",27.4693
"2015-07-18",27.7843
"2015-07-19",27.5974
"2015-07-20",27.5158
"2015-07-21",27.4932
"2015-07-22",27.2403
"2015-07-23",27.2513
"2015-07-24",27.7194
"2015-07-25",27.3237
"2015-07-26",26.9535
"2015-07-27",27.3914
"2015-07-28",27.4838
"2015-07-29",27.8408
"2015-07-30",27.8429
"2015-07-31",27.7234
"2015-08-01",27.8453
"2015-08-02",27.8239
"2015-08-03",27.6689
"2015-08-04",27.3084
"2015-08-05",27.1296
"2015-08-06",28.2708
"2015-08-07",28.1766
"2015-08-08",28.0129
"2015-08-09",27.8946
"2015-08-10",27.8475
"2015-08-11",27.8338
"2015-08-12",27.7936
"2015-08-13",28.1617
"2015-08-14",28.0383
"2015-08-15",27.3922
"2015-08-16",26.5751
"2015-08-17",26.9972
"2015-08-18",27.2554
"2015-08-19",28.1511
"2015-08-20",27.8737
"2015-08-21",28.1139
"2015-08-22",27.9159
"2015-08-23",27.966
"2015-08-24",27.4521
"2015-08-25",27.7494
"2015-08-26",27.6645
"2015-08-27",27.4745
"2015-08-28",26.7068
"2015-08-29",27.6353
"2015-08-30",27.4225
"2015-08-31",27.8397
"2015-09-01",27.9078
"2015-09-02",28.1092
"2015-09-03",26.7555
"2015-09-04",26.7801
"2015-09-05",27.1271
"2015-09-06",27.6756
"2015-09-07",26.239
"2015-09-08",27.1651
"2015-09-09",27.6193
"2015-09-10",26.3334
"2015-09-11",26.3278
"2015-09-12",27.7048
"2015-09-13",27.7047
"2015-09-14",27.5808
"2015-09-15",27.2519
"2015-09-16",27.3178
"2015-09-17",27.551
"2015-09-18",27.7056
"2015-09-19",27.4547
"2015-09-20",27.7483
"2015-09-21",28.0118
"2015-09-22",28.175
"2015-09-23",27.4331
"2015-09-24",26.8652
"2015-09-25",26.692
"2015-09-26",26.2044
"2015-09-27",26.4618
"2015-09-28",26.3437
"2015-09-29",25.8336
"2015-09-30",25.715
"2015-10-01",27.6046
"2015-10-02",27.7642
"2015-10-03",27.8774
"2015-10-04",27.2476
"2015-10-05",26.6658
"2015-10-06",27.5853
"2015-10-07",27.433
"2015-10-08",27.5724
"2015-10-09",26.5638
"2015-10-10",27.3598
"2015-10-11",27.8785
"2015-10-12",27.3277
"2015-10-13",27.0024
"2015-10-14",26.73
"2015-10-15",26.8333
"2015-10-16",27.0666
"2015-10-17",26.8563
"2015-10-18",26.7064
"2015-10-19",26.8607
"2015-10-20",26.9956
"2015-10-21",27.3186
"2015-10-22",27.2643
"2015-10-23",27.1799
"2015-10-24",26.4675
"2015-10-25",25.6121
"2015-10-26",26.1304
"2015-10-27",25.2848
"2015-10-28",26.14
"2015-10-29",26.3263
"2015-10-30",26.6136
"2015-10-31",26.7319
"2015-11-01",26.4858
"2015-11-02",26.1933
"2015-11-03",26.7292
"2015-11-04",26.9273
"2015-11-05",26.9028
"2015-11-06",26.2761
"2015-11-07",26.7117
"2015-11-08",26.3648
"2015-11-09",26.6916
"2015-11-10",27.392
"2015-11-11",26.8466
"2015-11-12",26.9663
"2015-11-13",25.4816
"2015-11-14",25.5899
"2015-11-15",25.5107
"2015-11-16",26.3537
"2015-11-17",27.2305
"2015-11-18",27.7021
"2015-11-19",27.1262
"2015-11-20",27.4557
"2015-11-21",26.7322
"2015-11-22",26.95
"2015-11-23",27.1588
"2015-11-24",27.4251
"2015-11-25",28.015
"2015-11-26",27.5767
"2015-11-27",27.8459
"2015-11-28",26.2624
"2015-11-29",26.2433
"2015-11-30",26.2326
"2015-12-01",26.4904
"2015-12-02",26.4453
"2015-12-03",27.0989
"2015-12-04",26.3869
"2015-12-05",26.5364
"2015-12-06",27.0932
"2015-12-07",26.9475
"2015-12-08",26.0122
"2015-12-09",27.3328
"2015-12-10",26.846
"2015-12-11",26.5522
"2015-12-12",26.8045
"2015-12-13",27.4279
"2015-12-14",26.5793
"2015-12-15",27.6987
"2015-12-16",27.401
"2015-12-17",27.6173
"2015-12-18",26.4851
"2015-12-19",25.891
"2015-12-20",27.8857
"2015-12-21",27.4056
"2015-12-22",27.1651
"2015-12-23",27.2885
"2015-12-24",27.0409
"2015-12-25",27.3075
"2015-12-26",27.5642
"2015-12-27",26.8627
"2015-12-28",27.6562
"2015-12-29",26.9035
"2015-12-30",27.7076
"2015-12-31",27.7306
"2016-01-01",27.3179
"2016-01-02",26.6259
"2016-01-03",27.5427
"2016-01-04",27.9073
"2016-01-05",27.4468
"2016-01-06",27.2827
"2016-01-07",27.5274
"2016-01-08",27.3928
"2016-01-09",27.9644
"2016-01-10",27.6477
"2016-01-11",27.5495
"2016-01-12",27.1697
"2016-01-13",27.1099
"2016-01-14",26.2584
"2016-01-15",26.5546
"2016-01-16",27.0218
"2016-01-17",27.2129
"2016-01-18",27.4412
"2016-01-19",27.9126
"2016-01-20",28.3702
"2016-01-21",28.6826
"2016-01-22",28.6314
"2016-01-23",27.9098
"2016-01-24",27.9332
"2016-01-25",28.4254
"2016-01-26",28.6996
"2016-01-27",27.6253
"2016-01-28",27.3025
"2016-01-29",26.8228
"2016-01-30",27.1812
"2016-01-31",27.5593
"2016-02-01",27.8188
"2016-02-02",27.3131
"2016-02-03",27.5119
"2016-02-04",27.7482
"2016-02-05",28.018
"2016-02-06",29.1185
"2016-02-07",28.4674
"2016-02-08",29.326
"2016-02-09",28.8659
"2016-02-10",28.7792
"2016-02-11",28.5685
"2016-02-12",28.6535
"2016-02-13",28.5733
"2016-02-14",28.8953
"2016-02-15",27.539
"2016-02-16",28.0934
"2016-02-17",28.2889
"2016-02-18",28.6504
"2016-02-19",28.5385
"2016-02-20",28.0006
"2016-02-21",29.3696
"2016-02-22",29.9059
"2016-02-23",28.597
"2016-02-24",29.2779
"2016-02-25",28.5592
"2016-02-26",29.9454
"2016-02-27",29.7494
"2016-02-28",29.9725
"2016-02-29",29.5956
"2016-03-01",29.967
"2016-03-02",30.1437
"2016-03-03",30.2014
"2016-03-04",30.4875
"2016-03-05",30.269
"2016-03-06",29.5993
"2016-03-07",29.687
"2016-03-08",28.7518
"2016-03-09",29.1433
"2016-03-10",29.4306
"2016-03-11",29.4129
"2016-03-12",29.3298
"2016-03-13",29.3872
"2016-03-14",29.469
"2016-03-15",29.1461
"2016-03-16",29.5456
"2016-03-17",29.7069
"2016-03-18",30.0027
"2016-03-19",28.9993
"2016-03-20",29.5297
"2016-03-21",29.1946
"2016-03-22",29.7161
"2016-03-23",29.9544
"2016-03-24",30.1982
"2016-03-25",30.1165
"2016-03-26",30.3512
"2016-03-27",29.7959
"2016-03-28",28.4408
"2016-03-29",28.8673
"2016-03-30",28.2063
"2016-03-31",29.3174
"2016-04-01",28.8046
"2016-04-02",29.818
"2016-04-03",29.7817
"2016-04-04",29.2208
"2016-04-05",28.9972
"2016-04-06",29.1698
"2016-04-07",28.9989
"2016-04-08",30.034
"2016-04-09",29.4005
"2016-04-10",29.116
"2016-04-11",29.839
"2016-04-12",30.1492
"2016-04-13",30.3513
"2016-04-14",29.6432
"2016-04-15",29.9536
"2016-04-16",29.4873
"2016-04-17",29.2094
"2016-04-18",29.9516
"2016-04-19",28.4763
"2016-04-20",28.2697
"2016-04-21",28.8638
"2016-04-22",29.8489
"2016-04-23",29.8117
"2016-04-24",30.157
"2016-04-25",30.3793
"2016-04-26",29.224
"2016-04-27",29.7254
"2016-04-28",29.2509
"2016-04-29",30.0781
"2016-04-30",28.077
"2016-05-01",28.648
"2016-05-02",29.0043
"2016-05-03",29.1794
"2016-05-04",28.8063
"2016-05-05",28.8718
"2016-05-06",28.5875
"2016-05-07",28.6134
"2016-05-08",28.1799
"2016-05-09",27.9009
"2016-05-10",27.3756
"2016-05-11",27.4332
"2016-05-12",27.4406
"2016-05-13",27.5561
"2016-05-14",27.4808
"2016-05-15",25.732
"2016-05-16",27.3041
"2016-05-17",26.7054
"2016-05-18",28.3311
"2016-05-19",27.6304
"2016-05-20",28.0508
"2016-05-21",28.1606
"2016-05-22",28.8076
"2016-05-23",28.8427
"2016-05-24",28.3515
"2016-05-25",28.6554
"2016-05-26",29.0337
"2016-05-27",27.1706
"2016-05-28",27.421
"2016-05-29",28.0616
"2016-05-30",27.6616
"2016-05-31",27.6964
"2016-06-01",28.1604
"2016-06-02",28.2727
"2016-06-03",28.3437
"2016-06-04",28.4559
"2016-06-05",28.2056
"2016-06-06",28.2669
"2016-06-07",27.4991
"2016-06-08",27.0153
"2016-06-09",27.5594
"2016-06-10",27.8101
"2016-06-11",28.171
"2016-06-12",27.3927
"2016-06-13",27.8418
"2016-06-14",28.4781
"2016-06-15",28.5951
"2016-06-16",28.2925
"2016-06-17",27.8404
"2016-06-18",27.3795
"2016-06-19",27.6421
"2016-06-20",27.6034
"2016-06-21",27.3554
"2016-06-22",27.8685
"2016-06-23",27.9788
"2016-06-24",28.0207
"2016-06-25",27.996
"2016-06-26",27.8936
"2016-06-27",27.7472
"2016-06-28",27.3428
"2016-06-29",27.5227
"2016-06-30",28.0076
"2016-07-01",28.0204
"2016-07-02",28.2428
"2016-07-03",28.4808
"2016-07-04",28.14
"2016-07-05",28.1003
"2016-07-06",28.0364
"2016-07-07",28.2046
"2016-07-08",27.9371
"2016-07-09",27.7086
"2016-07-10",27.7304
"2016-07-11",28.0266
"2016-07-12",27.8084
"2016-07-13",27.5863
"2016-07-14",27.563
"2016-07-15",27.1698
"2016-07-16",27.1526
"2016-07-17",26.4885
"2016-07-18",27.3018
"2016-07-19",27.63
"2016-07-20",27.6648
"2016-07-21",27.4488
"2016-07-22",27.5331
"2016-07-23",27.0015
"2016-07-24",26.656
"2016-07-25",26.9338
"2016-07-26",26.6918
"2016-07-27",26.5871
"2016-07-28",27.2835
"2016-07-29",27.0819
"2016-07-30",27.256
"2016-07-31",27.3793
"2016-08-01",27.6703
"2016-08-02",27.8662
"2016-08-03",27.9296
"2016-08-04",27.7058
"2016-08-05",28.089
"2016-08-06",28.1876
"2016-08-07",27.886
"2016-08-08",27.7742
"2016-08-09",27.4509
"2016-08-10",27.9025
"2016-08-11",27.6143
"2016-08-12",27.6608
"2016-08-13",27.5599
"2016-08-14",27.5765
"2016-08-15",27.5487
"2016-08-16",27.448
"2016-08-17",27.5646
"2016-08-18",27.4305
"2016-08-19",27.6606
"2016-08-20",27.4209
"2016-08-21",27.2394
"2016-08-22",26.9856
"2016-08-23",27.0354
"2016-08-24",27.5208
"2016-08-25",27.3085
"2016-08-26",27.2584
"2016-08-27",26.9272
"2016-08-28",27.0965
"2016-08-29",27.0261
"2016-08-30",26.8085
"2016-08-31",26.601
"2016-09-01",27.051
"2016-09-02",26.3203
"2016-09-03",27.064
"2016-09-04",26.831
"2016-09-05",27.3082
"2016-09-06",27.2653
"2016-09-07",27.2808
"2016-09-08",26.6624
"2016-09-09",26.9866
"2016-09-10",27.1071
"2016-09-11",27.1754
"2016-09-12",26.9647
"2016-09-13",27.1182
"2016-09-14",27.3697
"2016-09-15",27.0714
"2016-09-16",27.3125
"2016-09-17",27.2772
"2016-09-18",26.9173
"2016-09-19",27.2098
"2016-09-20",27.3423
"2016-09-21",27.3353
"2016-09-22",27.3306
"2016-09-23",27.2519
"2016-09-24",27.4753
"2016-09-25",27.2713
"2016-09-26",27.4138
"2016-09-27",27.4518
"2016-09-28",27.3162
"2016-09-29",26.9352
"2016-09-30",27.1139
"2016-10-01",27.3222
"2016-10-02",26.9529
"2016-10-03",27.1126
"2016-10-04",27.3618
"2016-10-05",27.6529
"2016-10-06",27.5913
"2016-10-07",27.1312
"2016-10-08",27.5744
"2016-10-09",27.6052
"2016-10-10",27.7772
"2016-10-11",27.7198
"2016-10-12",27.7318
"2016-10-13",28.0019
"2016-10-14",27.0484
"2016-10-15",26.792
"2016-10-16",26.8364
"2016-10-17",27.3128
"2016-10-18",27.6718
"2016-10-19",27.2928
"2016-10-20",27.6303
"2016-10-21",27.1638
"2016-10-22",27.0709
"2016-10-23",26.8897
"2016-10-24",25.6342
"2016-10-25",26.8216
"2016-10-26",26.9427
"2016-10-27",26.8785
"2016-10-28",27.5443
"2016-10-29",27.4104
"2016-10-30",26.7712
"2016-10-31",26.7319
"2016-11-01",26.3777
"2016-11-02",26.3488
"2016-11-03",26.021
"2016-11-04",25.1621
"2016-11-05",26.5068
"2016-11-06",25.9633
"2016-11-07",27.2587
"2016-11-08",26.9286
"2016-11-09",26.796
"2016-11-10",27.576
"2016-11-11",27.5619
