,"(deg C) Mean Temperature (ERA5) at Matale, 2007-01-01 to 2025-12-31"
"2016-05-10",26.5469
"2016-05-11",26.478
"2016-05-12",25.8615
"2016-05-13",26.5036
"2016-05-14",26.0817
"2016-05-15",23.6285
"2016-05-16",24.7045
"2016-05-17",24.9369
"2016-05-18",27.1875
"2016-05-19",26.8454
"2016-05-20",26.8172
"2016-05-21",27.8397
"2016-05-22",28.4235
"2016-05-23",28.2797
"2016-05-24",27.7584
"2016-05-25",27.5077
"2016-05-26",28.2742
"2016-05-27",26.7024
"2016-05-28",26.4457
"2016-05-29",27.0546
"2016-05-30",26.9181
"2016-05-31",26.8567
"2016-06-01",27.1237
"2016-06-02",27.5198
"2016-06-03",27.3639
"2016-06-04",27.3657
"2016-06-05",27.4497
"2016-06-06",27.3512
"2016-06-07",27.2093
"2016-06-08",26.1565
"2016-06-09",26.9923
"2016-06-10",26.9624
"2016-06-11",27.4743
"2016-06-12",26.6923
"2016-06-13",26.8295
"2016-06-14",27.3715
"2016-06-15",27.4433
"2016-06-16",27.0055
"2016-06-17",26.6993
"2016-06-18",25.9383
"2016-06-19",26.4857
"2016-06-20",26.2378
"2016-06-21",26.1727
"2016-06-22",27.0435
"2016-06-23",26.8932
"2016-06-24",27.007
"2016-06-25",27.025
"2016-06-26",27.0662
"2016-06-27",26.9825
"2016-06-28",26.3413
"2016-06-29",26.5516
"2016-06-30",27.3357
"2016-07-01",27.274
"2016-07-02",27.8168
"2016-07-03",28.3381
"2016-07-04",27.7276
"2016-07-05",27.5532
"2016-07-06",27.2763
"2016-07-07",27.7188
"2016-07-08",27.3681
"2016-07-09",26.794
"2016-07-10",26.7804
"2016-07-11",27.3644
"2016-07-12",27.2535
"2016-07-13",27.0998
"2016-07-14",27.097
"2016-07-15",26.5566
"2016-07-16",26.5539
"2016-07-17",26.1748
"2016-07-18",26.7195
"2016-07-19",27.2996
"2016-07-20",27.5257
"2016-07-21",27.0372
"2016-07-22",26.8887
"2016-07-23",26.2885
"2016-07-24",25.8567
"2016-07-25",26.1744
"2016-07-26",26.1089
"2016-07-27",26.2695
"2016-07-28",26.9096
"2016-07-29",26.8402
"2016-07-30",26.2919
"2016-07-31",26.7785
"2016-08-01",26.875
"2016-08-02",27.3792
"2016-08-03",27.2519
"2016-08-04",27.1746
"2016-08-05",27.792
"2016-08-06",28.0048
"2016-08-07",27.5418
"2016-08-08",27.7659
"2016-08-09",26.964
"2016-08-10",27.5651
"2016-08-11",27.2732
"2016-08-12",27.3106
"2016-08-13",27.1502
"2016-08-14",26.9014
"2016-08-15",26.899
"2016-08-16",26.8083
"2016-08-17",26.9425
"2016-08-18",27.0029
"2016-08-19",27.5377
"2016-08-20",27.3579
"2016-08-21",27.1664
"2016-08-22",26.6228
"2016-08-23",26.2379
"2016-08-24",27.16
"2016-08-25",26.7279
"2016-08-26",26.771
"2016-08-27",25.9165
"2016-08-28",26.8346
"2016-08-29",26.8265
"2016-08-30",26.4658
"2016-08-31",26.1623
"2016-09-01",26.843
"2016-09-02",25.6982
"2016-09-03",26.6446
"2016-09-04",26.4903
"2016-09-05",27.2055
"2016-09-06",26.9701
"2016-09-07",27.0074
"2016-09-08",26.2187
"2016-09-09",26.7
"2016-09-10",26.8752
"2016-09-11",27.015
"2016-09-12",26.8614
"2016-09-13",27.1987
"2016-09-14",27.4123
"2016-09-15",26.9192
"2016-09-16",27.101
"2016-09-17",27.3309
"2016-09-18",26.4239
"2016-09-19",27.3199
"2016-09-20",27.2358
"2016-09-21",27.1427
"2016-09-22",27.3483
"2016-09-23",27.0534
"2016-09-24",27.4325
"2016-09-25",27.2155
"2016-09-26",27.4579
"2016-09-27",27.5889
"2016-09-28",27.3109
"2016-09-29",26.9526
"2016-09-30",26.6185
"2016-10-01",27.3008
"2016-10-02",27.1378
"2016-10-03",27.4418
"2016-10-04",27.2502
"2016-10-05",27.7099
"2016-10-06",27.8107
"2016-10-07",27.2601
"2016-10-08",27.4925
"2016-10-09",27.4658
"2016-10-10",27.6622
"2016-10-11",27.5721
"2016-10-12",27.7752
"2016-10-13",28.3326
"2016-10-14",26.9883
"2016-10-15",26.7678
"2016-10-16",26.6947
"2016-10-17",27.6639
"2016-10-18",27.421
"2016-10-19",26.737
"2016-10-20",27.0319
"2016-10-21",26.5078
"2016-10-22",26.2109
"2016-10-23",26.8461
"2016-10-24",25.2691
"2016-10-25",25.9533
"2016-10-26",25.8899
"2016-10-27",26.2807
"2016-10-28",27.0517
"2016-10-29",27.1635
"2016-10-30",27.0145
"2016-10-31",25.8084
"2016-11-01",25.3204
"2016-11-02",25.1325
"2016-11-03",24.8242
"2016-11-04",23.5543
"2016-11-05",25.4644
"2016-11-06",24.6441
"2016-11-07",25.8038
"2016-11-08",25.9281
"2016-11-09",25.4893
"2016-11-10",25.9192
"2016-11-11",26.6716
"2016-11-12",26.269
"2016-11-13",26.0966
"2016-11-14",25.8794
"2016-11-15",26.1876
"2016-11-16",25.1798
"2016-11-17",24.0745
"2016-11-18",24.519
"2016-11-19",24.8175
"2016-11-20",24.8337
"2016-11-21",24.8206
"2016-11-22",25.5651
"2016-11-23",25.4578
"2016-11-24",25.197
"2016-11-25",25.9497
"2016-11-26",25.612
"2016-11-27",24.7815
"2016-11-28",24.1766
"2016-11-29",24.4676
"2016-11-30",22.4396
"2016-12-01",22.9782
"2016-12-02",24.9607
"2016-12-03",26.1835
"2016-12-04",25.9237
"2016-12-05",26.0005
"2016-12-06",24.8816
"2016-12-07",25.6135
"2016-12-08",25.5093
"2016-12-09",25.0399
"2016-12-10",25.0777
"2016-12-11",25.7726
"2016-12-12",25.9863
"2016-12-13",25.7826
"2016-12-14",25.5761
"2016-12-15",25.9179
"2016-12-16",25.8625
"2016-12-17",24.5896
"2016-12-18",24.8692
"2016-12-19",23.6862
"2016-12-20",25.9533
"2016-12-21",26.0103
"2016-12-22",25.3184
"2016-12-23",23.1831
"2016-12-24",22.0925
"2016-12-25",23.4125
"2016-12-26",25.3748
"2016-12-27",24.7248
"2016-12-28",24.9137
"2016-12-29",24.8094
"2016-12-30",24.5849
"2016-12-31",24.9118
"2017-01-01",24.7719
"2017-01-02",24.6041
"2017-01-03",25.0095
"2017-01-04",23.8023
"2017-01-05",23.356
"2017-01-06",23.3665
"2017-01-07",22.8399
"2017-01-08",22.6298
"2017-01-09",23.4192
"2017-01-10",23.7333
"2017-01-11",23.4033
"2017-01-12",23.8555
"2017-01-13",23.4083
"2017-01-14",24.0456
"2017-01-15",24.4193
"2017-01-16",23.9916
"2017-01-17",23.5567
"2017-01-18",23.6831
"2017-01-19",24.4831
"2017-01-20",23.6697
"2017-01-21",25.3499
"2017-01-22",24.1766
"2017-01-23",23.2698
"2017-01-24",23.0832
"2017-01-25",24.4365
"2017-01-26",25.0583
"2017-01-27",24.02
"2017-01-28",25.0357
"2017-01-29",25.6875
"2017-01-30",25.1256
"2017-01-31",24.3437
"2017-02-01",24.1552
"2017-02-02",23.7386
"2017-02-03",23.4927
"2017-02-04",23.0542
"2017-02-05",23.8639
"2017-02-06",23.9934
"2017-02-07",23.7792
"2017-02-08",23.1655
"2017-02-09",23.4364
"2017-02-10",24.7143
"2017-02-11",24.6779
"2017-02-12",24.5084
"2017-02-13",25.2628
"2017-02-14",24.8759
"2017-02-15",24.9627
"2017-02-16",25.3765
"2017-02-17",25.3112
"2017-02-18",24.9967
"2017-02-19",24.4035
"2017-02-20",25.9947
"2017-02-21",26.1237
"2017-02-22",25.861
"2017-02-23",26.7381
"2017-02-24",26.6929
"2017-02-25",25.9007
"2017-02-26",25.2691
"2017-02-27",24.9138
"2017-02-28",24.9088
"2017-03-01",23.9569
"2017-03-02",25.1151
"2017-03-03",25.7558
"2017-03-04",25.791
"2017-03-05",27.7443
"2017-03-06",27.7606
"2017-03-07",26.5746
"2017-03-08",26.9401
"2017-03-09",26.7707
"2017-03-10",25.3567
"2017-03-11",25.3226
"2017-03-12",25.9722
"2017-03-13",25.6475
"2017-03-14",26.0886
"2017-03-15",25.678
"2017-03-16",26.0136
"2017-03-17",26.1638
"2017-03-18",26.8994
"2017-03-19",27.4113
"2017-03-20",27.4323
"2017-03-21",27.5434
"2017-03-22",26.4177
"2017-03-23",26.7497
"2017-03-24",26.806
"2017-03-25",26.9669
"2017-03-26",26.9277
"2017-03-27",26.8566
"2017-03-28",27.0841
"2017-03-29",26.5116
"2017-03-30",27.2408
"2017-03-31",28.0705
"2017-04-01",28.5696
"2017-04-02",27.6577
"2017-04-03",27.3213
"2017-04-04",27.2014
"2017-04-05",28.4769
"2017-04-06",29.2979
"2017-04-07",29.3531
"2017-04-08",29.2731
"2017-04-09",28.5626
"2017-04-10",28.5568
"2017-04-11",26.9358
"2017-04-12",27.0222
"2017-04-13",26.3273
"2017-04-14",27.3907
"2017-04-15",28.4524
"2017-04-16",28.4625
"2017-04-17",28.6488
"2017-04-18",28.3004
"2017-04-19",28.3228
"2017-04-20",28.4264
"2017-04-21",28.4575
"2017-04-22",28.4264
"2017-04-23",28.6334
"2017-04-24",28.4915
"2017-04-25",28.5313
"2017-04-26",28.8346
"2017-04-27",28.6632
"2017-04-28",29.3155
"2017-04-29",29.0745
"2017-04-30",29.4821
"2017-05-01",28.3559
"2017-05-02",28.0801
"2017-05-03",28.2971
"2017-05-04",28.616
"2017-05-05",28.7253
"2017-05-06",27.1019
"2017-05-07",26.2996
"2017-05-08",26.9284
"2017-05-09",27.4661
"2017-05-10",27.9551
"2017-05-11",27.7211
"2017-05-12",27.6565
"2017-05-13",28.1496
"2017-05-14",27.9069
"2017-05-15",28.0474
"2017-05-16",28.3935
"2017-05-17",28.5874
"2017-05-18",27.11
"2017-05-19",27.77
"2017-05-20",28.0131
"2017-05-21",27.5653
"2017-05-22",27.5316
"2017-05-23",27.2847
"2017-05-24",26.1282
"2017-05-25",26.7054
"2017-05-26",26.4297
"2017-05-27",27.378
"2017-05-28",27.1798
"2017-05-29",26.6085
"2017-05-30",25.8273
"2017-05-31",26.4812
"2017-06-01",26.408
"2017-06-02",26.6022
"2017-06-03",26.6352
"2017-06-04",27.4596
"2017-06-05",27.1071
"2017-06-06",27.1653
"2017-06-07",26.5474
"2017-06-08",27.7037
"2017-06-09",27.4894
"2017-06-10",26.7263
"2017-06-11",26.7066
"2017-06-12",27.4474
"2017-06-13",27.6899
"2017-06-14",27.1304
"2017-06-15",27.148
"2017-06-16",27.1225
"2017-06-17",27.9314
"2017-06-18",27.5624
"2017-06-19",27.3994
"2017-06-20",27.3556
"2017-06-21",27.5333
"2017-06-22",27.672
"2017-06-23",26.7781
"2017-06-24",26.1932
"2017-06-25",26.1638
"2017-06-26",25.978
"2017-06-27",25.4718
"2017-06-28",26.7336
"2017-06-29",27.7208
"2017-06-30",27.9451
"2017-07-01",27.2782
"2017-07-02",27.4834
"2017-07-03",27.6735
"2017-07-04",28.4033
"2017-07-05",28.0364
"2017-07-06",27.511
"2017-07-07",27.2689
"2017-07-08",27.0037
"2017-07-09",26.1195
"2017-07-10",26.3892
"2017-07-11",27.1853
"2017-07-12",27.8343
"2017-07-13",27.4468
"2017-07-14",27.5139
"2017-07-15",27.4912
"2017-07-16",27.535
"2017-07-17",27.713
"2017-07-18",27.2535
"2017-07-19",27.0438
"2017-07-20",28.2846
"2017-07-21",28.1682
"2017-07-22",28.6145
"2017-07-23",28.3617
"2017-07-24",28.5355
"2017-07-25",29.3473
"2017-07-26",28.779
"2017-07-27",27.8354
"2017-07-28",27.7411
"2017-07-29",27.1827
"2017-07-30",26.8648
"2017-07-31",26.8623
"2017-08-01",26.8943
"2017-08-02",27.1772
"2017-08-03",27.3264
"2017-08-04",27.4682
"2017-08-05",27.4312
"2017-08-06",26.7912
"2017-08-07",27.0519
"2017-08-08",27.0034
"2017-08-09",27.2442
"2017-08-10",27.3739
"2017-08-11",26.9511
"2017-08-12",27.3926
"2017-08-13",27.521
"2017-08-14",26.6147
"2017-08-15",27.475
"2017-08-16",27.0337
"2017-08-17",27.1357
"2017-08-18",25.7636
"2017-08-19",26.6623
"2017-08-20",26.6409
"2017-08-21",27.3486
"2017-08-22",26.7896
"2017-08-23",27.1903
"2017-08-24",27.3681
"2017-08-25",27.7938
"2017-08-26",27.6598
"2017-08-27",27.1011
"2017-08-28",26.4285
"2017-08-29",26.7011
"2017-08-30",27.8302
"2017-08-31",27.8672
"2017-09-01",25.8208
"2017-09-02",26.0578
"2017-09-03",26.0183
"2017-09-04",26.68
"2017-09-05",25.5418
"2017-09-06",25.8048
"2017-09-07",25.1153
"2017-09-08",25.4069
"2017-09-09",25.4254
"2017-09-10",26.3935
"2017-09-11",26.9957
"2017-09-12",26.6219
"2017-09-13",24.7611
"2017-09-14",25.721
"2017-09-15",27.2449
"2017-09-16",26.7875
"2017-09-17",25.8476
"2017-09-18",26.8036
"2017-09-19",27.2823
"2017-09-20",26.6923
"2017-09-21",26.2718
"2017-09-22",27.0469
"2017-09-23",27.3195
"2017-09-24",26.6937
"2017-09-25",25.6692
"2017-09-26",25.7608
"2017-09-27",25.1559
"2017-09-28",25.529
"2017-09-29",26.9342
"2017-09-30",26.8614
"2017-10-01",26.4283
"2017-10-02",27.2172
"2017-10-03",26.7281
"2017-10-04",26.6729
"2017-10-05",26.6133
"2017-10-06",26.0405
"2017-10-07",26.5459
"2017-10-08",26.8
"2017-10-09",26.7157
"2017-10-10",27.0521
"2017-10-11",25.3976
"2017-10-12",25.4189
"2017-10-13",25.9055
"2017-10-14",24.5458
"2017-10-15",25.7013
"2017-10-16",26.7759
"2017-10-17",26.21
"2017-10-18",26.3401
"2017-10-19",26.0325
"2017-10-20",26.0672
"2017-10-21",27.0241
"2017-10-22",26.7086
"2017-10-23",26.6859
"2017-10-24",25.5015
"2017-10-25",25.9445
"2017-10-26",25.6704
"2017-10-27",25.4428
"2017-10-28",25.7399
"2017-10-29",25.5149
"2017-10-30",25.526
"2017-10-31",24.5673
"2017-11-01",25.3848
"2017-11-02",24.4163
"2017-11-03",24.8066
"2017-11-04",25.1997
"2017-11-05",24.89
"2017-11-06",25.0635
"2017-11-07",24.8379
"2017-11-08",24.2688
"2017-11-09",25.0736
"2017-11-10",24.5641
"2017-11-11",24.8997
"2017-11-12",25.8853
"2017-11-13",25.8828
"2017-11-14",25.6985
"2017-11-15",25.5184
"2017-11-16",25.7043
"2017-11-17",26.5562
"2017-11-18",26.6316
"2017-11-19",25.4984
"2017-11-20",25.3171
"2017-11-21",25.8762
"2017-11-22",25.4607
"2017-11-23",25.7903
"2017-11-24",25.5622
"2017-11-25",23.6617
"2017-11-26",23.9398
"2017-11-27",23.9311
"2017-11-28",24.5519
"2017-11-29",24.3328
"2017-11-30",24.498
"2017-12-01",24.1279
"2017-12-02",24.1391
"2017-12-03",24.5141
"2017-12-04",24.7575
"2017-12-05",25.2031
"2017-12-06",25.1891
"2017-12-07",25.2684
"2017-12-08",24.5759
"2017-12-09",25.1447
"2017-12-10",25.9492
"2017-12-11",26.1218
"2017-12-12",25.7349
"2017-12-13",25.7067
"2017-12-14",25.0498
"2017-12-15",25.3722
"2017-12-16",25.6508
"2017-12-17",24.9476
"2017-12-18",24.5212
"2017-12-19",24.3856
"2017-12-20",23.1681
"2017-12-21",23.8124
"2017-12-22",24.3021
"2017-12-23",24.2495
"2017-12-24",24.5154
"2017-12-25",25.036
"2017-12-26",24.5058
"2017-12-27",24.2777
"2017-12-28",23.4427
"2017-12-29",23.6238
"2017-12-30",24.4105
"2017-12-31",24.5156
"2018-01-01",25.0052
"2018-01-02",25.232
"2018-01-03",24.1739
"2018-01-04",23.6435
"2018-01-05",22.6501
"2018-01-06",22.2249
"2018-01-07",21.8697
"2018-01-08",22.8303
"2018-01-09",23.7541
"2018-01-10",25.0315
"2018-01-11",24.693
"2018-01-12",24.8667
"2018-01-13",25.1386
"2018-01-14",24.7944
"2018-01-15",24.1394
"2018-01-16",23.7058
"2018-01-17",22.5503
"2018-01-18",22.9002
"2018-01-19",22.7749
"2018-01-20",23.101
"2018-01-21",23.6561
"2018-01-22",24.4539
"2018-01-23",24.2721
"2018-01-24",23.8846
"2018-01-25",23.4803
"2018-01-26",24.0387
"2018-01-27",24.2809
"2018-01-28",23.8278
"2018-01-29",24.3781
"2018-01-30",24.2675
"2018-01-31",23.4664
"2018-02-01",24.3648
"2018-02-02",24.2042
"2018-02-03",24.5537
"2018-02-04",24.7819
"2018-02-05",25.5118
"2018-02-06",26.0151
"2018-02-07",26.0864
"2018-02-08",25.6341
"2018-02-09",26.2452
"2018-02-10",25.8508
"2018-02-11",26.2078
"2018-02-12",25.5463
"2018-02-13",25.5109
"2018-02-14",25.1426
"2018-02-15",25.6492
"2018-02-16",25.324
"2018-02-17",24.3534
"2018-02-18",24.042
"2018-02-19",23.3247
"2018-02-20",23.651
"2018-02-21",24.7448
"2018-02-22",25.3316
"2018-02-23",26.0182
"2018-02-24",26.2034
"2018-02-25",25.2529
"2018-02-26",25.1493
"2018-02-27",24.6234
"2018-02-28",25.1329
"2018-03-01",26.6498
"2018-03-02",26.5059
"2018-03-03",26.3261
"2018-03-04",27.1864
"2018-03-05",27.1143
"2018-03-06",26.1423
"2018-03-07",26.4784
"2018-03-08",27.1583
"2018-03-09",25.6626
"2018-03-10",25.3408
"2018-03-11",25.6334
"2018-03-12",23.6049
"2018-03-13",26.0273
"2018-03-14",26.7256
"2018-03-15",27.069
"2018-03-16",27.4036
"2018-03-17",27.2477
"2018-03-18",27.5284
"2018-03-19",27.3102
"2018-03-20",27.7029
"2018-03-21",27.9604
"2018-03-22",28.2711
"2018-03-23",28.4548
"2018-03-24",27.807
"2018-03-25",27.7869
"2018-03-26",26.4641
"2018-03-27",27.5896
"2018-03-28",27.1555
"2018-03-29",27.1974
"2018-03-30",28.7651
"2018-03-31",28.3003
"2018-04-01",27.5611
"2018-04-02",27.0847
"2018-04-03",27.8701
"2018-04-04",28.3914
"2018-04-05",28.5482
"2018-04-06",27.062
"2018-04-07",25.4951
"2018-04-08",26.8093
"2018-04-09",26.3217
"2018-04-10",27.0659
"2018-04-11",26.7909
"2018-04-12",26.228
"2018-04-13",25.4026
"2018-04-14",26.1812
"2018-04-15",26.7663
"2018-04-16",27.4546
"2018-04-17",27.4828
"2018-04-18",26.2874
"2018-04-19",27.3339
"2018-04-20",27.7545
"2018-04-21",28.1193
"2018-04-22",27.6394
"2018-04-23",28.2632
"2018-04-24",27.1826
"2018-04-25",27.1088
"2018-04-26",26.5019
"2018-04-27",26.9068
"2018-04-28",26.1678
"2018-04-29",27.0608
"2018-04-30",28.071
"2018-05-01",28.4528
"2018-05-02",27.6527
"2018-05-03",27.1462
"2018-05-04",27.2914
"2018-05-05",26.6469
"2018-05-06",26.7052
"2018-05-07",26.5703
"2018-05-08",26.4915
"2018-05-09",26.3416
"2018-05-10",26.2177
"2018-05-11",27.036
"2018-05-12",26.4727
"2018-05-13",26.8837
"2018-05-14",26.2115
"2018-05-15",26.5993
"2018-05-16",26.2089
"2018-05-17",25.9436
"2018-05-18",25.1332
"2018-05-19",26.3175
"2018-05-20",25.5192
"2018-05-21",24.1707
"2018-05-22",26.5813
"2018-05-23",24.8346
"2018-05-24",25.2902
"2018-05-25",24.51
"2018-05-26",26.253
"2018-05-27",26.2661
"2018-05-28",26.7166
"2018-05-29",27.5426
"2018-05-30",27.7007
"2018-05-31",27.4009
"2018-06-01",26.8651
"2018-06-02",26.375
"2018-06-03",26.3894
"2018-06-04",26.907
"2018-06-05",27.4246
"2018-06-06",26.7557
"2018-06-07",25.9143
"2018-06-08",26.978
"2018-06-09",26.5727
"2018-06-10",26.9382
"2018-06-11",27.039
"2018-06-12",27.1553
"2018-06-13",26.4293
"2018-06-14",26.6566
"2018-06-15",26.7819
"2018-06-16",25.6956
"2018-06-17",26.5709
"2018-06-18",26.2997
"2018-06-19",26.512
"2018-06-20",26.1699
"2018-06-21",25.977
"2018-06-22",26.2973
"2018-06-23",26.5171
"2018-06-24",26.4543
"2018-06-25",26.1843
"2018-06-26",26.563
"2018-06-27",26.4787
"2018-06-28",26.8078
"2018-06-29",26.4166
"2018-06-30",26.6231
"2018-07-01",26.5756
"2018-07-02",26.2852
"2018-07-03",26.9213
"2018-07-04",27.2875
"2018-07-05",27.2928
"2018-07-06",27.0207
"2018-07-07",27.0698
"2018-07-08",26.8841
"2018-07-09",26.1437
"2018-07-10",25.6276
"2018-07-11",25.169
"2018-07-12",26.2613
"2018-07-13",26.6487
"2018-07-14",26.741
"2018-07-15",26.0143
"2018-07-16",25.7872
"2018-07-17",26.9484
"2018-07-18",26.96
"2018-07-19",26.1829
"2018-07-20",26.6423
"2018-07-21",26.8109
"2018-07-22",27.0294
"2018-07-23",27.3544
"2018-07-24",26.573
"2018-07-25",26.6489
"2018-07-26",26.7854
"2018-07-27",26.7248
"2018-07-28",26.6769
"2018-07-29",26.5521
"2018-07-30",26.5232
"2018-07-31",26.0651
"2018-08-01",26.3464
"2018-08-02",26.5799
"2018-08-03",26.8704
"2018-08-04",26.6946
"2018-08-05",26.4543
"2018-08-06",26.4392
"2018-08-07",26.0521
"2018-08-08",24.808
"2018-08-09",25.7566
"2018-08-10",26.3349
"2018-08-11",26.4833
"2018-08-12",26.1436
"2018-08-13",26.4427
"2018-08-14",25.794
"2018-08-15",24.8368
"2018-08-16",25.2888
"2018-08-17",26.1008
"2018-08-18",25.8486
"2018-08-19",25.6656
"2018-08-20",26.119
"2018-08-21",26.3074
"2018-08-22",26.6128
"2018-08-23",27.3095
"2018-08-24",26.2971
"2018-08-25",26.7583
"2018-08-26",26.5347
"2018-08-27",26.5839
"2018-08-28",27.1498
"2018-08-29",26.5332
"2018-08-30",26.5075
"2018-08-31",26.5076
"2018-09-01",26.3493
"2018-09-02",26.744
"2018-09-03",26.7301
"2018-09-04",26.7407
"2018-09-05",26.5764
"2018-09-06",26.9171
"2018-09-07",26.8832
"2018-09-08",27.1021
"2018-09-09",27.4581
"2018-09-10",26.8597
"2018-09-11",27.5986
"2018-09-12",27.9535
"2018-09-13",27.247
"2018-09-14",27.6537
"2018-09-15",27.1102
"2018-09-16",26.9732
"2018-09-17",26.8982
"2018-09-18",27.0857
"2018-09-19",26.2891
"2018-09-20",26.5221
"2018-09-21",25.8077
"2018-09-22",27.1864
"2018-09-23",27.055
"2018-09-24",25.4112
"2018-09-25",26.2163
"2018-09-26",26.3851
"2018-09-27",26.0768
"2018-09-28",25.6041
"2018-09-29",25.4591
"2018-09-30",26.6151
"2018-10-01",26.1091
"2018-10-02",25.4099
"2018-10-03",25.0841
"2018-10-04",25.602
"2018-10-05",25.8254
"2018-10-06",25.5854
"2018-10-07",25.4256
"2018-10-08",24.3697
"2018-10-09",24.4923
"2018-10-10",26.2582
"2018-10-11",26.2421
"2018-10-12",25.9881
"2018-10-13",25.2507
"2018-10-14",26.0385
"2018-10-15",26.0934
"2018-10-16",24.8003
"2018-10-17",24.7436
"2018-10-18",25.6946
"2018-10-19",25.8136
"2018-10-20",24.6909
"2018-10-21",24.9282
"2018-10-22",25.1278
"2018-10-23",24.8887
"2018-10-24",25.2222
"2018-10-25",24.6269
"2018-10-26",24.1416
"2018-10-27",24.4964
"2018-10-28",24.4886
"2018-10-29",25.5315
"2018-10-30",25.8012
"2018-10-31",24.9907
"2018-11-01",23.6341
"2018-11-02",25.3466
"2018-11-03",25.4434
"2018-11-04",26.2478
"2018-11-05",23.6969
"2018-11-06",22.2414
"2018-11-07",24.2766
"2018-11-08",24.4188
"2018-11-09",24.5967
"2018-11-10",25.2092
"2018-11-11",25.5062
"2018-11-12",24.9789
"2018-11-13",25.3203
"2018-11-14",25.7913
"2018-11-15",26.0215
"2018-11-16",25.8124
"2018-11-17",25.0403
"2018-11-18",25.431
"2018-11-19",24.9821
"2018-11-20",24.4242
"2018-11-21",25.0803
"2018-11-22",26.1601
"2018-11-23",25.6291
"2018-11-24",25.3105
"2018-11-25",25.4394
"2018-11-26",25.3167
"2018-11-27",25.0856
"2018-11-28",24.8814
"2018-11-29",25.207
"2018-11-30",25.3796
"2018-12-01",25.2446
"2018-12-02",25.5565
"2018-12-03",24.4509
"2018-12-04",26.1292
"2018-12-05",24.7789
"2018-12-06",24.5397
"2018-12-07",25.1418
"2018-12-08",25.2186
"2018-12-09",24.9184
"2018-12-10",24.5876
"2018-12-11",23.5562
"2018-12-12",24.1248
"2018-12-13",23.6665
"2018-12-14",24.2299
"2018-12-15",24.788
"2018-12-16",23.944
"2018-12-17",24.809
"2018-12-18",24.7695
"2018-12-19",24.7027
"2018-12-20",25.0017
"2018-12-21",23.5906
"2018-12-22",24.9677
"2018-12-23",25.3944
"2018-12-24",24.6014
"2018-12-25",25.3134
"2018-12-26",25.1938
"2018-12-27",25.1421
"2018-12-28",25.1643
"2018-12-29",24.8294
"2018-12-30",24.6093
"2018-12-31",23.968
"2019-01-01",23.8036
"2019-01-02",23.2462
"2019-01-03",23.6125
"2019-01-04",23.6666
"2019-01-05",24.0596
"2019-01-06",23.7201
"2019-01-07",24.4934
"2019-01-08",24.6361
"2019-01-09",24.7811
"2019-01-10",24.6382
"2019-01-11",24.5207
"2019-01-12",24.3967
"2019-01-13",24.3139
"2019-01-14",23.9614
"2019-01-15",24.8307
"2019-01-16",24.1809
"2019-01-17",23.3089
"2019-01-18",22.5195
"2019-01-19",22.7429
"2019-01-20",23.4872
"2019-01-21",24.2466
"2019-01-22",24.4539
"2019-01-23",24.5795
"2019-01-24",25.368
"2019-01-25",25.8544
"2019-01-26",26.0114
"2019-01-27",25.6726
"2019-01-28",24.616
"2019-01-29",24.7046
"2019-01-30",24.9992
"2019-01-31",25.0718
"2019-02-01",25.0932
"2019-02-02",25.0889
"2019-02-03",25.4034
"2019-02-04",24.5267
"2019-02-05",24.519
"2019-02-06",25.0218
"2019-02-07",26.5518
"2019-02-08",25.8524
"2019-02-09",25.1048
"2019-02-10",25.8685
"2019-02-11",25.9727
"2019-02-12",25.489
"2019-02-13",25.8996
"2019-02-14",25.538
"2019-02-15",26.0861
"2019-02-16",25.7358
"2019-02-17",26.6332
"2019-02-18",27.298
"2019-02-19",26.9971
"2019-02-20",26.1406
"2019-02-21",25.8446
"2019-02-22",25.9755
"2019-02-23",25.0232
"2019-02-24",25.8061
"2019-02-25",26.9817
"2019-02-26",27.183
"2019-02-27",26.21
"2019-02-28",26.2971
"2019-03-01",26.8286
"2019-03-02",27.037
"2019-03-03",27.1883
"2019-03-04",27.3004
"2019-03-05",27.7436
"2019-03-06",27.965
"2019-03-07",28.2045
"2019-03-08",28.1525
"2019-03-09",27.5877
"2019-03-10",27.3092
"2019-03-11",26.9964
"2019-03-12",26.5242
"2019-03-13",27.0419
"2019-03-14",27.3812
"2019-03-15",27.3746
"2019-03-16",27.8133
"2019-03-17",26.714
"2019-03-18",26.8703
"2019-03-19",27.6995
"2019-03-20",28.1237
"2019-03-21",26.7192
"2019-03-22",27.811
"2019-03-23",27.2477
"2019-03-24",27.7165
"2019-03-25",27.1667
"2019-03-26",27.0055
"2019-03-27",28.047
"2019-03-28",27.7771
"2019-03-29",28.2684
"2019-03-30",28.5255
"2019-03-31",28.9031
"2019-04-01",29.0598
"2019-04-02",29.1935
"2019-04-03",28.7711
"2019-04-04",28.6467
"2019-04-05",29.0014
"2019-04-06",29.0966
"2019-04-07",29.2413
"2019-04-08",28.8972
"2019-04-09",28.3437
"2019-04-10",29.1108
"2019-04-11",28.5418
"2019-04-12",30.0275
"2019-04-13",29.4515
"2019-04-14",29.733
"2019-04-15",28.8167
"2019-04-16",27.1788
"2019-04-17",26.3289
"2019-04-18",26.9336
"2019-04-19",26.941
"2019-04-20",26.3533
"2019-04-21",27.3534
"2019-04-22",27.5282
"2019-04-23",27.1552
"2019-04-24",28.6449
"2019-04-25",26.7877
