,"(deg C) Mean Temperature (ERA5) at Ampara, 2007-01-01 to 2025-12-31"
"2017-05-04",28.6615
"2017-05-05",28.9318
"2017-05-06",27.3355
"2017-05-07",28.0229
"2017-05-08",28.0081
"2017-05-09",28.465
"2017-05-10",28.4827
"2017-05-11",28.1357
"2017-05-12",28.3208
"2017-05-13",29.1057
"2017-05-14",29.2379
"2017-05-15",30.3603
"2017-05-16",30.5551
"2017-05-17",31.1401
"2017-05-18",30.2441
"2017-05-19",29.775
"2017-05-20",30.7938
"2017-05-21",29.7777
"2017-05-22",29.8896
"2017-05-23",29.0863
"2017-05-24",28.3113
"2017-05-25",29.0997
"2017-05-26",29.3602
"2017-05-27",30.4145
"2017-05-28",30.3563
"2017-05-29",29.9961
"2017-05-30",29.1276
"2017-05-31",29.7192
"2017-06-01",29.0358
"2017-06-02",29.3314
"2017-06-03",29.5514
"2017-06-04",30.2914
"2017-06-05",29.9621
"2017-06-06",30.0685
"2017-06-07",29.1094
"2017-06-08",29.9823
"2017-06-09",30.1171
"2017-06-10",29.8306
"2017-06-11",29.6836
"2017-06-12",29.9524
"2017-06-13",30.2231
"2017-06-14",29.1389
"2017-06-15",28.9396
"2017-06-16",29.1657
"2017-06-17",29.9808
"2017-06-18",29.5536
"2017-06-19",29.578
"2017-06-20",29.3414
"2017-06-21",29.5747
"2017-06-22",29.968
"2017-06-23",29.4633
"2017-06-24",29.2231
"2017-06-25",29.4168
"2017-06-26",29.124
"2017-06-27",29.0668
"2017-06-28",29.2574
"2017-06-29",29.9855
"2017-06-30",30.3047
"2017-07-01",29.9488
"2017-07-02",29.7281
"2017-07-03",30.0454
"2017-07-04",30.5312
"2017-07-05",30.4729
"2017-07-06",29.893
"2017-07-07",29.7328
"2017-07-08",29.6173
"2017-07-09",28.6766
"2017-07-10",28.8076
"2017-07-11",29.5715
"2017-07-12",29.1421
"2017-07-13",29.6998
"2017-07-14",29.5288
"2017-07-15",29.8912
"2017-07-16",30.1626
"2017-07-17",30.2739
"2017-07-18",29.7171
"2017-07-19",29.7444
"2017-07-20",30.2138
"2017-07-21",30.6023
"2017-07-22",30.7716
"2017-07-23",31.1998
"2017-07-24",30.7962
"2017-07-25",30.8631
"2017-07-26",31.3526
"2017-07-27",30.3937
"2017-07-28",30.1949
"2017-07-29",28.8458
"2017-07-30",29.1957
"2017-07-31",28.7479
"2017-08-01",29.339
"2017-08-02",29.3781
"2017-08-03",29.4954
"2017-08-04",29.7714
"2017-08-05",29.9561
"2017-08-06",29.4589
"2017-08-07",29.2899
"2017-08-08",28.5519
"2017-08-09",28.9647
"2017-08-10",28.35
"2017-08-11",29.06
"2017-08-12",28.2752
"2017-08-13",29.0895
"2017-08-14",27.1323
"2017-08-15",28.6588
"2017-08-16",28.8682
"2017-08-17",29.684
"2017-08-18",29.0513
"2017-08-19",28.6284
"2017-08-20",29.5446
"2017-08-21",29.9718
"2017-08-22",29.314
"2017-08-23",29.6431
"2017-08-24",28.8992
"2017-08-25",29.7466
"2017-08-26",29.9788
"2017-08-27",30
"2017-08-28",29.671
"2017-08-29",29.4444
"2017-08-30",29.4318
"2017-08-31",29.1504
"2017-09-01",27.5043
"2017-09-02",27.3791
"2017-09-03",27.4615
"2017-09-04",27.7115
"2017-09-05",27.175
"2017-09-06",27.2091
"2017-09-07",26.4408
"2017-09-08",26.4758
"2017-09-09",27.0542
"2017-09-10",27.781
"2017-09-11",27.7772
"2017-09-12",27.2707
"2017-09-13",25.7345
"2017-09-14",27.1827
"2017-09-15",28.3516
"2017-09-16",28.2805
"2017-09-17",28.522
"2017-09-18",28.5714
"2017-09-19",29.2286
"2017-09-20",29.2278
"2017-09-21",28.5879
"2017-09-22",29.1204
"2017-09-23",29.2662
"2017-09-24",28.8549
"2017-09-25",28.0545
"2017-09-26",28.2916
"2017-09-27",27.688
"2017-09-28",28.3928
"2017-09-29",29.0645
"2017-09-30",29.356
"2017-10-01",28.8441
"2017-10-02",29.1791
"2017-10-03",29.0713
"2017-10-04",28.6204
"2017-10-05",28.1297
"2017-10-06",27.9759
"2017-10-07",27.9866
"2017-10-08",28.0053
"2017-10-09",28.1323
"2017-10-10",27.9953
"2017-10-11",26.8948
"2017-10-12",26.8877
"2017-10-13",27.7065
"2017-10-14",26.857
"2017-10-15",28.0545
"2017-10-16",28.6925
"2017-10-17",27.7909
"2017-10-18",28.4137
"2017-10-19",28.1291
"2017-10-20",27.8689
"2017-10-21",28.7931
"2017-10-22",28.4827
"2017-10-23",28.0638
"2017-10-24",26.3687
"2017-10-25",26.4684
"2017-10-26",26.4754
"2017-10-27",26.5107
"2017-10-28",26.7353
"2017-10-29",26.2092
"2017-10-30",26.2212
"2017-10-31",25.9967
"2017-11-01",26.0524
"2017-11-02",25.6966
"2017-11-03",25.6599
"2017-11-04",25.7618
"2017-11-05",25.2189
"2017-11-06",25.2767
"2017-11-07",25.0949
"2017-11-08",24.8973
"2017-11-09",25.9175
"2017-11-10",26.0271
"2017-11-11",26.2451
"2017-11-12",26.8757
"2017-11-13",26.9573
"2017-11-14",26.5955
"2017-11-15",26.51
"2017-11-16",27.1436
"2017-11-17",27.432
"2017-11-18",27.1046
"2017-11-19",25.7974
"2017-11-20",25.6321
"2017-11-21",26.3083
"2017-11-22",25.6627
"2017-11-23",25.9705
"2017-11-24",25.4609
"2017-11-25",23.8421
"2017-11-26",24.6724
"2017-11-27",24.6203
"2017-11-28",24.7632
"2017-11-29",24.6511
"2017-11-30",25.1735
"2017-12-01",25.0624
"2017-12-02",24.9953
"2017-12-03",25.3436
"2017-12-04",24.6417
"2017-12-05",24.9837
"2017-12-06",25.8717
"2017-12-07",26.2216
"2017-12-08",25.581
"2017-12-09",25.7747
"2017-12-10",26.11
"2017-12-11",26.3532
"2017-12-12",26.0903
"2017-12-13",25.8806
"2017-12-14",25.2839
"2017-12-15",25.3996
"2017-12-16",25.5758
"2017-12-17",25.2987
"2017-12-18",25.0133
"2017-12-19",25.0147
"2017-12-20",23.4752
"2017-12-21",24.5298
"2017-12-22",24.8662
"2017-12-23",24.9886
"2017-12-24",25.035
"2017-12-25",25.4047
"2017-12-26",24.896
"2017-12-27",24.5991
"2017-12-28",24.1244
"2017-12-29",24.3356
"2017-12-30",24.8235
"2017-12-31",25.1502
"2018-01-01",25.6696
"2018-01-02",25.6434
"2018-01-03",24.9274
"2018-01-04",24.1258
"2018-01-05",23.2145
"2018-01-06",22.8843
"2018-01-07",22.6745
"2018-01-08",23.6181
"2018-01-09",25.0264
"2018-01-10",25.2503
"2018-01-11",24.8201
"2018-01-12",25.1391
"2018-01-13",25.0323
"2018-01-14",24.966
"2018-01-15",24.1988
"2018-01-16",24.0933
"2018-01-17",22.9816
"2018-01-18",23.522
"2018-01-19",23.3661
"2018-01-20",23.8162
"2018-01-21",24.2094
"2018-01-22",24.7465
"2018-01-23",24.456
"2018-01-24",24.1359
"2018-01-25",23.5947
"2018-01-26",24.469
"2018-01-27",24.4147
"2018-01-28",24.7709
"2018-01-29",24.7263
"2018-01-30",24.2294
"2018-01-31",23.7174
"2018-02-01",24.1938
"2018-02-02",23.9709
"2018-02-03",24.5517
"2018-02-04",24.6138
"2018-02-05",25.0948
"2018-02-06",25.6087
"2018-02-07",25.6637
"2018-02-08",25.2401
"2018-02-09",25.4541
"2018-02-10",25.1558
"2018-02-11",25.4703
"2018-02-12",25.2074
"2018-02-13",25.3139
"2018-02-14",25.2629
"2018-02-15",25.5133
"2018-02-16",25.2019
"2018-02-17",24.0387
"2018-02-18",23.6768
"2018-02-19",23.289
"2018-02-20",23.6359
"2018-02-21",24.7019
"2018-02-22",25.0267
"2018-02-23",25.8975
"2018-02-24",26.0451
"2018-02-25",24.7463
"2018-02-26",24.7213
"2018-02-27",24.1935
"2018-02-28",24.7577
"2018-03-01",25.9687
"2018-03-02",25.842
"2018-03-03",25.8586
"2018-03-04",26.0847
"2018-03-05",26.0381
"2018-03-06",25.1497
"2018-03-07",25.6747
"2018-03-08",26.622
"2018-03-09",24.8238
"2018-03-10",24.9085
"2018-03-11",24.9194
"2018-03-12",24.0475
"2018-03-13",25.9737
"2018-03-14",26.9681
"2018-03-15",26.408
"2018-03-16",27.1969
"2018-03-17",26.9504
"2018-03-18",27.1326
"2018-03-19",26.4387
"2018-03-20",26.9269
"2018-03-21",27.5407
"2018-03-22",27.6366
"2018-03-23",26.7701
"2018-03-24",26.3357
"2018-03-25",26.341
"2018-03-26",25.6704
"2018-03-27",27.0576
"2018-03-28",26.6405
"2018-03-29",27.2167
"2018-03-30",28.0293
"2018-03-31",27.9764
"2018-04-01",26.8253
"2018-04-02",26.4231
"2018-04-03",27.1273
"2018-04-04",27.1222
"2018-04-05",26.8177
"2018-04-06",26.1321
"2018-04-07",24.2652
"2018-04-08",25.9609
"2018-04-09",25.6438
"2018-04-10",26.481
"2018-04-11",26.0523
"2018-04-12",26.042
"2018-04-13",25.786
"2018-04-14",26.4139
"2018-04-15",27.3472
"2018-04-16",27.0844
"2018-04-17",28.036
"2018-04-18",26.0759
"2018-04-19",27.4248
"2018-04-20",27.9199
"2018-04-21",27.7667
"2018-04-22",27.9574
"2018-04-23",27.9172
"2018-04-24",27.6149
"2018-04-25",27.8782
"2018-04-26",26.6563
"2018-04-27",27.7016
"2018-04-28",26.7394
"2018-04-29",27.7204
"2018-04-30",28.9459
"2018-05-01",29.301
"2018-05-02",28.4859
"2018-05-03",27.9074
"2018-05-04",27.5295
"2018-05-05",27.2975
"2018-05-06",27.4369
"2018-05-07",27.3025
"2018-05-08",27.7347
"2018-05-09",26.9597
"2018-05-10",26.9152
"2018-05-11",27.4176
"2018-05-12",27.0949
"2018-05-13",27.5363
"2018-05-14",26.6284
"2018-05-15",27.197
"2018-05-16",27.0304
"2018-05-17",26.6261
"2018-05-18",26.1009
"2018-05-19",26.9194
"2018-05-20",26.7782
"2018-05-21",25.9653
"2018-05-22",27.4781
"2018-05-23",26.4267
"2018-05-24",26.8933
"2018-05-25",26.2866
"2018-05-26",27.138
"2018-05-27",27.3998
"2018-05-28",28.3796
"2018-05-29",28.9501
"2018-05-30",29.0581
"2018-05-31",28.8803
"2018-06-01",28.6565
"2018-06-02",28.3646
"2018-06-03",28.1568
"2018-06-04",28.5521
"2018-06-05",28.7139
"2018-06-06",28.2218
"2018-06-07",27.6392
"2018-06-08",28.9983
"2018-06-09",28.964
"2018-06-10",29.0688
"2018-06-11",29.2573
"2018-06-12",28.8957
"2018-06-13",28.6964
"2018-06-14",28.9294
"2018-06-15",29.3327
"2018-06-16",28.5609
"2018-06-17",28.4388
"2018-06-18",28.3507
"2018-06-19",28.4384
"2018-06-20",28.8014
"2018-06-21",28.6663
"2018-06-22",28.8711
"2018-06-23",29.225
"2018-06-24",29.1156
"2018-06-25",29.2259
"2018-06-26",29.0708
"2018-06-27",29.2909
"2018-06-28",29.2905
"2018-06-29",28.9031
"2018-06-30",27.8844
"2018-07-01",27.6916
"2018-07-02",27.4968
"2018-07-03",28.467
"2018-07-04",29.1573
"2018-07-05",29.2973
"2018-07-06",29.2713
"2018-07-07",29.4077
"2018-07-08",29.8703
"2018-07-09",29.0839
"2018-07-10",28.8208
"2018-07-11",28.2843
"2018-07-12",28.922
"2018-07-13",29.7067
"2018-07-14",29.6791
"2018-07-15",29.1049
"2018-07-16",28.4249
"2018-07-17",29.4346
"2018-07-18",29.8111
"2018-07-19",29.1756
"2018-07-20",29.5472
"2018-07-21",29.6558
"2018-07-22",29.7906
"2018-07-23",30.1117
"2018-07-24",29.3167
"2018-07-25",29.0696
"2018-07-26",29.5793
"2018-07-27",28.9807
"2018-07-28",29.2645
"2018-07-29",29.5219
"2018-07-30",29.5731
"2018-07-31",28.8063
"2018-08-01",28.7389
"2018-08-02",28.7534
"2018-08-03",29.3372
"2018-08-04",29.4058
"2018-08-05",29.4907
"2018-08-06",29.5174
"2018-08-07",29.4142
"2018-08-08",28.3908
"2018-08-09",28.537
"2018-08-10",29.0373
"2018-08-11",29.406
"2018-08-12",29.5169
"2018-08-13",29.7778
"2018-08-14",29.5296
"2018-08-15",28.0149
"2018-08-16",28.5463
"2018-08-17",29.1428
"2018-08-18",27.6807
"2018-08-19",27.6124
"2018-08-20",29.0727
"2018-08-21",29.0478
"2018-08-22",29.1877
"2018-08-23",29.5285
"2018-08-24",27.8239
"2018-08-25",28.6336
"2018-08-26",29.0225
"2018-08-27",28.9349
"2018-08-28",28.5686
"2018-08-29",28.8917
"2018-08-30",28.5462
"2018-08-31",28.8239
"2018-09-01",28.804
"2018-09-02",29.0911
"2018-09-03",29.0609
"2018-09-04",29.3114
"2018-09-05",29.0568
"2018-09-06",29.3953
"2018-09-07",28.9751
"2018-09-08",29.3815
"2018-09-09",29.199
"2018-09-10",28.4354
"2018-09-11",28.5399
"2018-09-12",28.8489
"2018-09-13",29.1166
"2018-09-14",29.2537
"2018-09-15",29.0889
"2018-09-16",29.471
"2018-09-17",29.3511
"2018-09-18",29.7589
"2018-09-19",29.0335
"2018-09-20",29.0526
"2018-09-21",28.1367
"2018-09-22",28.5939
"2018-09-23",28.215
"2018-09-24",26.3404
"2018-09-25",26.4007
"2018-09-26",26.6402
"2018-09-27",26.1295
"2018-09-28",26.2975
"2018-09-29",26.5595
"2018-09-30",27.126
"2018-10-01",26.7752
"2018-10-02",25.9591
"2018-10-03",26.0749
"2018-10-04",26.3019
"2018-10-05",26.512
"2018-10-06",26.4338
"2018-10-07",25.9743
"2018-10-08",26.3684
"2018-10-09",25.406
"2018-10-10",27.8163
"2018-10-11",27.1772
"2018-10-12",26.6399
"2018-10-13",26.2725
"2018-10-14",26.6995
"2018-10-15",26.3744
"2018-10-16",26.0189
"2018-10-17",25.6873
"2018-10-18",26.4724
"2018-10-19",26.583
"2018-10-20",25.6895
"2018-10-21",26.4134
"2018-10-22",26.2789
"2018-10-23",25.7205
"2018-10-24",25.8237
"2018-10-25",25.0259
"2018-10-26",24.7126
"2018-10-27",24.8773
"2018-10-28",25.3068
"2018-10-29",25.659
"2018-10-30",26.7683
"2018-10-31",25.7443
"2018-11-01",24.8218
"2018-11-02",25.6117
"2018-11-03",25.4909
"2018-11-04",26.1909
"2018-11-05",24.0749
"2018-11-06",23.9661
"2018-11-07",24.9004
"2018-11-08",24.9053
"2018-11-09",24.7787
"2018-11-10",25.5688
"2018-11-11",26.2859
"2018-11-12",26.1937
"2018-11-13",26.5782
"2018-11-14",27.2037
"2018-11-15",26.9858
"2018-11-16",27.2806
"2018-11-17",25.5438
"2018-11-18",25.7222
"2018-11-19",25.3166
"2018-11-20",25.4349
"2018-11-21",26.3003
"2018-11-22",26.3543
"2018-11-23",26.1359
"2018-11-24",25.563
"2018-11-25",25.8182
"2018-11-26",25.1725
"2018-11-27",25.1552
"2018-11-28",25.5159
"2018-11-29",25.5743
"2018-11-30",25.5637
"2018-12-01",25.3804
"2018-12-02",25.915
"2018-12-03",25.3499
"2018-12-04",26.2042
"2018-12-05",24.7707
"2018-12-06",24.5124
"2018-12-07",24.8963
"2018-12-08",24.8577
"2018-12-09",24.9082
"2018-12-10",24.9262
"2018-12-11",23.6943
"2018-12-12",24.5555
"2018-12-13",24.2089
"2018-12-14",24.7175
"2018-12-15",25.7217
"2018-12-16",25.5639
"2018-12-17",25.0551
"2018-12-18",24.6469
"2018-12-19",25.1645
"2018-12-20",25.0469
"2018-12-21",24.5769
"2018-12-22",25.7071
"2018-12-23",25.5208
"2018-12-24",24.9
"2018-12-25",25.4447
"2018-12-26",25.5207
"2018-12-27",25.192
"2018-12-28",25.2338
"2018-12-29",24.8594
"2018-12-30",24.537
"2018-12-31",24.1913
"2019-01-01",24.1773
"2019-01-02",23.8633
"2019-01-03",24.0745
"2019-01-04",24.3147
"2019-01-05",24.3902
"2019-01-06",24.3141
"2019-01-07",24.824
"2019-01-08",24.9335
"2019-01-09",25.3732
"2019-01-10",25.1302
"2019-01-11",24.9966
"2019-01-12",24.3043
"2019-01-13",24.5298
"2019-01-14",24.4403
"2019-01-15",24.9408
"2019-01-16",24.3438
"2019-01-17",24.0503
"2019-01-18",23.182
"2019-01-19",23.6264
"2019-01-20",24.1126
"2019-01-21",24.3423
"2019-01-22",24.4303
"2019-01-23",24.8935
"2019-01-24",25.2563
"2019-01-25",25.7323
"2019-01-26",25.8731
"2019-01-27",25.4081
"2019-01-28",24.4436
"2019-01-29",25.0179
"2019-01-30",25.0357
"2019-01-31",25.2675
"2019-02-01",25.3519
"2019-02-02",24.9942
"2019-02-03",25.0019
"2019-02-04",24.4255
"2019-02-05",24.665
"2019-02-06",24.9032
"2019-02-07",26.2157
"2019-02-08",25.8719
"2019-02-09",25.2898
"2019-02-10",26.2708
"2019-02-11",26.1947
"2019-02-12",26.0568
"2019-02-13",26.0525
"2019-02-14",25.4509
"2019-02-15",25.7877
"2019-02-16",25.6487
"2019-02-17",26.641
"2019-02-18",27.2965
"2019-02-19",26.8472
"2019-02-20",25.7528
"2019-02-21",25.5191
"2019-02-22",25.6814
"2019-02-23",25.0076
"2019-02-24",25.7821
"2019-02-25",26.2337
"2019-02-26",26.6209
"2019-02-27",26.1698
"2019-02-28",26.1389
"2019-03-01",26.4085
"2019-03-02",26.7168
"2019-03-03",26.5122
"2019-03-04",26.1622
"2019-03-05",27.3419
"2019-03-06",27.7004
"2019-03-07",27.5895
"2019-03-08",27.6799
"2019-03-09",27.4878
"2019-03-10",26.8499
"2019-03-11",26.6422
"2019-03-12",26.1841
"2019-03-13",26.4672
"2019-03-14",26.8922
"2019-03-15",26.7163
"2019-03-16",26.613
"2019-03-17",25.8533
"2019-03-18",26.325
"2019-03-19",26.8453
"2019-03-20",27.2012
"2019-03-21",26.3939
"2019-03-22",27.2995
"2019-03-23",27.0066
"2019-03-24",26.9948
"2019-03-25",26.5827
"2019-03-26",26.4025
"2019-03-27",27.1454
"2019-03-28",27.4191
"2019-03-29",27.1549
"2019-03-30",27.724
"2019-03-31",28.4305
"2019-04-01",28.7928
"2019-04-02",28.368
"2019-04-03",27.7159
"2019-04-04",27.6289
"2019-04-05",28.2177
"2019-04-06",28.4647
"2019-04-07",28.6765
"2019-04-08",28.7036
"2019-04-09",27.4337
"2019-04-10",28.4225
"2019-04-11",28.4894
"2019-04-12",28.8976
"2019-04-13",28.2526
"2019-04-14",28.3801
"2019-04-15",28.0111
"2019-04-16",28.1644
"2019-04-17",27.6448
"2019-04-18",28.3453
"2019-04-19",28.5156
"2019-04-20",27.8346
"2019-04-21",28.3104
"2019-04-22",28.0664
"2019-04-23",28.2029
"2019-04-24",29.1212
"2019-04-25",27.4789
"2019-04-26",27.9368
"2019-04-27",28.4211
"2019-04-28",28.6704
"2019-04-29",28.5201
"2019-04-30",28.7923
"2019-05-01",30.1306
"2019-05-02",30.3785
"2019-05-03",29.54
"2019-05-04",29.9076
"2019-05-05",29.3538
"2019-05-06",29.8794
"2019-05-07",29.956
"2019-05-08",29.8082
"2019-05-09",30.1981
"2019-05-10",30.7492
"2019-05-11",30.5075
"2019-05-12",30.5955
"2019-05-13",30.4162
"2019-05-14",30.4651
"2019-05-15",30.4486
"2019-05-16",30.7239
"2019-05-17",30.5441
"2019-05-18",30.3593
"2019-05-19",30.2055
"2019-05-20",29.6653
"2019-05-21",28.8499
"2019-05-22",28.6639
"2019-05-23",28.9679
"2019-05-24",29.3264
"2019-05-25",29.0432
"2019-05-26",30.0445
"2019-05-27",30.5091
"2019-05-28",31.0702
"2019-05-29",30.3635
"2019-05-30",29.9164
"2019-05-31",30.4945
"2019-06-01",30.5268
"2019-06-02",30.6171
"2019-06-03",30.2166
"2019-06-04",29.6331
"2019-06-05",29.7484
"2019-06-06",29.4207
"2019-06-07",29.1612
"2019-06-08",29.7241
"2019-06-09",29.8624
"2019-06-10",28.7785
"2019-06-11",29.6475
"2019-06-12",29.7237
"2019-06-13",29.9775
"2019-06-14",29.6623
"2019-06-15",30.2497
"2019-06-16",30.4082
"2019-06-17",30.7595
"2019-06-18",31.3251
"2019-06-19",31.2803
"2019-06-20",30.7799
"2019-06-21",30.5612
"2019-06-22",30.3858
"2019-06-23",31.0817
"2019-06-24",30.3844
"2019-06-25",30.1522
"2019-06-26",30.2434
"2019-06-27",30.7903
"2019-06-28",30.6927
"2019-06-29",30.7734
"2019-06-30",30.2219
"2019-07-01",30.3035
"2019-07-02",30.7049
"2019-07-03",30.4175
"2019-07-04",30.6419
"2019-07-05",30.7773
"2019-07-06",30.7852
"2019-07-07",30.669
"2019-07-08",30.9357
"2019-07-09",28.7253
"2019-07-10",28.5554
"2019-07-11",29.2771
"2019-07-12",30.0125
"2019-07-13",28.6891
"2019-07-14",28.7194
"2019-07-15",29.3473
"2019-07-16",30.1149
"2019-07-17",29.5978
"2019-07-18",28.963
"2019-07-19",29.2042
"2019-07-20",29.6861
"2019-07-21",29.6925
"2019-07-22",28.1218
"2019-07-23",29.202
"2019-07-24",29.5751
"2019-07-25",29.6658
"2019-07-26",29.5059
"2019-07-27",29.8419
"2019-07-28",29.9322
"2019-07-29",29.6735
"2019-07-30",29.7147
"2019-07-31",29.4659
"2019-08-01",29.9339
"2019-08-02",29.8773
"2019-08-03",29.8842
"2019-08-04",29.8977
"2019-08-05",30.3011
"2019-08-06",30.0258
"2019-08-07",29.8635
"2019-08-08",28.3967
"2019-08-09",28.3329
"2019-08-10",28.7633
"2019-08-11",29.528
"2019-08-12",28.7162
"2019-08-13",28.7323
"2019-08-14",29.2908
"2019-08-15",29.4633
"2019-08-16",28.9293
"2019-08-17",27.5812
"2019-08-18",28.0503
"2019-08-19",28.2067
"2019-08-20",28.6116
"2019-08-21",28.7093
"2019-08-22",27.4727
"2019-08-23",27.0561
"2019-08-24",28.3625
"2019-08-25",28.7235
"2019-08-26",28.0861
"2019-08-27",28.8917
"2019-08-28",29.4734
"2019-08-29",29.9509
"2019-08-30",29.0075
"2019-08-31",29.7175
"2019-09-01",28.9314
"2019-09-02",29.4341
"2019-09-03",29.4075
"2019-09-04",29.4036
"2019-09-05",28.9621
"2019-09-06",29.6465
"2019-09-07",30.4077
"2019-09-08",30.2469
"2019-09-09",30.1986
"2019-09-10",30.2041
"2019-09-11",28.5005
"2019-09-12",27.446
"2019-09-13",28.2026
"2019-09-14",28.4801
"2019-09-15",27.1284
"2019-09-16",27.058
"2019-09-17",28.0015
"2019-09-18",28.0797
"2019-09-19",27.2032
"2019-09-20",27.5866
"2019-09-21",28.448
"2019-09-22",27.6156
"2019-09-23",26.8121
"2019-09-24",25.9622
"2019-09-25",25.2312
"2019-09-26",26.3872
"2019-09-27",26.0769
"2019-09-28",25.2471
"2019-09-29",25.7767
"2019-09-30",26.1201
"2019-10-01",25.9737
"2019-10-02",26.3444
"2019-10-03",26.1594
"2019-10-04",26.8354
"2019-10-05",26.5146
"2019-10-06",25.3405
"2019-10-07",26.4044
"2019-10-08",26.3675
"2019-10-09",26.3425
"2019-10-10",26.4951
"2019-10-11",25.7714
"2019-10-12",26.32
"2019-10-13",26.2038
"2019-10-14",26.8485
"2019-10-15",25.9433
"2019-10-16",25.2245
"2019-10-17",26.3545
"2019-10-18",26.2801
"2019-10-19",25.5524
"2019-10-20",25.2085
"2019-10-21",25.6193
"2019-10-22",26.1679
"2019-10-23",26.2555
"2019-10-24",25.073
"2019-10-25",26.3492
"2019-10-26",25.1643
"2019-10-27",23.8199
"2019-10-28",23.9993
"2019-10-29",24.4995
"2019-10-30",25.7593
"2019-10-31",25.8133
"2019-11-01",26.7218
"2019-11-02",25.5412
"2019-11-03",25.1237
"2019-11-04",26.3251
"2019-11-05",26.5523
"2019-11-06",27.4961
"2019-11-07",27.7346
"2019-11-08",27.3718
"2019-11-09",26.5435
"2019-11-10",26.7996
"2019-11-11",26.9611
"2019-11-12",26.3032
"2019-11-13",26.3072
"2019-11-14",26.775
"2019-11-15",26.0509
"2019-11-16",25.6896
"2019-11-17",26.5414
"2019-11-18",25.78
"2019-11-19",25.9056
"2019-11-20",25.6713
"2019-11-21",26.0651
"2019-11-22",24.9397
"2019-11-23",25.2169
"2019-11-24",25.3813
"2019-11-25",24.6646
"2019-11-26",25.4693
"2019-11-27",25.5187
"2019-11-28",25.091
"2019-11-29",25.1051
"2019-11-30",24.8125
"2019-12-01",25.8051
"2019-12-02",25.0868
"2019-12-03",25.0821
"2019-12-04",24.5223
"2019-12-05",24.55
"2019-12-06",25.8098
"2019-12-07",25.0215
"2019-12-08",24.9425
"2019-12-09",24.4529
"2019-12-10",24.4535
"2019-12-11",24.523
"2019-12-12",25.8515
"2019-12-13",25.7172
"2019-12-14",25.8942
"2019-12-15",25.5131
"2019-12-16",25.5384
"2019-12-17",24.6181
"2019-12-18",24.9203
"2019-12-19",24.7537
"2019-12-20",24.1783
"2019-12-21",25.3272
"2019-12-22",24.9285
"2019-12-23",25.1282
"2019-12-24",26.0543
"2019-12-25",25.5014
"2019-12-26",25.1692
"2019-12-27",25.594
"2019-12-28",25.163
"2019-12-29",25.4137
"2019-12-30",25.8311
"2019-12-31",25.9161
"2020-01-01",26.2799
"2020-01-02",25.8759
"2020-01-03",26.3605
"2020-01-04",26.6082
"2020-01-05",26.4189
"2020-01-06",25.7675
"2020-01-07",25.6197
"2020-01-08",25.1018
"2020-01-09",24.9058
"2020-01-10",24.9262
"2020-01-11",25.1538
"2020-01-12",25.0919
"2020-01-13",24.0433
"2020-01-14",23.5091
"2020-01-15",24.329
"2020-01-16",25.1109
"2020-01-17",25.1487
"2020-01-18",26.0781
"2020-01-19",25.7538
"2020-01-20",26.0564
"2020-01-21",25.832
"2020-01-22",24.8372
"2020-01-23",25.8323
"2020-01-24",26.1742
"2020-01-25",25.6569
"2020-01-26",24.8819
"2020-01-27",24.1973
"2020-01-28",24.481
"2020-01-29",24.8393
"2020-01-30",24.863
"2020-01-31",25.1389
"2020-02-01",25.033
"2020-02-02",25.3456
"2020-02-03",25.4202
"2020-02-04",25.3267
"2020-02-05",25.4546
"2020-02-06",25.2505
"2020-02-07",24.771
"2020-02-08",25.1549
"2020-02-09",25.0382
"2020-02-10",25.288
"2020-02-11",25.9701
"2020-02-12",25.3684
"2020-02-13",25.7727
"2020-02-14",26.0266
"2020-02-15",26.2372
"2020-02-16",26.3791
"2020-02-17",25.2407
"2020-02-18",24.4435
"2020-02-19",25.1454
"2020-02-20",26.16
"2020-02-21",25.6476
"2020-02-22",25.605
"2020-02-23",25.6972
"2020-02-24",25.8714
"2020-02-25",26.1262
"2020-02-26",26.0662
"2020-02-27",26.1442
"2020-02-28",25.8705
"2020-02-29",25.7912
"2020-03-01",26.0302
"2020-03-02",26.0787
"2020-03-03",25.8024
"2020-03-04",25.9303
"2020-03-05",26.4903
"2020-03-06",27.2588
"2020-03-07",27.0277
"2020-03-08",27.0486
"2020-03-09",26.9475
"2020-03-10",26.8933
"2020-03-11",26.8827
"2020-03-12",26.9739
"2020-03-13",26.6771
"2020-03-14",26.6251
"2020-03-15",27.353
"2020-03-16",26.8839
"2020-03-17",26.2856
"2020-03-18",27.0895
"2020-03-19",27.7598
"2020-03-20",27.051
"2020-03-21",26.8335
"2020-03-22",27.0175
"2020-03-23",27.135
"2020-03-24",27.1988
"2020-03-25",26.9167
"2020-03-26",26.7548
"2020-03-27",27.0724
"2020-03-28",27.7828
"2020-03-29",28.7472
"2020-03-30",27.861
"2020-03-31",27.6652
"2020-04-01",26.2689
"2020-04-02",27.0079
"2020-04-03",27.8698
"2020-04-04",27.0576
"2020-04-05",28.7309
"2020-04-06",28.6845
"2020-04-07",29.015
"2020-04-08",29.4312
"2020-04-09",28.6783
"2020-04-10",27.8413
"2020-04-11",28.1616
"2020-04-12",27.6953
"2020-04-13",27.5582
"2020-04-14",27.0969
"2020-04-15",26.583
"2020-04-16",27.656
"2020-04-17",27.8661
"2020-04-18",28.0376
