,"(deg C) Mean Temperature (ERA5) at Anuradhapura, 2007-01-01 to 2025-12-31"
"2015-10-31",26.5163
"2015-11-01",26.6617
"2015-11-02",26.0997
"2015-11-03",26.4395
"2015-11-04",26.7571
"2015-11-05",26.1262
"2015-11-06",25.4951
"2015-11-07",25.8322
"2015-11-08",25.3528
"2015-11-09",26.6833
"2015-11-10",27.6856
"2015-11-11",27.1659
"2015-11-12",26.8096
"2015-11-13",25.3141
"2015-11-14",24.6114
"2015-11-15",24.7407
"2015-11-16",26.3163
"2015-11-17",27.086
"2015-11-18",27.1375
"2015-11-19",26.7133
"2015-11-20",26.9934
"2015-11-21",25.6747
"2015-11-22",26.4497
"2015-11-23",26.3674
"2015-11-24",26.5957
"2015-11-25",26.6542
"2015-11-26",26.3739
"2015-11-27",26.2786
"2015-11-28",25.0347
"2015-11-29",25.6033
"2015-11-30",25.4234
"2015-12-01",25.7126
"2015-12-02",26.0358
"2015-12-03",26.13
"2015-12-04",25.6794
"2015-12-05",25.8732
"2015-12-06",26.3623
"2015-12-07",25.8142
"2015-12-08",24.8189
"2015-12-09",26.4033
"2015-12-10",25.8636
"2015-12-11",26.003
"2015-12-12",26.4787
"2015-12-13",26.9447
"2015-12-14",25.8674
"2015-12-15",26.9411
"2015-12-16",25.9972
"2015-12-17",26.3764
"2015-12-18",25.9682
"2015-12-19",25.2476
"2015-12-20",26.7498
"2015-12-21",26.2701
"2015-12-22",26.0956
"2015-12-23",26.2204
"2015-12-24",25.7153
"2015-12-25",26.193
"2015-12-26",26.4587
"2015-12-27",25.3608
"2015-12-28",25.8829
"2015-12-29",25.4169
"2015-12-30",26.4711
"2015-12-31",26.1306
"2016-01-01",25.5787
"2016-01-02",24.8836
"2016-01-03",26.1521
"2016-01-04",26.2259
"2016-01-05",25.9014
"2016-01-06",25.3763
"2016-01-07",25.8867
"2016-01-08",25.5937
"2016-01-09",25.8912
"2016-01-10",26.0187
"2016-01-11",25.5072
"2016-01-12",24.9907
"2016-01-13",25.3327
"2016-01-14",24.0234
"2016-01-15",24.9402
"2016-01-16",25.2887
"2016-01-17",24.9419
"2016-01-18",25.3526
"2016-01-19",25.9272
"2016-01-20",26.4292
"2016-01-21",26.6255
"2016-01-22",26.4215
"2016-01-23",25.8393
"2016-01-24",26.1757
"2016-01-25",26.7341
"2016-01-26",26.5269
"2016-01-27",25.1649
"2016-01-28",25.1591
"2016-01-29",24.7291
"2016-01-30",25.1752
"2016-01-31",25.6288
"2016-02-01",25.5679
"2016-02-02",25.3747
"2016-02-03",25.4529
"2016-02-04",25.3044
"2016-02-05",25.7902
"2016-02-06",26.8677
"2016-02-07",26.9519
"2016-02-08",27.2015
"2016-02-09",27.0104
"2016-02-10",26.607
"2016-02-11",26.4298
"2016-02-12",25.7578
"2016-02-13",25.9472
"2016-02-14",26.6433
"2016-02-15",26.146
"2016-02-16",27.1051
"2016-02-17",26.3889
"2016-02-18",26.7153
"2016-02-19",27.2408
"2016-02-20",26.8906
"2016-02-21",27.6271
"2016-02-22",27.3065
"2016-02-23",26.436
"2016-02-24",27.7508
"2016-02-25",27.5214
"2016-02-26",28.0904
"2016-02-27",27.8802
"2016-02-28",27.4471
"2016-02-29",27.8044
"2016-03-01",27.8594
"2016-03-02",27.7544
"2016-03-03",27.8723
"2016-03-04",27.8239
"2016-03-05",27.7781
"2016-03-06",27.9072
"2016-03-07",27.9405
"2016-03-08",28.1997
"2016-03-09",28.5811
"2016-03-10",29.347
"2016-03-11",28.9863
"2016-03-12",29.2887
"2016-03-13",29.3473
"2016-03-14",28.9547
"2016-03-15",28.7504
"2016-03-16",29.4295
"2016-03-17",29.0749
"2016-03-18",28.3651
"2016-03-19",28.9209
"2016-03-20",29.1479
"2016-03-21",29.2465
"2016-03-22",30.1436
"2016-03-23",30.1961
"2016-03-24",29.1891
"2016-03-25",28.8175
"2016-03-26",29.0029
"2016-03-27",29.8191
"2016-03-28",27.9942
"2016-03-29",28.5651
"2016-03-30",28.4701
"2016-03-31",28.9314
"2016-04-01",29.296
"2016-04-02",29.6515
"2016-04-03",30.1839
"2016-04-04",30.0144
"2016-04-05",29.6565
"2016-04-06",28.9887
"2016-04-07",29.5517
"2016-04-08",30.5379
"2016-04-09",30.2203
"2016-04-10",29.5827
"2016-04-11",30.5534
"2016-04-12",30.6928
"2016-04-13",31.1952
"2016-04-14",31.0478
"2016-04-15",30.8363
"2016-04-16",30.0007
"2016-04-17",30.2739
"2016-04-18",30.908
"2016-04-19",29.2044
"2016-04-20",29.3533
"2016-04-21",30.3295
"2016-04-22",30.9141
"2016-04-23",31.0847
"2016-04-24",31.0705
"2016-04-25",31.5223
"2016-04-26",29.6411
"2016-04-27",30.7454
"2016-04-28",31.4012
"2016-04-29",31.2707
"2016-04-30",28.7488
"2016-05-01",29.2596
"2016-05-02",30.0491
"2016-05-03",30.789
"2016-05-04",30.5599
"2016-05-05",30.0764
"2016-05-06",29.1554
"2016-05-07",29.3704
"2016-05-08",28.4632
"2016-05-09",28.3368
"2016-05-10",27.8775
"2016-05-11",27.6849
"2016-05-12",27.9137
"2016-05-13",28.5156
"2016-05-14",27.3248
"2016-05-15",25.2718
"2016-05-16",25.8246
"2016-05-17",26.1238
"2016-05-18",28.4434
"2016-05-19",28.2295
"2016-05-20",28.5534
"2016-05-21",29.2932
"2016-05-22",30.0077
"2016-05-23",30.0307
"2016-05-24",29.4997
"2016-05-25",29.3206
"2016-05-26",29.8317
"2016-05-27",28.4737
"2016-05-28",28.4789
"2016-05-29",28.9882
"2016-05-30",28.7543
"2016-05-31",29.0294
"2016-06-01",29.1475
"2016-06-02",29.5066
"2016-06-03",29.3102
"2016-06-04",29.4308
"2016-06-05",29.199
"2016-06-06",28.9423
"2016-06-07",28.1612
"2016-06-08",27.6657
"2016-06-09",28.5035
"2016-06-10",28.6396
"2016-06-11",29.0155
"2016-06-12",28.8768
"2016-06-13",29.1818
"2016-06-14",29.4292
"2016-06-15",29.5086
"2016-06-16",29.062
"2016-06-17",29.0182
"2016-06-18",28.3382
"2016-06-19",28.6285
"2016-06-20",28.3045
"2016-06-21",28.5253
"2016-06-22",29.1968
"2016-06-23",28.8443
"2016-06-24",29.0171
"2016-06-25",29.3267
"2016-06-26",29.1571
"2016-06-27",29.1353
"2016-06-28",28.6984
"2016-06-29",28.5602
"2016-06-30",29.4051
"2016-07-01",29.5205
"2016-07-02",29.759
"2016-07-03",30.2763
"2016-07-04",29.9895
"2016-07-05",29.7173
"2016-07-06",29.3265
"2016-07-07",29.6472
"2016-07-08",29.7111
"2016-07-09",29.5593
"2016-07-10",29.5813
"2016-07-11",29.8533
"2016-07-12",29.7546
"2016-07-13",29.3927
"2016-07-14",29.2887
"2016-07-15",28.609
"2016-07-16",28.2071
"2016-07-17",28.0707
"2016-07-18",28.7418
"2016-07-19",28.9294
"2016-07-20",29.1873
"2016-07-21",28.8794
"2016-07-22",28.9652
"2016-07-23",28.4589
"2016-07-24",27.9599
"2016-07-25",27.8383
"2016-07-26",27.5038
"2016-07-27",28.2693
"2016-07-28",28.6844
"2016-07-29",28.6553
"2016-07-30",28.2563
"2016-07-31",28.7688
"2016-08-01",28.7426
"2016-08-02",29.2047
"2016-08-03",29.0001
"2016-08-04",29.1432
"2016-08-05",29.6801
"2016-08-06",30.0373
"2016-08-07",29.4689
"2016-08-08",29.5282
"2016-08-09",29.0874
"2016-08-10",29.4499
"2016-08-11",29.2374
"2016-08-12",29.3827
"2016-08-13",29.045
"2016-08-14",29.1185
"2016-08-15",29.1159
"2016-08-16",29.1526
"2016-08-17",29.0451
"2016-08-18",29.1429
"2016-08-19",29.5351
"2016-08-20",29.3865
"2016-08-21",29.0867
"2016-08-22",28.6056
"2016-08-23",28.4473
"2016-08-24",29.2436
"2016-08-25",28.8131
"2016-08-26",28.4906
"2016-08-27",28.0469
"2016-08-28",28.8253
"2016-08-29",28.4779
"2016-08-30",28.0755
"2016-08-31",27.4427
"2016-09-01",28.1984
"2016-09-02",27.6814
"2016-09-03",28.3166
"2016-09-04",28.0679
"2016-09-05",28.5842
"2016-09-06",28.3621
"2016-09-07",28.7398
"2016-09-08",27.7551
"2016-09-09",28.2426
"2016-09-10",28.4711
"2016-09-11",28.5681
"2016-09-12",28.5963
"2016-09-13",28.9828
"2016-09-14",29.3302
"2016-09-15",28.8316
"2016-09-16",28.6236
"2016-09-17",28.9207
"2016-09-18",28.3581
"2016-09-19",29.272
"2016-09-20",29.3924
"2016-09-21",29.0229
"2016-09-22",29.2494
"2016-09-23",29.1504
"2016-09-24",29.328
"2016-09-25",29.0249
"2016-09-26",29.159
"2016-09-27",29.5022
"2016-09-28",28.9135
"2016-09-29",28.6639
"2016-09-30",28.2318
"2016-10-01",28.6971
"2016-10-02",28.5642
"2016-10-03",28.8921
"2016-10-04",28.7807
"2016-10-05",29.2241
"2016-10-06",29.3129
"2016-10-07",28.5905
"2016-10-08",28.6206
"2016-10-09",29.2626
"2016-10-10",29.1435
"2016-10-11",28.8682
"2016-10-12",29.1399
"2016-10-13",29.2908
"2016-10-14",27.8007
"2016-10-15",28.069
"2016-10-16",28.2147
"2016-10-17",28.8989
"2016-10-18",29.081
"2016-10-19",28.5243
"2016-10-20",28.1235
"2016-10-21",27.184
"2016-10-22",27.6101
"2016-10-23",28.6674
"2016-10-24",27.3087
"2016-10-25",26.9164
"2016-10-26",27.2996
"2016-10-27",27.7889
"2016-10-28",28.3307
"2016-10-29",28.7991
"2016-10-30",27.9774
"2016-10-31",26.7757
"2016-11-01",26.4224
"2016-11-02",25.9727
"2016-11-03",25.7362
"2016-11-04",25.6417
"2016-11-05",26.9309
"2016-11-06",26.2446
"2016-11-07",26.9155
"2016-11-08",26.7028
"2016-11-09",26.2109
"2016-11-10",26.7311
"2016-11-11",27.5112
"2016-11-12",27.1212
"2016-11-13",27.0424
"2016-11-14",27.0631
"2016-11-15",27.463
"2016-11-16",26.1767
"2016-11-17",25.0368
"2016-11-18",25.5232
"2016-11-19",25.3264
"2016-11-20",25.5602
"2016-11-21",25.7209
"2016-11-22",26.0497
"2016-11-23",26.0665
"2016-11-24",26.0794
"2016-11-25",25.919
"2016-11-26",25.8205
"2016-11-27",25.0208
"2016-11-28",24.6195
"2016-11-29",25.3263
"2016-11-30",23.9855
"2016-12-01",22.4819
"2016-12-02",24.9396
"2016-12-03",26.3476
"2016-12-04",26.1812
"2016-12-05",26.4987
"2016-12-06",25.278
"2016-12-07",25.9505
"2016-12-08",26.1226
"2016-12-09",25.9296
"2016-12-10",25.9169
"2016-12-11",26.3147
"2016-12-12",27.0741
"2016-12-13",26.6754
"2016-12-14",26.2792
"2016-12-15",26.1337
"2016-12-16",26.464
"2016-12-17",25.2492
"2016-12-18",25.4465
"2016-12-19",24.781
"2016-12-20",26.6363
"2016-12-21",26.3939
"2016-12-22",25.1811
"2016-12-23",23.5276
"2016-12-24",23.2362
"2016-12-25",24.5327
"2016-12-26",25.5958
"2016-12-27",25.2203
"2016-12-28",25.4475
"2016-12-29",25.2456
"2016-12-30",25.1266
"2016-12-31",25.6307
"2017-01-01",25.6262
"2017-01-02",25.3426
"2017-01-03",25.7823
"2017-01-04",24.2557
"2017-01-05",24.1362
"2017-01-06",24.4376
"2017-01-07",23.4792
"2017-01-08",23.5778
"2017-01-09",23.993
"2017-01-10",24.0729
"2017-01-11",23.7824
"2017-01-12",24.4076
"2017-01-13",24.558
"2017-01-14",24.5325
"2017-01-15",24.8781
"2017-01-16",24.7681
"2017-01-17",24.2877
"2017-01-18",24.5294
"2017-01-19",25.1438
"2017-01-20",24.221
"2017-01-21",25.409
"2017-01-22",25.2119
"2017-01-23",24.4686
"2017-01-24",23.8445
"2017-01-25",24.8219
"2017-01-26",25.0157
"2017-01-27",24.3081
"2017-01-28",25.7324
"2017-01-29",26.3817
"2017-01-30",25.6099
"2017-01-31",24.6337
"2017-02-01",24.3924
"2017-02-02",24.4246
"2017-02-03",24.3712
"2017-02-04",24.0362
"2017-02-05",24.2962
"2017-02-06",24.3086
"2017-02-07",23.5466
"2017-02-08",23.1311
"2017-02-09",23.8358
"2017-02-10",24.9911
"2017-02-11",24.9687
"2017-02-12",25.2436
"2017-02-13",25.635
"2017-02-14",25.8288
"2017-02-15",25.8344
"2017-02-16",26.0354
"2017-02-17",25.8685
"2017-02-18",25.751
"2017-02-19",25.8009
"2017-02-20",26.2741
"2017-02-21",26.8059
"2017-02-22",26.3856
"2017-02-23",27.4001
"2017-02-24",27.2723
"2017-02-25",26.8485
"2017-02-26",26.3131
"2017-02-27",25.3957
"2017-02-28",26.0942
"2017-03-01",25.7853
"2017-03-02",25.8168
"2017-03-03",26.0003
"2017-03-04",25.6189
"2017-03-05",27.5948
"2017-03-06",28.0229
"2017-03-07",27.0406
"2017-03-08",27.8142
"2017-03-09",27.7447
"2017-03-10",26.5239
"2017-03-11",26.6919
"2017-03-12",26.775
"2017-03-13",26.7031
"2017-03-14",27.2964
"2017-03-15",26.8556
"2017-03-16",27.0847
"2017-03-17",26.9895
"2017-03-18",27.7345
"2017-03-19",28.3315
"2017-03-20",28.2315
"2017-03-21",28.0094
"2017-03-22",27.3644
"2017-03-23",27.0983
"2017-03-24",26.6854
"2017-03-25",26.6126
"2017-03-26",27.1671
"2017-03-27",28.1706
"2017-03-28",28.1193
"2017-03-29",27.5461
"2017-03-30",28.4303
"2017-03-31",29.1557
"2017-04-01",29.717
"2017-04-02",28.9037
"2017-04-03",29.0028
"2017-04-04",28.8139
"2017-04-05",29.8459
"2017-04-06",30.4514
"2017-04-07",30.3258
"2017-04-08",30.2504
"2017-04-09",29.9575
"2017-04-10",29.849
"2017-04-11",28.6021
"2017-04-12",29.4137
"2017-04-13",28.5122
"2017-04-14",29.5134
"2017-04-15",30.6064
"2017-04-16",30.349
"2017-04-17",30.457
"2017-04-18",30.0482
"2017-04-19",29.9857
"2017-04-20",30.2144
"2017-04-21",30.0106
"2017-04-22",29.9577
"2017-04-23",30.3769
"2017-04-24",30.2303
"2017-04-25",30.1683
"2017-04-26",30.4554
"2017-04-27",30.6923
"2017-04-28",31.1152
"2017-04-29",30.6154
"2017-04-30",30.5158
"2017-05-01",29.76
"2017-05-02",29.275
"2017-05-03",29.7667
"2017-05-04",29.908
"2017-05-05",30.0434
"2017-05-06",28.2692
"2017-05-07",27.6332
"2017-05-08",28.1944
"2017-05-09",29.0451
"2017-05-10",29.1043
"2017-05-11",28.9618
"2017-05-12",28.9471
"2017-05-13",29.6125
"2017-05-14",29.5403
"2017-05-15",29.9426
"2017-05-16",30.0218
"2017-05-17",30.2016
"2017-05-18",29.0063
"2017-05-19",29.7731
"2017-05-20",29.8233
"2017-05-21",29.3478
"2017-05-22",29.2124
"2017-05-23",28.921
"2017-05-24",28.1333
"2017-05-25",28.7384
"2017-05-26",28.4817
"2017-05-27",29.4693
"2017-05-28",29.7743
"2017-05-29",29.2643
"2017-05-30",28.6581
"2017-05-31",28.9439
"2017-06-01",29.3205
"2017-06-02",29.2624
"2017-06-03",29.3816
"2017-06-04",29.9984
"2017-06-05",29.4615
"2017-06-06",29.3532
"2017-06-07",28.4854
"2017-06-08",29.7327
"2017-06-09",29.5756
"2017-06-10",29.5625
"2017-06-11",29.2367
"2017-06-12",29.6042
"2017-06-13",29.6599
"2017-06-14",28.7432
"2017-06-15",28.8121
"2017-06-16",28.8889
"2017-06-17",29.7886
"2017-06-18",29.62
"2017-06-19",29.1858
"2017-06-20",29.263
"2017-06-21",29.6039
"2017-06-22",29.7758
"2017-06-23",29.0858
"2017-06-24",28.6415
"2017-06-25",28.4093
"2017-06-26",28.3067
"2017-06-27",28.1177
"2017-06-28",29.176
"2017-06-29",29.5677
"2017-06-30",30.087
"2017-07-01",29.6594
"2017-07-02",29.9382
"2017-07-03",30.0453
"2017-07-04",30.3364
"2017-07-05",30.1371
"2017-07-06",29.6508
"2017-07-07",29.3756
"2017-07-08",29.0466
"2017-07-09",28.2869
"2017-07-10",28.7302
"2017-07-11",29.458
"2017-07-12",28.8963
"2017-07-13",29.2371
"2017-07-14",29.5862
"2017-07-15",29.6036
"2017-07-16",29.5228
"2017-07-17",29.2961
"2017-07-18",29.0049
"2017-07-19",28.6346
"2017-07-20",29.5456
"2017-07-21",29.692
"2017-07-22",30.1844
"2017-07-23",30.1814
"2017-07-24",30.4806
"2017-07-25",31.0417
"2017-07-26",30.7443
"2017-07-27",29.9084
"2017-07-28",29.461
"2017-07-29",29.146
"2017-07-30",28.5237
"2017-07-31",28.2145
"2017-08-01",28.6005
"2017-08-02",28.8078
"2017-08-03",29.0796
"2017-08-04",29.6924
"2017-08-05",29.26
"2017-08-06",28.9109
"2017-08-07",29.1546
"2017-08-08",28.5589
"2017-08-09",28.5042
"2017-08-10",28.5539
"2017-08-11",28.4373
"2017-08-12",28.1807
"2017-08-13",28.2696
"2017-08-14",27.3199
"2017-08-15",28.0406
"2017-08-16",28.2791
"2017-08-17",28.4336
"2017-08-18",27.795
"2017-08-19",28.4739
"2017-08-20",28.6781
"2017-08-21",29.1349
"2017-08-22",28.9376
"2017-08-23",28.5992
"2017-08-24",28.7518
"2017-08-25",29.1627
"2017-08-26",29.279
"2017-08-27",29.0931
"2017-08-28",28.7667
"2017-08-29",28.7619
"2017-08-30",29.5846
"2017-08-31",28.8543
"2017-09-01",26.9062
"2017-09-02",27.5352
"2017-09-03",27.6736
"2017-09-04",28.1572
"2017-09-05",27.1187
"2017-09-06",27.4979
"2017-09-07",26.7526
"2017-09-08",26.9316
"2017-09-09",26.4915
"2017-09-10",27.9857
"2017-09-11",28.3834
"2017-09-12",27.9249
"2017-09-13",26.313
"2017-09-14",27.2443
"2017-09-15",28.6639
"2017-09-16",28.4006
"2017-09-17",27.473
"2017-09-18",28.4687
"2017-09-19",28.861
"2017-09-20",28.7943
"2017-09-21",28.5366
"2017-09-22",28.8025
"2017-09-23",29.1161
"2017-09-24",28.3321
"2017-09-25",27.7776
"2017-09-26",27.7815
"2017-09-27",27.2613
"2017-09-28",27.5933
"2017-09-29",28.6776
"2017-09-30",28.7282
"2017-10-01",28.3732
"2017-10-02",29.2043
"2017-10-03",28.8305
"2017-10-04",28.5654
"2017-10-05",28.1825
"2017-10-06",27.9647
"2017-10-07",28.4376
"2017-10-08",29.0632
"2017-10-09",28.5914
"2017-10-10",28.901
"2017-10-11",27.4679
"2017-10-12",26.2776
"2017-10-13",26.7047
"2017-10-14",26.3314
"2017-10-15",27.6348
"2017-10-16",28.3043
"2017-10-17",26.8197
"2017-10-18",28.0577
"2017-10-19",27.7925
"2017-10-20",27.5966
"2017-10-21",28.0179
"2017-10-22",28.0921
"2017-10-23",28.1767
"2017-10-24",27.2422
"2017-10-25",27.4188
"2017-10-26",26.7627
"2017-10-27",26.9601
"2017-10-28",26.6418
"2017-10-29",26.3831
"2017-10-30",26.1104
"2017-10-31",25.6263
"2017-11-01",26.14
"2017-11-02",25.2536
"2017-11-03",25.6966
"2017-11-04",25.7489
"2017-11-05",25.9079
"2017-11-06",25.7543
"2017-11-07",25.6532
"2017-11-08",25.2991
"2017-11-09",26.2418
"2017-11-10",25.2555
"2017-11-11",25.5945
"2017-11-12",26.4498
"2017-11-13",26.8398
"2017-11-14",26.8723
"2017-11-15",26.9092
"2017-11-16",27.0784
"2017-11-17",27.6774
"2017-11-18",27.5659
"2017-11-19",26.6393
"2017-11-20",26.6634
"2017-11-21",26.7245
"2017-11-22",26.424
"2017-11-23",27.0156
"2017-11-24",26.8923
"2017-11-25",25.6531
"2017-11-26",24.7358
"2017-11-27",25.361
"2017-11-28",25.7177
"2017-11-29",25.7126
"2017-11-30",25.7839
"2017-12-01",25.1684
"2017-12-02",24.9961
"2017-12-03",25.3154
"2017-12-04",26.0342
"2017-12-05",25.8099
"2017-12-06",25.9262
"2017-12-07",25.6475
"2017-12-08",25.201
"2017-12-09",25.8116
"2017-12-10",26.6255
"2017-12-11",26.8141
"2017-12-12",26.8959
"2017-12-13",26.632
"2017-12-14",25.818
"2017-12-15",25.985
"2017-12-16",26.1882
"2017-12-17",25.8307
"2017-12-18",25.3467
"2017-12-19",24.8332
"2017-12-20",24.3523
"2017-12-21",24.5839
"2017-12-22",25.0918
"2017-12-23",25.2512
"2017-12-24",25.2621
"2017-12-25",25.3539
"2017-12-26",25.2374
"2017-12-27",25.1233
"2017-12-28",23.9533
"2017-12-29",24.1658
"2017-12-30",24.7702
"2017-12-31",24.8254
"2018-01-01",25.4221
"2018-01-02",25.2292
"2018-01-03",24.8876
"2018-01-04",24.6084
"2018-01-05",23.8911
"2018-01-06",23.3102
"2018-01-07",22.7805
"2018-01-08",24.0499
"2018-01-09",23.793
"2018-01-10",25.4067
"2018-01-11",25.2215
"2018-01-12",25.2132
"2018-01-13",25.8785
"2018-01-14",25.6225
"2018-01-15",25.0392
"2018-01-16",24.6785
"2018-01-17",23.3989
"2018-01-18",23.893
"2018-01-19",23.8776
"2018-01-20",23.8511
"2018-01-21",23.986
"2018-01-22",24.629
"2018-01-23",24.5833
"2018-01-24",24.2504
"2018-01-25",24.0974
"2018-01-26",24.6406
"2018-01-27",25.0352
"2018-01-28",25.1819
"2018-01-29",25.4742
"2018-01-30",25.4723
"2018-01-31",24.846
"2018-02-01",25.2175
"2018-02-02",24.4336
"2018-02-03",24.7104
"2018-02-04",25.6414
"2018-02-05",26.1557
"2018-02-06",26.3951
"2018-02-07",26.7399
"2018-02-08",26.6198
"2018-02-09",26.8903
"2018-02-10",26.3291
"2018-02-11",26.6956
"2018-02-12",25.9455
"2018-02-13",26.0481
"2018-02-14",25.9033
"2018-02-15",26.6251
"2018-02-16",26.2317
"2018-02-17",25.1867
"2018-02-18",24.7173
"2018-02-19",24.2644
"2018-02-20",24.8308
"2018-02-21",24.9951
"2018-02-22",25.6108
"2018-02-23",26.6265
"2018-02-24",26.9382
"2018-02-25",26.1876
"2018-02-26",26.1186
"2018-02-27",25.6967
"2018-02-28",25.6089
"2018-03-01",27.5513
"2018-03-02",27.2537
"2018-03-03",27.0863
"2018-03-04",27.332
"2018-03-05",27.2376
"2018-03-06",26.4179
"2018-03-07",27.1344
"2018-03-08",27.6085
"2018-03-09",27.123
"2018-03-10",27.6905
"2018-03-11",27.8538
"2018-03-12",24.6596
"2018-03-13",27.2747
"2018-03-14",28.1213
"2018-03-15",28.1194
"2018-03-16",28.4174
"2018-03-17",27.9162
"2018-03-18",28.1421
"2018-03-19",27.6299
"2018-03-20",28.0881
"2018-03-21",28.7709
"2018-03-22",29.4515
"2018-03-23",29.6325
"2018-03-24",28.9697
"2018-03-25",29.0425
"2018-03-26",27.9435
"2018-03-27",28.667
"2018-03-28",28.4963
"2018-03-29",29.108
"2018-03-30",30.3018
"2018-03-31",29.788
"2018-04-01",28.9067
"2018-04-02",28.5976
"2018-04-03",29.3028
"2018-04-04",29.7094
"2018-04-05",29.8018
"2018-04-06",28.8626
"2018-04-07",27.2997
"2018-04-08",28.5978
"2018-04-09",27.5014
"2018-04-10",28.6007
"2018-04-11",28.0435
"2018-04-12",27.754
"2018-04-13",26.655
"2018-04-14",27.6508
"2018-04-15",28.0671
"2018-04-16",28.8979
"2018-04-17",29.1096
"2018-04-18",28.0858
"2018-04-19",28.9128
"2018-04-20",29.3438
"2018-04-21",30.084
"2018-04-22",29.3152
"2018-04-23",29.8336
"2018-04-24",29.1113
"2018-04-25",29.1082
"2018-04-26",28.797
"2018-04-27",29.0479
"2018-04-28",28.0825
"2018-04-29",29.1887
"2018-04-30",30.034
"2018-05-01",30.3303
"2018-05-02",29.7431
"2018-05-03",28.8985
"2018-05-04",28.7322
"2018-05-05",28.1536
"2018-05-06",28.5501
"2018-05-07",27.9219
"2018-05-08",27.5797
"2018-05-09",27.4427
"2018-05-10",27.5149
"2018-05-11",28.2033
"2018-05-12",28.0325
"2018-05-13",27.9895
"2018-05-14",27.5727
"2018-05-15",27.9043
"2018-05-16",27.4143
"2018-05-17",27.0196
"2018-05-18",26.4946
"2018-05-19",27.4827
"2018-05-20",27.0118
"2018-05-21",25.4209
"2018-05-22",27.4693
"2018-05-23",25.8971
"2018-05-24",26.4481
"2018-05-25",25.9207
"2018-05-26",27.4953
"2018-05-27",27.3653
"2018-05-28",28.4871
"2018-05-29",29.2466
"2018-05-30",29.1973
"2018-05-31",29.0692
"2018-06-01",28.2062
"2018-06-02",27.7855
"2018-06-03",28.327
"2018-06-04",28.8148
"2018-06-05",29.0027
"2018-06-06",28.473
"2018-06-07",27.98
"2018-06-08",28.9488
"2018-06-09",28.6272
"2018-06-10",29.0051
"2018-06-11",29.1804
"2018-06-12",29.105
"2018-06-13",28.5171
"2018-06-14",28.4523
"2018-06-15",28.9749
"2018-06-16",27.6827
"2018-06-17",28.5732
"2018-06-18",28.4231
"2018-06-19",28.4004
"2018-06-20",27.8797
"2018-06-21",28.2643
"2018-06-22",28.5807
"2018-06-23",28.6636
"2018-06-24",28.7124
"2018-06-25",28.6756
"2018-06-26",28.9556
"2018-06-27",28.9951
"2018-06-28",29.2101
"2018-06-29",28.4943
"2018-06-30",28.5547
"2018-07-01",27.7908
"2018-07-02",27.877
"2018-07-03",28.3204
"2018-07-04",29.0299
"2018-07-05",29.0332
"2018-07-06",29.2418
"2018-07-07",29.1298
"2018-07-08",29.2201
"2018-07-09",28.712
"2018-07-10",28.1078
"2018-07-11",27.5431
"2018-07-12",28.6966
"2018-07-13",28.9238
"2018-07-14",29.034
"2018-07-15",28.4726
"2018-07-16",28.418
"2018-07-17",29.3878
"2018-07-18",29.4899
"2018-07-19",28.4396
"2018-07-20",28.6677
"2018-07-21",28.8408
"2018-07-22",29.331
"2018-07-23",29.6753
"2018-07-24",29.0434
"2018-07-25",29.0171
"2018-07-26",29.0579
"2018-07-27",28.7447
"2018-07-28",28.8184
"2018-07-29",28.444
"2018-07-30",28.3636
"2018-07-31",27.9666
"2018-08-01",28.2374
"2018-08-02",28.3541
"2018-08-03",28.4878
"2018-08-04",28.3495
"2018-08-05",28.4819
"2018-08-06",28.6128
"2018-08-07",28.368
"2018-08-08",27.5533
"2018-08-09",28.0579
"2018-08-10",28.4013
"2018-08-11",28.1013
"2018-08-12",28.4569
"2018-08-13",28.4367
"2018-08-14",28.2473
"2018-08-15",27.2711
"2018-08-16",28.0522
"2018-08-17",28.4162
"2018-08-18",28.3767
"2018-08-19",28.4207
"2018-08-20",28.5427
"2018-08-21",28.4883
"2018-08-22",29.0095
"2018-08-23",29.2779
"2018-08-24",27.7732
"2018-08-25",27.9578
"2018-08-26",28.1863
"2018-08-27",28.095
"2018-08-28",28.3627
"2018-08-29",28.0713
"2018-08-30",28.0006
"2018-08-31",27.623
"2018-09-01",27.6398
"2018-09-02",27.8466
"2018-09-03",27.9708
"2018-09-04",28.1053
"2018-09-05",27.8997
"2018-09-06",28.0682
"2018-09-07",28.2708
"2018-09-08",28.7017
"2018-09-09",29.131
"2018-09-10",28.4279
"2018-09-11",29.1251
"2018-09-12",29.6189
"2018-09-13",28.8685
"2018-09-14",29.1833
"2018-09-15",28.8926
"2018-09-16",28.473
"2018-09-17",28.8349
"2018-09-18",28.9935
"2018-09-19",28.6927
"2018-09-20",28.7632
"2018-09-21",27.9847
"2018-09-22",29.3722
"2018-09-23",28.7891
"2018-09-24",27.3284
"2018-09-25",27.8648
"2018-09-26",28.0895
"2018-09-27",27.1635
"2018-09-28",26.5945
"2018-09-29",26.7494
"2018-09-30",27.8533
"2018-10-01",27.2615
"2018-10-02",26.5832
"2018-10-03",26.1059
"2018-10-04",26.4628
"2018-10-05",26.7344
"2018-10-06",26.6125
"2018-10-07",26.6607
"2018-10-08",25.6091
"2018-10-09",25.7505
"2018-10-10",27.4793
"2018-10-11",27.7753
"2018-10-12",27.5061
"2018-10-13",26.8329
"2018-10-14",27.0619
