,"(deg C) Mean Temperature (ERA5) at Kurunegala, 2007-01-01 to 2025-12-31"
"2019-04-04",30.059
"2019-04-05",29.9128
"2019-04-06",30.0552
"2019-04-07",29.7601
"2019-04-08",29.868
"2019-04-09",29.5688
"2019-04-10",29.9264
"2019-04-11",29.2772
"2019-04-12",30.6566
"2019-04-13",30.0908
"2019-04-14",30.3916
"2019-04-15",29.2638
"2019-04-16",27.7433
"2019-04-17",27.3478
"2019-04-18",27.7607
"2019-04-19",27.7653
"2019-04-20",27.0962
"2019-04-21",28.2068
"2019-04-22",28.4637
"2019-04-23",27.9963
"2019-04-24",29.8148
"2019-04-25",27.8448
"2019-04-26",28.4839
"2019-04-27",28.5203
"2019-04-28",28.4625
"2019-04-29",27.5056
"2019-04-30",27.4995
"2019-05-01",28.7059
"2019-05-02",28.4669
"2019-05-03",27.6678
"2019-05-04",29.1785
"2019-05-05",28.728
"2019-05-06",28.7967
"2019-05-07",28.9281
"2019-05-08",28.7167
"2019-05-09",28.9009
"2019-05-10",29.6072
"2019-05-11",29.2583
"2019-05-12",29.1239
"2019-05-13",29.131
"2019-05-14",29.2885
"2019-05-15",28.9962
"2019-05-16",29.104
"2019-05-17",28.9006
"2019-05-18",28.8719
"2019-05-19",29.1244
"2019-05-20",29.0603
"2019-05-21",28.5773
"2019-05-22",28.486
"2019-05-23",28.5312
"2019-05-24",28.1815
"2019-05-25",28.0681
"2019-05-26",29.0584
"2019-05-27",29.577
"2019-05-28",29.9901
"2019-05-29",29.0969
"2019-05-30",28.8822
"2019-05-31",28.5887
"2019-06-01",29.0604
"2019-06-02",28.8092
"2019-06-03",28.2099
"2019-06-04",27.4506
"2019-06-05",28.2407
"2019-06-06",28.3124
"2019-06-07",27.5186
"2019-06-08",28.6016
"2019-06-09",27.5417
"2019-06-10",26.7334
"2019-06-11",27.8552
"2019-06-12",28.1224
"2019-06-13",27.9413
"2019-06-14",27.8801
"2019-06-15",29.0304
"2019-06-16",28.6714
"2019-06-17",28.9341
"2019-06-18",29.2441
"2019-06-19",29.2894
"2019-06-20",28.8056
"2019-06-21",28.4031
"2019-06-22",28.1068
"2019-06-23",28.6089
"2019-06-24",28.78
"2019-06-25",28.2278
"2019-06-26",28.2635
"2019-06-27",28.6717
"2019-06-28",28.8159
"2019-06-29",28.8814
"2019-06-30",28.6602
"2019-07-01",28.6395
"2019-07-02",28.293
"2019-07-03",28.5142
"2019-07-04",28.6012
"2019-07-05",28.8018
"2019-07-06",28.643
"2019-07-07",28.8565
"2019-07-08",29.2807
"2019-07-09",27.0482
"2019-07-10",27.3343
"2019-07-11",28.385
"2019-07-12",28.389
"2019-07-13",27.6811
"2019-07-14",27.1814
"2019-07-15",27.7096
"2019-07-16",28.3791
"2019-07-17",27.8843
"2019-07-18",27.0543
"2019-07-19",28.0967
"2019-07-20",28.397
"2019-07-21",28.2139
"2019-07-22",27.6657
"2019-07-23",28.1467
"2019-07-24",28.0469
"2019-07-25",27.4206
"2019-07-26",27.6667
"2019-07-27",27.8134
"2019-07-28",28.1724
"2019-07-29",27.7943
"2019-07-30",28.431
"2019-07-31",28.1228
"2019-08-01",28.3654
"2019-08-02",28.3395
"2019-08-03",28.304
"2019-08-04",27.7343
"2019-08-05",27.9035
"2019-08-06",28.0398
"2019-08-07",27.0224
"2019-08-08",26.4602
"2019-08-09",26.4645
"2019-08-10",26.8234
"2019-08-11",27.9503
"2019-08-12",27.4523
"2019-08-13",26.9245
"2019-08-14",27.8178
"2019-08-15",27.9871
"2019-08-16",27.1232
"2019-08-17",26.5446
"2019-08-18",27.1244
"2019-08-19",27.6436
"2019-08-20",27.4576
"2019-08-21",27.1464
"2019-08-22",25.9191
"2019-08-23",26.0853
"2019-08-24",27.0823
"2019-08-25",26.9231
"2019-08-26",26.5106
"2019-08-27",27.1759
"2019-08-28",27.5072
"2019-08-29",27.2875
"2019-08-30",27.6922
"2019-08-31",27.4643
"2019-09-01",26.6832
"2019-09-02",27.3011
"2019-09-03",27.7279
"2019-09-04",27.4209
"2019-09-05",27.321
"2019-09-06",27.7694
"2019-09-07",28.3056
"2019-09-08",28.5799
"2019-09-09",28.6139
"2019-09-10",28.0599
"2019-09-11",26.4847
"2019-09-12",26.1864
"2019-09-13",26.6541
"2019-09-14",27.2412
"2019-09-15",25.6501
"2019-09-16",25.8862
"2019-09-17",26.9268
"2019-09-18",26.6199
"2019-09-19",26.0872
"2019-09-20",27.0524
"2019-09-21",27.5398
"2019-09-22",26.9133
"2019-09-23",26.0044
"2019-09-24",25.0574
"2019-09-25",24.6284
"2019-09-26",26.8607
"2019-09-27",26.6226
"2019-09-28",26.2285
"2019-09-29",26.2274
"2019-09-30",26.2244
"2019-10-01",26.0799
"2019-10-02",27.509
"2019-10-03",26.392
"2019-10-04",26.8077
"2019-10-05",26.5699
"2019-10-06",25.557
"2019-10-07",25.9383
"2019-10-08",26.3777
"2019-10-09",26.5467
"2019-10-10",26.5113
"2019-10-11",25.7437
"2019-10-12",26.0991
"2019-10-13",26.2449
"2019-10-14",27.5225
"2019-10-15",26.138
"2019-10-16",25.2147
"2019-10-17",26.456
"2019-10-18",26.6273
"2019-10-19",26.1291
"2019-10-20",25.9045
"2019-10-21",25.3724
"2019-10-22",25.6025
"2019-10-23",26.3704
"2019-10-24",24.5998
"2019-10-25",26.4534
"2019-10-26",25.7126
"2019-10-27",25.4311
"2019-10-28",24.3966
"2019-10-29",25.4203
"2019-10-30",25.9167
"2019-10-31",25.7015
"2019-11-01",27.0262
"2019-11-02",26.2517
"2019-11-03",25.6017
"2019-11-04",26.3752
"2019-11-05",27.0823
"2019-11-06",27.2644
"2019-11-07",27.5485
"2019-11-08",27.3447
"2019-11-09",26.3875
"2019-11-10",26.6787
"2019-11-11",26.7529
"2019-11-12",26.9348
"2019-11-13",27.1859
"2019-11-14",27.8827
"2019-11-15",27.154
"2019-11-16",26.0797
"2019-11-17",27.1742
"2019-11-18",26.8703
"2019-11-19",26.645
"2019-11-20",26.7873
"2019-11-21",27.1488
"2019-11-22",25.9974
"2019-11-23",26.2274
"2019-11-24",26.3556
"2019-11-25",25.4839
"2019-11-26",26.586
"2019-11-27",26.5669
"2019-11-28",26.5363
"2019-11-29",25.9591
"2019-11-30",24.988
"2019-12-01",25.7137
"2019-12-02",25.6975
"2019-12-03",25.9694
"2019-12-04",25.2914
"2019-12-05",25.1064
"2019-12-06",26.3238
"2019-12-07",25.712
"2019-12-08",26.5532
"2019-12-09",26.1411
"2019-12-10",25.6424
"2019-12-11",25.7935
"2019-12-12",26.3589
"2019-12-13",26.7826
"2019-12-14",26.4056
"2019-12-15",26.6842
"2019-12-16",26.6831
"2019-12-17",25.8035
"2019-12-18",26.1728
"2019-12-19",25.9301
"2019-12-20",24.7837
"2019-12-21",26.4095
"2019-12-22",25.8673
"2019-12-23",26.3249
"2019-12-24",27.1053
"2019-12-25",26.3993
"2019-12-26",26.2779
"2019-12-27",26.2395
"2019-12-28",26.2502
"2019-12-29",26.1757
"2019-12-30",26.6482
"2019-12-31",26.7666
"2020-01-01",27.1834
"2020-01-02",27.1665
"2020-01-03",27.6504
"2020-01-04",27.7974
"2020-01-05",27.7901
"2020-01-06",27.5721
"2020-01-07",26.8824
"2020-01-08",26.3126
"2020-01-09",25.988
"2020-01-10",25.9633
"2020-01-11",26.344
"2020-01-12",26.2442
"2020-01-13",24.9321
"2020-01-14",24.5596
"2020-01-15",25.1305
"2020-01-16",26.3247
"2020-01-17",26.2427
"2020-01-18",27.3352
"2020-01-19",26.9491
"2020-01-20",27.5205
"2020-01-21",27.068
"2020-01-22",26.4806
"2020-01-23",27.31
"2020-01-24",27.4861
"2020-01-25",26.909
"2020-01-26",26.4779
"2020-01-27",26.1199
"2020-01-28",26.6257
"2020-01-29",26.8101
"2020-01-30",26.6069
"2020-01-31",26.7407
"2020-02-01",26.8355
"2020-02-02",27.2834
"2020-02-03",27.2475
"2020-02-04",27.3863
"2020-02-05",27.2872
"2020-02-06",27.2184
"2020-02-07",26.792
"2020-02-08",27.315
"2020-02-09",27.086
"2020-02-10",27.327
"2020-02-11",27.783
"2020-02-12",27.6194
"2020-02-13",27.6998
"2020-02-14",28.199
"2020-02-15",28.866
"2020-02-16",28.7968
"2020-02-17",27.5418
"2020-02-18",26.7673
"2020-02-19",27.081
"2020-02-20",28.4776
"2020-02-21",27.7487
"2020-02-22",27.7196
"2020-02-23",27.6583
"2020-02-24",28.2604
"2020-02-25",28.6354
"2020-02-26",28.7805
"2020-02-27",28.5135
"2020-02-28",28.1535
"2020-02-29",28.5221
"2020-03-01",28.7468
"2020-03-02",28.4914
"2020-03-03",28.1091
"2020-03-04",28.4096
"2020-03-05",28.5367
"2020-03-06",28.2256
"2020-03-07",27.832
"2020-03-08",28.8985
"2020-03-09",29.3903
"2020-03-10",29.556
"2020-03-11",29.3387
"2020-03-12",29.4194
"2020-03-13",29.275
"2020-03-14",29.2654
"2020-03-15",29.8386
"2020-03-16",29.0175
"2020-03-17",28.8548
"2020-03-18",29.3032
"2020-03-19",29.4849
"2020-03-20",29.0804
"2020-03-21",29.4158
"2020-03-22",29.1318
"2020-03-23",29.3827
"2020-03-24",29.5928
"2020-03-25",29.1927
"2020-03-26",28.9933
"2020-03-27",29.055
"2020-03-28",29.7462
"2020-03-29",29.3798
"2020-03-30",29.597
"2020-03-31",29.6669
"2020-04-01",28.9282
"2020-04-02",29.7204
"2020-04-03",30.0171
"2020-04-04",28.15
"2020-04-05",29.0804
"2020-04-06",30.0041
"2020-04-07",29.3866
"2020-04-08",29.243
"2020-04-09",28.924
"2020-04-10",29.2322
"2020-04-11",29.9176
"2020-04-12",28.9795
"2020-04-13",29.2597
"2020-04-14",28.7835
"2020-04-15",27.779
"2020-04-16",28.2718
"2020-04-17",28.3747
"2020-04-18",28.9162
"2020-04-19",29.0692
"2020-04-20",30.0383
"2020-04-21",29.0319
"2020-04-22",27.6345
"2020-04-23",28.0132
"2020-04-24",28.4065
"2020-04-25",29.0749
"2020-04-26",29.1334
"2020-04-27",29.4042
"2020-04-28",29.1958
"2020-04-29",29.3101
"2020-04-30",28.6534
"2020-05-01",28.8712
"2020-05-02",30.1137
"2020-05-03",29.5792
"2020-05-04",29.016
"2020-05-05",28.3867
"2020-05-06",27.938
"2020-05-07",28.0395
"2020-05-08",28.1342
"2020-05-09",28.4686
"2020-05-10",28.0181
"2020-05-11",26.644
"2020-05-12",27.4709
"2020-05-13",27.6233
"2020-05-14",28.7873
"2020-05-15",27.9157
"2020-05-16",28.8264
"2020-05-17",29.0296
"2020-05-18",28.0064
"2020-05-19",28.2646
"2020-05-20",28.8038
"2020-05-21",27.5432
"2020-05-22",27.5017
"2020-05-23",29.1182
"2020-05-24",28.7334
"2020-05-25",28.745
"2020-05-26",28.657
"2020-05-27",27.6026
"2020-05-28",27.9416
"2020-05-29",28.2946
"2020-05-30",28.5559
"2020-05-31",28.57
"2020-06-01",28.1879
"2020-06-02",28.3855
"2020-06-03",28.3069
"2020-06-04",28.7819
"2020-06-05",28.0439
"2020-06-06",26.2699
"2020-06-07",26.269
"2020-06-08",27.9629
"2020-06-09",28.7201
"2020-06-10",28.0869
"2020-06-11",27.2377
"2020-06-12",27.8186
"2020-06-13",28.6233
"2020-06-14",28.6351
"2020-06-15",28.8613
"2020-06-16",28.2346
"2020-06-17",28.3702
"2020-06-18",28.8142
"2020-06-19",28.5265
"2020-06-20",28.789
"2020-06-21",27.8992
"2020-06-22",28.4659
"2020-06-23",28.1639
"2020-06-24",27.9116
"2020-06-25",26.9516
"2020-06-26",26.7758
"2020-06-27",27.8442
"2020-06-28",28.093
"2020-06-29",27.946
"2020-06-30",28.0983
"2020-07-01",28.3393
"2020-07-02",28.3202
"2020-07-03",27.5962
"2020-07-04",27.7538
"2020-07-05",28.4905
"2020-07-06",27.642
"2020-07-07",28.412
"2020-07-08",28.0488
"2020-07-09",27.2882
"2020-07-10",26.9654
"2020-07-11",26.9695
"2020-07-12",27.6995
"2020-07-13",27.7356
"2020-07-14",28.2987
"2020-07-15",27.8182
"2020-07-16",26.9812
"2020-07-17",28.1242
"2020-07-18",27.535
"2020-07-19",27.4711
"2020-07-20",25.2483
"2020-07-21",27.2949
"2020-07-22",27.3764
"2020-07-23",26.6265
"2020-07-24",26.7468
"2020-07-25",26.9207
"2020-07-26",26.9329
"2020-07-27",27.2835
"2020-07-28",26.0917
"2020-07-29",26.7283
"2020-07-30",27.0974
"2020-07-31",27.6225
"2020-08-01",27.6483
"2020-08-02",26.6862
"2020-08-03",26.8959
"2020-08-04",27.0624
"2020-08-05",27.2301
"2020-08-06",26.0709
"2020-08-07",26.9287
"2020-08-08",27.06
"2020-08-09",26.278
"2020-08-10",27.0196
"2020-08-11",27.206
"2020-08-12",27.5554
"2020-08-13",27.6277
"2020-08-14",27.5023
"2020-08-15",27.4388
"2020-08-16",27.4625
"2020-08-17",27.6402
"2020-08-18",27.6789
"2020-08-19",28.0279
"2020-08-20",27.8388
"2020-08-21",27.8705
"2020-08-22",28
"2020-08-23",28.1093
"2020-08-24",28.0034
"2020-08-25",28.0349
"2020-08-26",27.9579
"2020-08-27",28.1047
"2020-08-28",28.0045
"2020-08-29",27.9597
"2020-08-30",28.0436
"2020-08-31",27.5168
"2020-09-01",26.4407
"2020-09-02",25.0579
"2020-09-03",26.8825
"2020-09-04",27.9367
"2020-09-05",26.5821
"2020-09-06",24.9313
"2020-09-07",27.0671
"2020-09-08",27.4257
"2020-09-09",25.969
"2020-09-10",26.941
"2020-09-11",27.2505
"2020-09-12",26.7383
"2020-09-13",26.8306
"2020-09-14",26.9939
"2020-09-15",27.4457
"2020-09-16",27.6939
"2020-09-17",27.3596
"2020-09-18",26.7508
"2020-09-19",27.1589
"2020-09-20",26.8828
"2020-09-21",25.9713
"2020-09-22",25.8855
"2020-09-23",27.0842
"2020-09-24",27.0178
"2020-09-25",25.5286
"2020-09-26",27.0592
"2020-09-27",27.5472
"2020-09-28",26.8455
"2020-09-29",25.5905
"2020-09-30",26.0973
"2020-10-01",27.0293
"2020-10-02",27.4062
"2020-10-03",27.2683
"2020-10-04",27.4384
"2020-10-05",27.3392
"2020-10-06",27.1118
"2020-10-07",26.7692
"2020-10-08",27.2141
"2020-10-09",26.4577
"2020-10-10",26.7183
"2020-10-11",26.5981
"2020-10-12",27.5859
"2020-10-13",27.5107
"2020-10-14",26.4037
"2020-10-15",26.5408
"2020-10-16",26.9643
"2020-10-17",26.9372
"2020-10-18",26.9856
"2020-10-19",27.2058
"2020-10-20",27.0034
"2020-10-21",27.0381
"2020-10-22",27.1328
"2020-10-23",27.5148
"2020-10-24",27.0662
"2020-10-25",27.308
"2020-10-26",27.1141
"2020-10-27",27.0353
"2020-10-28",26.7472
"2020-10-29",26.8908
"2020-10-30",27.2088
"2020-10-31",27.3761
"2020-11-01",27.715
"2020-11-02",27.4019
"2020-11-03",27.6031
"2020-11-04",26.4557
"2020-11-05",26.5755
"2020-11-06",26.8306
"2020-11-07",27.4316
"2020-11-08",25.9332
"2020-11-09",25.8986
"2020-11-10",25.3853
"2020-11-11",26.6969
"2020-11-12",26.9568
"2020-11-13",26.7202
"2020-11-14",26.6065
"2020-11-15",27.0223
"2020-11-16",25.7223
"2020-11-17",26.1019
"2020-11-18",26.5324
"2020-11-19",26.6259
"2020-11-20",25.8821
"2020-11-21",26.5249
"2020-11-22",25.0737
"2020-11-23",25.2047
"2020-11-24",25.8062
"2020-11-25",26.2867
"2020-11-26",27.0301
"2020-11-27",26.6757
"2020-11-28",27.2036
"2020-11-29",27.1341
"2020-11-30",27.0871
"2020-12-01",25.7836
"2020-12-02",24.6318
"2020-12-03",25.3676
"2020-12-04",25.3289
"2020-12-05",25.3784
"2020-12-06",26.2446
"2020-12-07",27.482
"2020-12-08",26.2814
"2020-12-09",26.7433
"2020-12-10",26.4994
"2020-12-11",26.1213
"2020-12-12",26.0338
"2020-12-13",26.0212
"2020-12-14",25.449
"2020-12-15",25.5247
"2020-12-16",26.3609
"2020-12-17",26.5244
"2020-12-18",25.562
"2020-12-19",25.6482
"2020-12-20",25.0323
"2020-12-21",24.8756
"2020-12-22",24.1759
"2020-12-23",25.3487
"2020-12-24",25.9966
"2020-12-25",26.0968
"2020-12-26",25.2913
"2020-12-27",24.6728
"2020-12-28",25.4568
"2020-12-29",26.7167
"2020-12-30",26.5244
"2020-12-31",25.0358
"2021-01-01",25.2124
"2021-01-02",26.4659
"2021-01-03",26.228
"2021-01-04",25.5671
"2021-01-05",26.0591
"2021-01-06",25.8757
"2021-01-07",26.7944
"2021-01-08",26.7
"2021-01-09",24.6327
"2021-01-10",24.9343
"2021-01-11",24.626
"2021-01-12",25.3866
"2021-01-13",25.254
"2021-01-14",25.9289
"2021-01-15",24.7406
"2021-01-16",26.2823
"2021-01-17",26.1109
"2021-01-18",24.7246
"2021-01-19",25.879
"2021-01-20",26.4177
"2021-01-21",27.7021
"2021-01-22",27.3358
"2021-01-23",26.4858
"2021-01-24",25.6959
"2021-01-25",25.7758
"2021-01-26",25.2176
"2021-01-27",25.2715
"2021-01-28",26.0373
"2021-01-29",24.6997
"2021-01-30",25.9667
"2021-01-31",26.0924
"2021-02-01",25.8985
"2021-02-02",26.2092
"2021-02-03",25.9048
"2021-02-04",25.6847
"2021-02-05",25.8517
"2021-02-06",26.2555
"2021-02-07",26.0418
"2021-02-08",25.8314
"2021-02-09",25.334
"2021-02-10",24.8314
"2021-02-11",24.6555
"2021-02-12",25.7968
"2021-02-13",26.571
"2021-02-14",26.9761
"2021-02-15",26.7292
"2021-02-16",26.5279
"2021-02-17",26.8292
"2021-02-18",26.7105
"2021-02-19",26.9488
"2021-02-20",27.2547
"2021-02-21",27.0183
"2021-02-22",27.143
"2021-02-23",27.4738
"2021-02-24",27.4351
"2021-02-25",27.5007
"2021-02-26",27.0265
"2021-02-27",27.0135
"2021-02-28",27.6826
"2021-03-01",27.4711
"2021-03-02",27.2613
"2021-03-03",27.3714
"2021-03-04",28.0677
"2021-03-05",28.164
"2021-03-06",27.295
"2021-03-07",27.7836
"2021-03-08",27.1567
"2021-03-09",27.9622
"2021-03-10",25.8306
"2021-03-11",26.4558
"2021-03-12",28.2385
"2021-03-13",28.492
"2021-03-14",27.8459
"2021-03-15",28.2364
"2021-03-16",28.5077
"2021-03-17",28.518
"2021-03-18",28.1777
"2021-03-19",27.2293
"2021-03-20",27.5522
"2021-03-21",27.2078
"2021-03-22",28.4497
"2021-03-23",28.8199
"2021-03-24",27.5273
"2021-03-25",26.978
"2021-03-26",28.4506
"2021-03-27",27.2107
"2021-03-28",26.2223
"2021-03-29",27.1378
"2021-03-30",28.1615
"2021-03-31",28.8144
"2021-04-01",28.9873
"2021-04-02",28.9548
"2021-04-03",28.4829
"2021-04-04",28.1544
"2021-04-05",29.3425
"2021-04-06",29.4053
"2021-04-07",28.395
"2021-04-08",28.0204
"2021-04-09",28.2465
"2021-04-10",27.6067
"2021-04-11",26.9508
"2021-04-12",27.0033
"2021-04-13",27.235
"2021-04-14",27.0603
"2021-04-15",26.606
"2021-04-16",27.3377
"2021-04-17",28.0592
"2021-04-18",27.6652
"2021-04-19",28.5128
"2021-04-20",28.1721
"2021-04-21",27.8798
"2021-04-22",28.4779
"2021-04-23",27.8041
"2021-04-24",28.2029
"2021-04-25",28.3416
"2021-04-26",28.8098
"2021-04-27",28.8572
"2021-04-28",28.6522
"2021-04-29",28.7612
"2021-04-30",27.8778
"2021-05-01",27.9465
"2021-05-02",27.6591
"2021-05-03",26.5683
"2021-05-04",26.8456
"2021-05-05",28.1764
"2021-05-06",27.6309
"2021-05-07",27.322
"2021-05-08",27.9934
"2021-05-09",27.5317
"2021-05-10",27.3858
"2021-05-11",28.2558
"2021-05-12",27.3573
"2021-05-13",26.456
"2021-05-14",27.3376
"2021-05-15",28.0758
"2021-05-16",28.1511
"2021-05-17",28.9265
"2021-05-18",29.0384
"2021-05-19",27.88
"2021-05-20",26.9784
"2021-05-21",26.398
"2021-05-22",27.1811
"2021-05-23",26.8757
"2021-05-24",27.0807
"2021-05-25",26.2389
"2021-05-26",26.6482
"2021-05-27",27.9693
"2021-05-28",28.4239
"2021-05-29",28.254
"2021-05-30",28.3695
"2021-05-31",28.361
"2021-06-01",28.153
"2021-06-02",28.2455
"2021-06-03",26.9103
"2021-06-04",26.8584
"2021-06-05",25.637
"2021-06-06",27.2837
"2021-06-07",27.8275
"2021-06-08",26.3948
"2021-06-09",27.1276
"2021-06-10",27.8645
"2021-06-11",27.9725
"2021-06-12",27.6014
"2021-06-13",27.0304
"2021-06-14",27.1108
"2021-06-15",27.5145
"2021-06-16",27.647
"2021-06-17",27.76
"2021-06-18",28.0295
"2021-06-19",28.2336
"2021-06-20",28.3847
"2021-06-21",28.3644
"2021-06-22",27.5429
"2021-06-23",27.3437
"2021-06-24",27.1439
"2021-06-25",28.0206
"2021-06-26",27.8415
"2021-06-27",27.2297
"2021-06-28",27.2714
"2021-06-29",27.4897
"2021-06-30",27.5778
"2021-07-01",26.4999
"2021-07-02",27.5391
"2021-07-03",27.4402
"2021-07-04",27.0073
"2021-07-05",28.0058
"2021-07-06",27.626
"2021-07-07",27.4495
"2021-07-08",27.7305
"2021-07-09",26.6014
"2021-07-10",26.8511
"2021-07-11",27.7596
"2021-07-12",27.9275
"2021-07-13",28.0128
"2021-07-14",27.812
"2021-07-15",27.7672
"2021-07-16",27.5326
"2021-07-17",27.5859
"2021-07-18",27.8393
"2021-07-19",28.2155
"2021-07-20",28.0438
"2021-07-21",28.201
"2021-07-22",27.73
"2021-07-23",27.0611
"2021-07-24",26.5722
"2021-07-25",27.0951
"2021-07-26",26.5424
"2021-07-27",27.6406
"2021-07-28",27.4532
"2021-07-29",27.8271
"2021-07-30",28.0485
"2021-07-31",28.0143
"2021-08-01",27.8079
"2021-08-02",27.7862
"2021-08-03",27.4582
"2021-08-04",27.8557
"2021-08-05",27.7337
"2021-08-06",27.5687
"2021-08-07",27.0589
"2021-08-08",26.8329
"2021-08-09",26.8475
"2021-08-10",27.3945
"2021-08-11",27.2073
"2021-08-12",26.6515
"2021-08-13",27.2019
"2021-08-14",27.4592
"2021-08-15",27.161
"2021-08-16",27.2759
"2021-08-17",26.9723
"2021-08-18",26.4924
"2021-08-19",27.4461
"2021-08-20",27.7485
"2021-08-21",26.7251
"2021-08-22",26.0088
"2021-08-23",26.9878
"2021-08-24",27.1474
"2021-08-25",26.7692
"2021-08-26",26.2389
"2021-08-27",27.2388
"2021-08-28",27.2675
"2021-08-29",26.8815
"2021-08-30",27.6008
"2021-08-31",27.8903
"2021-09-01",27.3153
"2021-09-02",26.4748
"2021-09-03",26.4404
"2021-09-04",26.6176
"2021-09-05",26.7669
"2021-09-06",27.2438
"2021-09-07",27.431
"2021-09-08",27.3051
"2021-09-09",27.6363
"2021-09-10",27.9369
"2021-09-11",27.8502
"2021-09-12",27.7088
"2021-09-13",27.5687
"2021-09-14",27.8462
"2021-09-15",27.2807
"2021-09-16",26.7248
"2021-09-17",27.6139
"2021-09-18",27.4004
"2021-09-19",28.2907
"2021-09-20",27.4672
"2021-09-21",26.8432
"2021-09-22",28.26
"2021-09-23",28.0044
"2021-09-24",27.4732
"2021-09-25",27.7537
"2021-09-26",26.656
"2021-09-27",27.2473
"2021-09-28",26.294
"2021-09-29",27.9363
"2021-09-30",27.0407
"2021-10-01",24.8328
"2021-10-02",26.6297
"2021-10-03",27.0866
"2021-10-04",26.118
"2021-10-05",25.2445
"2021-10-06",26.3068
"2021-10-07",27.5186
"2021-10-08",27.6756
"2021-10-09",26.8546
"2021-10-10",27.5696
"2021-10-11",26.0543
"2021-10-12",26.8654
"2021-10-13",27.8167
"2021-10-14",27.8494
"2021-10-15",27.6847
"2021-10-16",26.5817
"2021-10-17",27.755
"2021-10-18",27.6961
"2021-10-19",27.2845
"2021-10-20",26.5314
"2021-10-21",26.4711
"2021-10-22",26.8226
"2021-10-23",26.9495
"2021-10-24",26.8487
"2021-10-25",26.6175
"2021-10-26",25.4891
"2021-10-27",25.5279
"2021-10-28",25.4232
"2021-10-29",25.7986
"2021-10-30",25.4702
"2021-10-31",25.8545
"2021-11-01",25.9562
"2021-11-02",26.594
"2021-11-03",25.6623
"2021-11-04",25.7698
"2021-11-05",26.1239
"2021-11-06",26.0233
"2021-11-07",25.2959
"2021-11-08",24.4018
"2021-11-09",24.6672
"2021-11-10",25.2544
"2021-11-11",26.4904
"2021-11-12",25.9435
"2021-11-13",25.4893
"2021-11-14",25.4073
"2021-11-15",26.15
"2021-11-16",26.4377
"2021-11-17",25.3762
"2021-11-18",26.2023
"2021-11-19",26.3814
"2021-11-20",26.7748
"2021-11-21",26.6663
"2021-11-22",27.1801
"2021-11-23",25.8823
"2021-11-24",25.081
"2021-11-25",24.5684
"2021-11-26",26.1168
"2021-11-27",26.0278
"2021-11-28",25.6142
"2021-11-29",26.1689
"2021-11-30",26.3985
"2021-12-01",26.983
"2021-12-02",26.5558
"2021-12-03",27.4499
"2021-12-04",27.2348
"2021-12-05",26.9672
"2021-12-06",26.7487
"2021-12-07",27.1531
"2021-12-08",26.9299
"2021-12-09",27.1052
"2021-12-10",27.2336
"2021-12-11",27.5795
"2021-12-12",26.5132
"2021-12-13",25.4488
"2021-12-14",25.7748
"2021-12-15",26.0473
"2021-12-16",26.2749
"2021-12-17",25.9847
"2021-12-18",25.9839
"2021-12-19",26.42
"2021-12-20",26.6288
"2021-12-21",26.4203
"2021-12-22",26.5731
"2021-12-23",25.7489
"2021-12-24",25.3272
"2021-12-25",25.201
"2021-12-26",25.6441
"2021-12-27",26.2295
"2021-12-28",26.3011
"2021-12-29",26.5781
"2021-12-30",25.803
"2021-12-31",26.0629
"2022-01-01",26.0385
"2022-01-02",25.7201
"2022-01-03",25.1263
"2022-01-04",25.9639
"2022-01-05",25.7314
"2022-01-06",27.0637
"2022-01-07",27.0461
"2022-01-08",26.3847
"2022-01-09",26.4997
"2022-01-10",25.4875
"2022-01-11",26.2495
"2022-01-12",26.8446
"2022-01-13",27.4835
"2022-01-14",27.6344
"2022-01-15",27.4072
"2022-01-16",27.0262
"2022-01-17",27.1628
"2022-01-18",26.5977
"2022-01-19",26.302
"2022-01-20",25.1263
"2022-01-21",25.0105
"2022-01-22",25.2527
"2022-01-23",25.7611
"2022-01-24",26.1548
"2022-01-25",26.3663
"2022-01-26",26.074
"2022-01-27",25.6698
"2022-01-28",25.843
"2022-01-29",27.2981
"2022-01-30",27.4452
"2022-01-31",27.2824
"2022-02-01",27.3307
"2022-02-02",26.0309
"2022-02-03",26.0472
"2022-02-04",26.8721
"2022-02-05",27.0823
"2022-02-06",27.0945
"2022-02-07",26.2775
"2022-02-08",26.6353
"2022-02-09",26.3628
"2022-02-10",25.7273
"2022-02-11",26.3751
"2022-02-12",25.7753
"2022-02-13",24.5272
"2022-02-14",26.132
"2022-02-15",26.1596
"2022-02-16",25.8781
"2022-02-17",25.9957
"2022-02-18",27.2369
"2022-02-19",26.0073
"2022-02-20",27.1558
"2022-02-21",27.7525
"2022-02-22",27.7833
"2022-02-23",26.9529
"2022-02-24",27.4427
"2022-02-25",27.6769
"2022-02-26",26.3085
"2022-02-27",27.6492
"2022-02-28",27.5958
"2022-03-01",27.8039
"2022-03-02",26.412
"2022-03-03",27.0641
"2022-03-04",25.8559
"2022-03-05",26.992
"2022-03-06",26.8724
"2022-03-07",28.176
"2022-03-08",27.5753
"2022-03-09",27.833
"2022-03-10",28.3792
"2022-03-11",27.9675
"2022-03-12",26.6839
"2022-03-13",27.8988
"2022-03-14",27.926
"2022-03-15",28.0775
"2022-03-16",27.979
"2022-03-17",28.4582
"2022-03-18",28.5073
"2022-03-19",28.2302
"2022-03-20",27.9934
"2022-03-21",28.5838
