,"(deg C) Mean Temperature (ERA5) at Kegalle, 2007-01-01 to 2025-12-31"
"2016-08-15",25.7929
"2016-08-16",25.5794
"2016-08-17",25.6992
"2016-08-18",25.7158
"2016-08-19",26.2446
"2016-08-20",26.1709
"2016-08-21",25.9712
"2016-08-22",25.3221
"2016-08-23",25.3008
"2016-08-24",26.0044
"2016-08-25",25.6825
"2016-08-26",25.7279
"2016-08-27",25.3005
"2016-08-28",25.554
"2016-08-29",25.6943
"2016-08-30",25.4083
"2016-08-31",25.1121
"2016-09-01",25.7192
"2016-09-02",24.5663
"2016-09-03",25.6793
"2016-09-04",25.3307
"2016-09-05",26.0125
"2016-09-06",25.865
"2016-09-07",25.9943
"2016-09-08",25.1103
"2016-09-09",25.5478
"2016-09-10",25.5458
"2016-09-11",25.6637
"2016-09-12",25.366
"2016-09-13",25.7781
"2016-09-14",26.0994
"2016-09-15",25.5252
"2016-09-16",25.979
"2016-09-17",26.1169
"2016-09-18",25.2382
"2016-09-19",25.9954
"2016-09-20",25.7898
"2016-09-21",25.8978
"2016-09-22",25.9168
"2016-09-23",25.7049
"2016-09-24",26.0346
"2016-09-25",25.6965
"2016-09-26",26.0358
"2016-09-27",26.125
"2016-09-28",25.8788
"2016-09-29",25.6471
"2016-09-30",25.5276
"2016-10-01",25.9788
"2016-10-02",25.658
"2016-10-03",25.8354
"2016-10-04",25.8043
"2016-10-05",26.1514
"2016-10-06",26.1204
"2016-10-07",25.6816
"2016-10-08",26.1432
"2016-10-09",25.9906
"2016-10-10",26.1038
"2016-10-11",26.1543
"2016-10-12",26.2649
"2016-10-13",26.8202
"2016-10-14",25.5684
"2016-10-15",25.6709
"2016-10-16",25.6539
"2016-10-17",26.3486
"2016-10-18",26.5702
"2016-10-19",25.7231
"2016-10-20",26.0797
"2016-10-21",25.6921
"2016-10-22",25.2523
"2016-10-23",25.5231
"2016-10-24",24.1207
"2016-10-25",24.9826
"2016-10-26",25.2062
"2016-10-27",25.4316
"2016-10-28",26.0911
"2016-10-29",26.0807
"2016-10-30",25.9111
"2016-10-31",25.4763
"2016-11-01",25.096
"2016-11-02",25.2049
"2016-11-03",24.6718
"2016-11-04",23.2624
"2016-11-05",24.8802
"2016-11-06",24.0809
"2016-11-07",25.5211
"2016-11-08",25.794
"2016-11-09",25.2526
"2016-11-10",26.2264
"2016-11-11",26.4257
"2016-11-12",26.0089
"2016-11-13",25.809
"2016-11-14",25.4619
"2016-11-15",25.7937
"2016-11-16",25.2195
"2016-11-17",24.551
"2016-11-18",25.2192
"2016-11-19",25.0127
"2016-11-20",24.816
"2016-11-21",25.0704
"2016-11-22",25.5885
"2016-11-23",25.7205
"2016-11-24",25.8941
"2016-11-25",26.4794
"2016-11-26",25.7899
"2016-11-27",25.0132
"2016-11-28",24.4683
"2016-11-29",24.4792
"2016-11-30",23.2209
"2016-12-01",24.0699
"2016-12-02",24.8108
"2016-12-03",25.8486
"2016-12-04",25.6541
"2016-12-05",26.0552
"2016-12-06",25.5719
"2016-12-07",26.0797
"2016-12-08",25.7454
"2016-12-09",25.1399
"2016-12-10",25.2312
"2016-12-11",25.3908
"2016-12-12",25.4966
"2016-12-13",25.0892
"2016-12-14",24.8411
"2016-12-15",25.5786
"2016-12-16",26.0656
"2016-12-17",25.4239
"2016-12-18",25.6367
"2016-12-19",24.3781
"2016-12-20",25.7334
"2016-12-21",26.1058
"2016-12-22",25.8786
"2016-12-23",23.7082
"2016-12-24",22.905
"2016-12-25",23.5672
"2016-12-26",25.5962
"2016-12-27",25.7134
"2016-12-28",25.5335
"2016-12-29",25.6298
"2016-12-30",25.8856
"2016-12-31",25.8575
"2017-01-01",25.6793
"2017-01-02",25.6529
"2017-01-03",25.7848
"2017-01-04",24.6317
"2017-01-05",24.1146
"2017-01-06",23.8624
"2017-01-07",23.6779
"2017-01-08",23.6717
"2017-01-09",23.6392
"2017-01-10",24.3454
"2017-01-11",24.1479
"2017-01-12",24.701
"2017-01-13",24.4832
"2017-01-14",24.7671
"2017-01-15",25.8207
"2017-01-16",25.4243
"2017-01-17",24.778
"2017-01-18",24.6533
"2017-01-19",25.5954
"2017-01-20",24.5741
"2017-01-21",26.5084
"2017-01-22",24.95
"2017-01-23",24.3217
"2017-01-24",23.82
"2017-01-25",25.2071
"2017-01-26",25.8845
"2017-01-27",23.7336
"2017-01-28",25.3465
"2017-01-29",26.2219
"2017-01-30",25.4615
"2017-01-31",25.0402
"2017-02-01",25.0217
"2017-02-02",24.5734
"2017-02-03",24.1537
"2017-02-04",23.8313
"2017-02-05",24.5269
"2017-02-06",24.9651
"2017-02-07",24.5054
"2017-02-08",24.4434
"2017-02-09",25.0923
"2017-02-10",25.8592
"2017-02-11",26.1735
"2017-02-12",25.8401
"2017-02-13",26.5962
"2017-02-14",26.4563
"2017-02-15",26.7149
"2017-02-16",26.7104
"2017-02-17",26.8801
"2017-02-18",26.8465
"2017-02-19",25.3418
"2017-02-20",26.2199
"2017-02-21",26.2972
"2017-02-22",26.7759
"2017-02-23",27.4616
"2017-02-24",27.2409
"2017-02-25",26.2622
"2017-02-26",25.036
"2017-02-27",26.5829
"2017-02-28",26.0456
"2017-03-01",24.6784
"2017-03-02",26.4192
"2017-03-03",26.3993
"2017-03-04",26.2765
"2017-03-05",27.7444
"2017-03-06",28.0193
"2017-03-07",27.2668
"2017-03-08",27.3479
"2017-03-09",27.0172
"2017-03-10",25.3759
"2017-03-11",25.1242
"2017-03-12",26.3139
"2017-03-13",26.0361
"2017-03-14",26.362
"2017-03-15",25.8085
"2017-03-16",26.2045
"2017-03-17",27.0423
"2017-03-18",27.3567
"2017-03-19",27.3071
"2017-03-20",26.9268
"2017-03-21",27.7074
"2017-03-22",27.3973
"2017-03-23",27.2279
"2017-03-24",27.5518
"2017-03-25",26.7715
"2017-03-26",27.4564
"2017-03-27",27.0911
"2017-03-28",27.0441
"2017-03-29",26.4521
"2017-03-30",27.1985
"2017-03-31",27.6203
"2017-04-01",27.8729
"2017-04-02",27.0934
"2017-04-03",26.7812
"2017-04-04",26.6855
"2017-04-05",27.7301
"2017-04-06",28.1607
"2017-04-07",28.2349
"2017-04-08",28.549
"2017-04-09",27.46
"2017-04-10",27.8611
"2017-04-11",26.4353
"2017-04-12",26.3545
"2017-04-13",25.6845
"2017-04-14",26.7598
"2017-04-15",27.6583
"2017-04-16",27.8104
"2017-04-17",27.8029
"2017-04-18",27.6889
"2017-04-19",27.731
"2017-04-20",27.5968
"2017-04-21",27.803
"2017-04-22",27.6053
"2017-04-23",27.9921
"2017-04-24",27.9236
"2017-04-25",27.8757
"2017-04-26",27.7979
"2017-04-27",27.5965
"2017-04-28",28.0272
"2017-04-29",27.8374
"2017-04-30",28.6495
"2017-05-01",27.5256
"2017-05-02",27.2664
"2017-05-03",27.3474
"2017-05-04",27.7726
"2017-05-05",28.0914
"2017-05-06",26.4148
"2017-05-07",26.1686
"2017-05-08",26.7369
"2017-05-09",27.0202
"2017-05-10",27.2403
"2017-05-11",26.9457
"2017-05-12",27.3279
"2017-05-13",27.7454
"2017-05-14",27.1835
"2017-05-15",27.4863
"2017-05-16",27.8549
"2017-05-17",28.0563
"2017-05-18",26.0534
"2017-05-19",26.7445
"2017-05-20",27.1661
"2017-05-21",26.6804
"2017-05-22",26.6471
"2017-05-23",26.5106
"2017-05-24",25.2013
"2017-05-25",25.4787
"2017-05-26",25.2913
"2017-05-27",26.4857
"2017-05-28",26.0283
"2017-05-29",25.727
"2017-05-30",25.1021
"2017-05-31",25.5252
"2017-06-01",25.3083
"2017-06-02",25.5113
"2017-06-03",25.7531
"2017-06-04",26.5392
"2017-06-05",25.8613
"2017-06-06",26.0057
"2017-06-07",25.4978
"2017-06-08",26.5702
"2017-06-09",26.3896
"2017-06-10",25.8207
"2017-06-11",25.5946
"2017-06-12",26.2344
"2017-06-13",26.5833
"2017-06-14",26.0275
"2017-06-15",25.9984
"2017-06-16",25.927
"2017-06-17",26.8037
"2017-06-18",26.3824
"2017-06-19",26.2404
"2017-06-20",26.2721
"2017-06-21",26.3466
"2017-06-22",26.4366
"2017-06-23",25.6286
"2017-06-24",25.0712
"2017-06-25",25.246
"2017-06-26",25.0507
"2017-06-27",24.4866
"2017-06-28",25.6801
"2017-06-29",26.3389
"2017-06-30",26.4884
"2017-07-01",25.9512
"2017-07-02",25.9734
"2017-07-03",26.2575
"2017-07-04",26.8756
"2017-07-05",26.5332
"2017-07-06",26.2247
"2017-07-07",25.9951
"2017-07-08",25.8038
"2017-07-09",24.6126
"2017-07-10",25.1078
"2017-07-11",25.9394
"2017-07-12",26.5066
"2017-07-13",25.9359
"2017-07-14",26.2496
"2017-07-15",26.2965
"2017-07-16",26.1105
"2017-07-17",26.6206
"2017-07-18",26.343
"2017-07-19",25.9254
"2017-07-20",26.8923
"2017-07-21",26.6684
"2017-07-22",27.2435
"2017-07-23",26.8661
"2017-07-24",26.9777
"2017-07-25",27.5103
"2017-07-26",27.0826
"2017-07-27",26.2802
"2017-07-28",26.2302
"2017-07-29",25.9196
"2017-07-30",25.8953
"2017-07-31",25.6578
"2017-08-01",25.6747
"2017-08-02",26.0634
"2017-08-03",25.9045
"2017-08-04",26.1816
"2017-08-05",25.9426
"2017-08-06",25.6465
"2017-08-07",25.5443
"2017-08-08",25.7474
"2017-08-09",25.8535
"2017-08-10",25.9134
"2017-08-11",25.913
"2017-08-12",26.0243
"2017-08-13",26.3781
"2017-08-14",25.4589
"2017-08-15",26.1061
"2017-08-16",25.6657
"2017-08-17",25.8224
"2017-08-18",24.7872
"2017-08-19",25.6333
"2017-08-20",25.3856
"2017-08-21",26.0148
"2017-08-22",25.8287
"2017-08-23",26.011
"2017-08-24",25.9855
"2017-08-25",26.5379
"2017-08-26",26.1593
"2017-08-27",25.9448
"2017-08-28",25.4084
"2017-08-29",25.5694
"2017-08-30",26.5114
"2017-08-31",26.7852
"2017-09-01",25.4382
"2017-09-02",25.5121
"2017-09-03",25.5572
"2017-09-04",26.0047
"2017-09-05",24.8271
"2017-09-06",25.0485
"2017-09-07",24.6392
"2017-09-08",24.8788
"2017-09-09",25.1078
"2017-09-10",25.7874
"2017-09-11",26.4389
"2017-09-12",26.4113
"2017-09-13",24.0272
"2017-09-14",25.0133
"2017-09-15",26.5435
"2017-09-16",25.8864
"2017-09-17",25.3523
"2017-09-18",26.3081
"2017-09-19",26.6714
"2017-09-20",25.9305
"2017-09-21",25.3902
"2017-09-22",26.082
"2017-09-23",26.4209
"2017-09-24",25.9118
"2017-09-25",24.8672
"2017-09-26",24.9212
"2017-09-27",24.3438
"2017-09-28",24.9148
"2017-09-29",26.1038
"2017-09-30",25.9595
"2017-10-01",25.5549
"2017-10-02",26.2761
"2017-10-03",25.8273
"2017-10-04",25.8109
"2017-10-05",25.6165
"2017-10-06",25.0158
"2017-10-07",25.5843
"2017-10-08",25.7324
"2017-10-09",25.6318
"2017-10-10",26.2511
"2017-10-11",24.6768
"2017-10-12",25.0304
"2017-10-13",25.3413
"2017-10-14",24.0966
"2017-10-15",24.9064
"2017-10-16",25.8363
"2017-10-17",25.8166
"2017-10-18",25.7927
"2017-10-19",25.1653
"2017-10-20",25.2078
"2017-10-21",26.3959
"2017-10-22",25.9766
"2017-10-23",26.0695
"2017-10-24",25.2249
"2017-10-25",26.071
"2017-10-26",25.3227
"2017-10-27",25.5389
"2017-10-28",25.8361
"2017-10-29",25.2733
"2017-10-30",25.4872
"2017-10-31",24.2805
"2017-11-01",25.2828
"2017-11-02",24.614
"2017-11-03",25.0325
"2017-11-04",25.181
"2017-11-05",24.6367
"2017-11-06",25.1594
"2017-11-07",24.7307
"2017-11-08",24.4355
"2017-11-09",24.8382
"2017-11-10",24.8461
"2017-11-11",25.0334
"2017-11-12",25.5874
"2017-11-13",25.7397
"2017-11-14",25.4457
"2017-11-15",25.2515
"2017-11-16",25.3955
"2017-11-17",25.8978
"2017-11-18",26.7428
"2017-11-19",25.6713
"2017-11-20",24.7427
"2017-11-21",25.6507
"2017-11-22",25.3256
"2017-11-23",25.7077
"2017-11-24",25.5181
"2017-11-25",23.6627
"2017-11-26",23.7902
"2017-11-27",24.2929
"2017-11-28",25.0511
"2017-11-29",24.647
"2017-11-30",23.9876
"2017-12-01",23.3416
"2017-12-02",24.115
"2017-12-03",24.8693
"2017-12-04",25.0772
"2017-12-05",25.6019
"2017-12-06",25.3307
"2017-12-07",25.1814
"2017-12-08",24.5162
"2017-12-09",24.7082
"2017-12-10",25.9275
"2017-12-11",26.0516
"2017-12-12",25.2252
"2017-12-13",25.4136
"2017-12-14",24.9936
"2017-12-15",25.9292
"2017-12-16",25.7614
"2017-12-17",25.94
"2017-12-18",25.0734
"2017-12-19",25.2049
"2017-12-20",23.7212
"2017-12-21",24.5583
"2017-12-22",24.9521
"2017-12-23",24.8401
"2017-12-24",25.1314
"2017-12-25",25.7325
"2017-12-26",25.4561
"2017-12-27",25.3293
"2017-12-28",24.5016
"2017-12-29",24.6516
"2017-12-30",25.1767
"2017-12-31",25.3784
"2018-01-01",25.4654
"2018-01-02",25.8491
"2018-01-03",25.1377
"2018-01-04",24.4569
"2018-01-05",23.4197
"2018-01-06",22.8821
"2018-01-07",22.8022
"2018-01-08",23.7518
"2018-01-09",24.5908
"2018-01-10",25.3453
"2018-01-11",25.3596
"2018-01-12",26.0673
"2018-01-13",25.8643
"2018-01-14",25.8578
"2018-01-15",24.881
"2018-01-16",24.4889
"2018-01-17",23.8177
"2018-01-18",24.084
"2018-01-19",24.0566
"2018-01-20",24.3125
"2018-01-21",25.0528
"2018-01-22",25.5302
"2018-01-23",25.1912
"2018-01-24",25.1861
"2018-01-25",24.9925
"2018-01-26",25.3914
"2018-01-27",25.5045
"2018-01-28",24.7131
"2018-01-29",25.6828
"2018-01-30",25.441
"2018-01-31",24.4295
"2018-02-01",25.3334
"2018-02-02",25.6446
"2018-02-03",25.8981
"2018-02-04",25.0818
"2018-02-05",26.2304
"2018-02-06",26.3447
"2018-02-07",26.4586
"2018-02-08",25.8899
"2018-02-09",26.8484
"2018-02-10",26.6674
"2018-02-11",27.3905
"2018-02-12",27.1547
"2018-02-13",26.6977
"2018-02-14",26.7079
"2018-02-15",27.6493
"2018-02-16",27.0232
"2018-02-17",26.2862
"2018-02-18",26.3218
"2018-02-19",25.5865
"2018-02-20",25.3384
"2018-02-21",26.2542
"2018-02-22",26.686
"2018-02-23",27.3279
"2018-02-24",28.1452
"2018-02-25",27.1535
"2018-02-26",26.7782
"2018-02-27",26.3068
"2018-02-28",26.4919
"2018-03-01",27.6804
"2018-03-02",27.6665
"2018-03-03",26.9116
"2018-03-04",27.2496
"2018-03-05",28.1058
"2018-03-06",27.6494
"2018-03-07",27.6128
"2018-03-08",28.2272
"2018-03-09",26.6482
"2018-03-10",26.1323
"2018-03-11",27.057
"2018-03-12",24.6125
"2018-03-13",26.1247
"2018-03-14",26.6138
"2018-03-15",27.1651
"2018-03-16",27.5804
"2018-03-17",27.7665
"2018-03-18",28.4831
"2018-03-19",28.3809
"2018-03-20",28.5802
"2018-03-21",27.4212
"2018-03-22",27.9204
"2018-03-23",28.2158
"2018-03-24",28.7426
"2018-03-25",28.5631
"2018-03-26",27.3111
"2018-03-27",27.0282
"2018-03-28",26.9877
"2018-03-29",27.1342
"2018-03-30",28.1529
"2018-03-31",27.521
"2018-04-01",26.7594
"2018-04-02",26.5344
"2018-04-03",26.8782
"2018-04-04",28.2153
"2018-04-05",27.658
"2018-04-06",26.7626
"2018-04-07",25.4317
"2018-04-08",26.6988
"2018-04-09",25.9506
"2018-04-10",26.9571
"2018-04-11",26.2719
"2018-04-12",26.0507
"2018-04-13",24.865
"2018-04-14",25.5515
"2018-04-15",26.2743
"2018-04-16",26.871
"2018-04-17",26.6734
"2018-04-18",25.6014
"2018-04-19",26.7253
"2018-04-20",26.7913
"2018-04-21",27.3458
"2018-04-22",26.94
"2018-04-23",27.5826
"2018-04-24",26.7658
"2018-04-25",26.3353
"2018-04-26",25.8013
"2018-04-27",26.4605
"2018-04-28",25.6571
"2018-04-29",26.1276
"2018-04-30",27.2188
"2018-05-01",27.7154
"2018-05-02",26.8769
"2018-05-03",26.468
"2018-05-04",26.5042
"2018-05-05",26.1005
"2018-05-06",26.6175
"2018-05-07",26.2412
"2018-05-08",26.1301
"2018-05-09",25.9321
"2018-05-10",25.8503
"2018-05-11",26.5653
"2018-05-12",25.8763
"2018-05-13",26.2909
"2018-05-14",25.9053
"2018-05-15",26.6476
"2018-05-16",25.9123
"2018-05-17",25.3426
"2018-05-18",24.8757
"2018-05-19",26.0378
"2018-05-20",25.0089
"2018-05-21",23.61
"2018-05-22",26.15
"2018-05-23",24.2812
"2018-05-24",24.7249
"2018-05-25",24.16
"2018-05-26",25.7088
"2018-05-27",25.7179
"2018-05-28",26.1622
"2018-05-29",26.7664
"2018-05-30",27.0267
"2018-05-31",26.5553
"2018-06-01",26.0585
"2018-06-02",25.6475
"2018-06-03",25.8411
"2018-06-04",26.1399
"2018-06-05",26.6102
"2018-06-06",25.9677
"2018-06-07",25.2546
"2018-06-08",26.5611
"2018-06-09",26.2647
"2018-06-10",26.3099
"2018-06-11",26.3033
"2018-06-12",26.3704
"2018-06-13",25.7508
"2018-06-14",25.7686
"2018-06-15",25.9287
"2018-06-16",24.8762
"2018-06-17",25.8475
"2018-06-18",25.5692
"2018-06-19",25.7524
"2018-06-20",25.563
"2018-06-21",25.17
"2018-06-22",25.5694
"2018-06-23",25.641
"2018-06-24",25.625
"2018-06-25",25.3435
"2018-06-26",25.5869
"2018-06-27",25.485
"2018-06-28",25.7133
"2018-06-29",25.4353
"2018-06-30",25.6677
"2018-07-01",25.9361
"2018-07-02",25.2898
"2018-07-03",26.1063
"2018-07-04",26.2554
"2018-07-05",26.2844
"2018-07-06",25.7317
"2018-07-07",25.8751
"2018-07-08",25.9326
"2018-07-09",25.0586
"2018-07-10",24.8316
"2018-07-11",24.2696
"2018-07-12",25.3011
"2018-07-13",25.6985
"2018-07-14",25.7157
"2018-07-15",24.8685
"2018-07-16",24.8215
"2018-07-17",25.6827
"2018-07-18",25.8957
"2018-07-19",25.3242
"2018-07-20",25.5889
"2018-07-21",25.818
"2018-07-22",25.9864
"2018-07-23",25.9974
"2018-07-24",25.4599
"2018-07-25",25.41
"2018-07-26",25.5879
"2018-07-27",25.5457
"2018-07-28",25.3905
"2018-07-29",25.3148
"2018-07-30",25.3853
"2018-07-31",24.7284
"2018-08-01",25.0449
"2018-08-02",25.4688
"2018-08-03",25.6092
"2018-08-04",25.7638
"2018-08-05",25.32
"2018-08-06",25.2512
"2018-08-07",25.0168
"2018-08-08",23.6026
"2018-08-09",24.6177
"2018-08-10",25.3023
"2018-08-11",25.6056
"2018-08-12",25.2134
"2018-08-13",25.3886
"2018-08-14",24.979
"2018-08-15",24.2838
"2018-08-16",24.4918
"2018-08-17",25.1311
"2018-08-18",25.0507
"2018-08-19",24.8112
"2018-08-20",25.0425
"2018-08-21",25.2486
"2018-08-22",25.3504
"2018-08-23",25.7733
"2018-08-24",24.9238
"2018-08-25",25.4864
"2018-08-26",25.3227
"2018-08-27",25.4486
"2018-08-28",25.9224
"2018-08-29",25.3345
"2018-08-30",25.3021
"2018-08-31",25.533
"2018-09-01",25.2176
"2018-09-02",25.5207
"2018-09-03",25.4918
"2018-09-04",25.3226
"2018-09-05",25.3813
"2018-09-06",25.947
"2018-09-07",25.7473
"2018-09-08",25.6206
"2018-09-09",25.9255
"2018-09-10",25.4294
"2018-09-11",26.3294
"2018-09-12",26.6548
"2018-09-13",25.9464
"2018-09-14",26.3527
"2018-09-15",25.8471
"2018-09-16",26.1424
"2018-09-17",25.7897
"2018-09-18",25.8533
"2018-09-19",25.2106
"2018-09-20",25.2286
"2018-09-21",24.4989
"2018-09-22",25.7223
"2018-09-23",25.8039
"2018-09-24",24.502
"2018-09-25",25.1019
"2018-09-26",25.5847
"2018-09-27",25.2592
"2018-09-28",24.9446
"2018-09-29",24.8788
"2018-09-30",25.6939
"2018-10-01",25.3299
"2018-10-02",25.1417
"2018-10-03",24.9304
"2018-10-04",25.7641
"2018-10-05",25.7273
"2018-10-06",24.931
"2018-10-07",24.8169
"2018-10-08",24.2624
"2018-10-09",24.1359
"2018-10-10",25.4936
"2018-10-11",25.5109
"2018-10-12",25.2846
"2018-10-13",24.8308
"2018-10-14",25.71
"2018-10-15",25.9582
"2018-10-16",24.3822
"2018-10-17",24.3057
"2018-10-18",25.9242
"2018-10-19",25.6588
"2018-10-20",24.675
"2018-10-21",25.2577
"2018-10-22",24.997
"2018-10-23",25.0289
"2018-10-24",24.9436
"2018-10-25",24.7362
"2018-10-26",24.6505
"2018-10-27",24.8156
"2018-10-28",24.9317
"2018-10-29",25.6055
"2018-10-30",25.9568
"2018-10-31",25.2074
"2018-11-01",23.848
"2018-11-02",25.3469
"2018-11-03",25.0562
"2018-11-04",26.3539
"2018-11-05",24.2526
"2018-11-06",22.5094
"2018-11-07",24.8122
"2018-11-08",25.153
"2018-11-09",24.3205
"2018-11-10",25.3344
"2018-11-11",25.4999
"2018-11-12",24.7932
"2018-11-13",25.098
"2018-11-14",25.5433
"2018-11-15",25.8463
"2018-11-16",25.6853
"2018-11-17",25.2114
"2018-11-18",25.1018
"2018-11-19",25.2565
"2018-11-20",24.1329
"2018-11-21",25.314
"2018-11-22",26.2415
"2018-11-23",25.6776
"2018-11-24",24.9961
"2018-11-25",25.5613
"2018-11-26",25.6506
"2018-11-27",25.7718
"2018-11-28",24.9351
"2018-11-29",25.1933
"2018-11-30",25.625
"2018-12-01",25.534
"2018-12-02",25.765
"2018-12-03",25.0319
"2018-12-04",26.2212
"2018-12-05",25.3511
"2018-12-06",25.3703
"2018-12-07",25.6251
"2018-12-08",25.9039
"2018-12-09",25.0796
"2018-12-10",24.8118
"2018-12-11",23.9371
"2018-12-12",24.3761
"2018-12-13",23.9279
"2018-12-14",24.5709
"2018-12-15",24.8943
"2018-12-16",24.2193
"2018-12-17",24.8533
"2018-12-18",25.1507
"2018-12-19",25.4759
"2018-12-20",25.5927
"2018-12-21",23.8979
"2018-12-22",24.6606
"2018-12-23",25.1422
"2018-12-24",25.0624
"2018-12-25",25.8984
"2018-12-26",25.2007
"2018-12-27",24.9893
"2018-12-28",25.2348
"2018-12-29",25.2524
"2018-12-30",25.1552
"2018-12-31",25.2212
"2019-01-01",24.9989
"2019-01-02",24.5368
"2019-01-03",24.6547
"2019-01-04",24.5843
"2019-01-05",25.1152
"2019-01-06",24.92
"2019-01-07",25.7681
"2019-01-08",26.0028
"2019-01-09",26.0833
"2019-01-10",26.2111
"2019-01-11",25.9519
"2019-01-12",25.5898
"2019-01-13",25.9693
"2019-01-14",25.5398
"2019-01-15",26.2087
"2019-01-16",25.6146
"2019-01-17",24.9255
"2019-01-18",24.136
"2019-01-19",23.9963
"2019-01-20",24.6593
"2019-01-21",25.4179
"2019-01-22",25.8606
"2019-01-23",26.008
"2019-01-24",26.6574
"2019-01-25",27.2865
"2019-01-26",27.6151
"2019-01-27",26.9035
"2019-01-28",26.1681
"2019-01-29",26.1451
"2019-01-30",26.6374
"2019-01-31",27.1634
"2019-02-01",27.1935
"2019-02-02",26.8581
"2019-02-03",27.3807
"2019-02-04",26.0604
"2019-02-05",26.0579
"2019-02-06",26.4734
"2019-02-07",27.6302
"2019-02-08",26.0604
"2019-02-09",25.0054
"2019-02-10",26.2898
"2019-02-11",26.5185
"2019-02-12",26.4638
"2019-02-13",26.7948
"2019-02-14",26.4053
"2019-02-15",26.4539
"2019-02-16",25.5962
"2019-02-17",26.368
"2019-02-18",26.8513
"2019-02-19",27.0842
"2019-02-20",26.2593
"2019-02-21",26.4656
"2019-02-22",26.2645
"2019-02-23",25.5332
"2019-02-24",26.296
"2019-02-25",27.5798
"2019-02-26",27.4136
"2019-02-27",25.908
"2019-02-28",26.2785
"2019-03-01",27.1818
"2019-03-02",27.6396
"2019-03-03",27.8565
"2019-03-04",27.1131
"2019-03-05",27.5506
"2019-03-06",27.416
"2019-03-07",27.7575
"2019-03-08",27.8384
"2019-03-09",27.3441
"2019-03-10",27.952
"2019-03-11",27.6986
"2019-03-12",27.3182
"2019-03-13",27.6742
"2019-03-14",28.4201
"2019-03-15",28.4979
"2019-03-16",28.3679
"2019-03-17",27.2648
"2019-03-18",27.1115
"2019-03-19",28.3069
"2019-03-20",28.6536
"2019-03-21",27.4691
"2019-03-22",28.0107
"2019-03-23",27.6617
"2019-03-24",28.6025
"2019-03-25",28.3809
"2019-03-26",28.3171
"2019-03-27",28.5864
"2019-03-28",28.4574
"2019-03-29",28.131
"2019-03-30",28.2444
"2019-03-31",28.6472
"2019-04-01",28.7919
"2019-04-02",28.7586
"2019-04-03",28.8182
"2019-04-04",28.9376
"2019-04-05",28.9305
"2019-04-06",29.0088
"2019-04-07",28.7295
"2019-04-08",28.7101
"2019-04-09",28.3315
"2019-04-10",28.5755
"2019-04-11",27.5315
"2019-04-12",29.3921
"2019-04-13",28.8085
"2019-04-14",29.1066
"2019-04-15",28.092
"2019-04-16",26.7223
"2019-04-17",25.8517
"2019-04-18",26.3637
"2019-04-19",26.5766
"2019-04-20",25.9099
"2019-04-21",26.5915
"2019-04-22",26.8764
"2019-04-23",26.5999
"2019-04-24",28.3983
"2019-04-25",26.1556
"2019-04-26",26.8022
"2019-04-27",27.0794
"2019-04-28",27.0629
"2019-04-29",26.1897
"2019-04-30",26.0217
"2019-05-01",27.0417
"2019-05-02",27.1276
"2019-05-03",25.9401
"2019-05-04",27.0364
"2019-05-05",26.9481
"2019-05-06",26.9304
"2019-05-07",26.9087
"2019-05-08",27.0309
"2019-05-09",27.1043
"2019-05-10",27.9972
"2019-05-11",27.6631
"2019-05-12",27.7216
"2019-05-13",27.7557
"2019-05-14",27.4052
"2019-05-15",27.2852
"2019-05-16",27.6004
"2019-05-17",27.5192
"2019-05-18",27.48
"2019-05-19",27.7196
"2019-05-20",27.4136
"2019-05-21",27.2181
"2019-05-22",26.8185
"2019-05-23",27.2266
"2019-05-24",26.7645
"2019-05-25",26.4643
"2019-05-26",27.736
"2019-05-27",28.1686
"2019-05-28",28.662
"2019-05-29",27.5698
"2019-05-30",27.2559
"2019-05-31",27.1616
"2019-06-01",27.6644
"2019-06-02",27.4046
"2019-06-03",26.6745
"2019-06-04",25.9644
"2019-06-05",26.9778
"2019-06-06",26.887
"2019-06-07",26.3426
"2019-06-08",27.1446
"2019-06-09",26.2212
"2019-06-10",25.4806
"2019-06-11",26.5824
"2019-06-12",26.5093
"2019-06-13",26.1581
"2019-06-14",26.3321
"2019-06-15",27.504
"2019-06-16",27.0101
"2019-06-17",27.0295
"2019-06-18",27.3002
"2019-06-19",27.2502
"2019-06-20",26.3696
"2019-06-21",26.0762
"2019-06-22",25.5739
"2019-06-23",26.6326
"2019-06-24",26.9294
"2019-06-25",26.6665
"2019-06-26",26.6919
"2019-06-27",27.0321
"2019-06-28",27.1734
"2019-06-29",27.0221
"2019-06-30",26.8104
"2019-07-01",26.9516
"2019-07-02",27.0026
"2019-07-03",26.9239
"2019-07-04",27.1868
"2019-07-05",27.3964
"2019-07-06",27.3309
"2019-07-07",27.388
"2019-07-08",28.1397
"2019-07-09",25.9067
"2019-07-10",25.9493
"2019-07-11",27.0326
"2019-07-12",27.0558
"2019-07-13",26.2422
"2019-07-14",25.9154
"2019-07-15",26.1023
"2019-07-16",26.7042
"2019-07-17",25.6826
"2019-07-18",25.0235
"2019-07-19",25.9237
"2019-07-20",25.8779
"2019-07-21",25.6116
"2019-07-22",25.8296
"2019-07-23",26.0083
"2019-07-24",26.0561
"2019-07-25",25.7064
"2019-07-26",25.7375
"2019-07-27",26.1468
"2019-07-28",26.3131
"2019-07-29",26.0009
"2019-07-30",26.523
